text,nrc_sentiment,dpm_sentiment
Never been more proud. Say it loud. #blacklivesmatter #BlackLivesMatterDC #BreonnaTaylor #georgefloyd #TrayvonMartin #TamirRice,joy,surprise
"i keep seeing these videos of parents shitting on their kids for supporting the black lives matter movement. It scares me. my beautiful mother is already planning our trip to DC in august for the anniversary of the march on washington. If you need support, come with us.",joy,surprise
"#SorryDonald. To quote the movie A Princess Bride... “I do not think it means what you think it means”. It’s not a great day. It’s not a great thing that’s happening for our country. Honestly, I think #GeorgeFloyd would rather be with his family than dead. Maybe that’s just me. ",joy,surprise
D.C. Mayor Bowser has “Black Lives Matter” painted on street leading to White House. ,joy,surprise
People really think saying BLM means you’re saying ONLY black lives matter. Literally no one is saying that. And it’s obvious what BLM means to anyone with even moderate intelligence. This country is full of fucking imbeciles and as soon as I’m able I’m leaving it.,joy,surprise
"ESPECIALLY today, y'all. They can detain yall for more than 24 hr so...be safe!!! #blacklivesmatter",joy,surprise
It’s time for a change in this country. All of the racism and social injustices need to come to an end. I stand with and give all of my support and love to #BlackLivesMatter movement. I will continue to listen and educate myself and encourage all to do the same. @FULionsFootball,joy,surprise
Proud to call these people my own and proud to have knelt by their sides to recognize racism as a major public health threat and commit together to do the hard work to eradicate it. #WhiteCoatsForBlackLives #WhiteCoatsForBlackLivesPhilly #BlackLivesMatter #EndRacism,joy,surprise
"In this world, it’s hard to be become a young successful black man, but somehow we find a way to make it work. #BlackLivesMatter",joy,surprise
Our community. My home. @The_BMC @BUgeriatrics @BUMedicine #BlackLivesMatter #whitecoats4blacklives,joy,surprise
The 30 minutes I’ve spent w/ the Peleton app every day this week have been the absolute highlight daily. All the instructors have been speaking out in support of #blacklivesmatter and I haven’t ended a workout without feeling emotional. Ally Love’s class today was so uplifting.,joy,surprise
you girls really be fucking black guys then tweeting “all lives matter”,joy,surprise
She said “black lives matter.... but only if it’s ok with YouTube”,joy,surprise
George Floyd’s memorial service is giving me chills.... powerful words. #GeorgeFloydMemorial,joy,surprise
"today was a showing of people true colors, IQ, and love for the world. If you decide to drive past a protest for #BlackLivesMatter &amp; yell ignorant racial slurs and make bad remarks... YOU are the problem. and to the cops who tried to reason with me through peaceful conversation..",joy,surprise
"if y’all needed a smile, here’s my girl lounging. (she also told me earlier that black lives matter !!!) ",joy,surprise
the suburbs are rising #blacklivesmatter ,joy,fear
#BlackLivesMatter hits the ‘burbs! Proud of my hometown ,joy,surprise
Just because I’m married to a black man and not speaking too much about BLM on social media doesn’t mean it’s not spoken about in our home and with family. #blacklivesmatter,joy,surprise
"The last week has been horrible but on an optimistic note...I think many fellow parents out there are having smarter, earlier conversations with their kids about race and that keeps me hopeful. #BlackLivesMatter #startsmall",joy,surprise
Proud of this community. We will do better - not only because we have to but because we want to. #blacklivesmatter #hope #opride – at Louis Engle Waterside Park,joy,surprise
today’s march in atl was nothing but peaceful and powerful. happy to say i was a part of it. #BlackLivesMatter ,joy,surprise
"Feel good: to so many RLHS alums, I’m so proud to know u. They ways u continue to fight for black lives matter in the present, the ways you’ve spoken out about kids in cages or guns in the past, and the ways I know u will continue to fight in the future, I respect you all so much",joy,surprise
just found out george floyd is beign laid to rest in the cemetery across from my highschool. this community loves and will fight in honor of you ,joy,surprise
"I will never forget today: the day I marched across the Brooklyn Bridge with George Floyd’s family. I will never forget the words we screamed: no justice, no peace. ",joy,surprise
I don’t know what to say to my ULM/Monroe community except BLACK LIVES MATTER #BlackLivesMatter No buts. The end.,joy,surprise
Had my first fight with my parents about what’s going on. That was not pleasant. I just called to talk about my new bread machine and it spiraled. Keep up the good fight everyone. #BlackLivesMatter,joy,surprise
My city was peaceful but vocal tonight. We knelt in 110 degree weather and we’ll do it again. Proud to march for #BlackLivesMatter in Phoenix. ,joy,surprise
It’s a different type of energy this time around. Keep that same energy and continue to strategize. Very proud see this today. #BlackLivesMatter @AmbitiousActs20 – at Bexar County Courthouse,joy,surprise
"Living in Springtown be like ""You believe? Black lives? Matter? What's wrong with you?! Don't you know that? All lives matter? Fool.""",joy,surprise
#BlackLivesMatter march in Portsmouth. A friendly reminder to white folks in attendance from yr local #Peacekeeper: unless black leadership tells you to get in a verbal altercation with a cop - and they didn’t - don’t. #PeacefulProtests,joy,disgust
"We’ll get back to making jokes soon, but we’ll also try to share some helpful resources and info as we see it. Stay safe, #lovelansing, and Black Lives Matter 3/3",joy,surprise
"And yes, I will be marching this weekend #BlackLivesMatter ",joy,surprise
My family and I have been in a fight this week over the BLM movement. Most of our argument revolved around them saying all lives matter. I think I’m finally getting through to them & today my mom texted me that black lives matter. I was so happy. Ik It’s small but it’s progress. ,joy,surprise
 One block from The White House in front of St. John’s Church. Where @MayorBowser just renamed the street Black Lives Matter Plaza. Where so many people are peacefully protesting and playing music. Let’s keep going ,joy,surprise
"Today I walked to this spot from our home a few blocks away to leave flowers for George Floyd, honor his memory, and promise him that I will use my privilege to be a better ally and fight for a world where what happened to him can finally be unthinkable. May George rest in peace. ",joy,surprise
Our differences make us strong. Make us proud. Make us awesome. I hear you. I see you. Together we will grow. #BlackLivesMatter #kindnesswins #lovewins,joy,surprise
If you aren’t talking about #GeorgeFloyd right now then you need to be. Donate. Speak up. Amplify the voices of black friends/family/creators/etc. It is not okay to be silent.,joy,surprise
"My baby is now as brown as I am and this is going to make life a bit less complicated for him, this is insane #BlackLivesMatters ",joy,surprise
"I’m SO glad I don’t live in my hometown anymore because all these people my age are sharing blue lives matter and other types of irrelevant, hypocritical posts. Is blue a race? I didn’t know black was a choice where you go to a training camp and come out with a badge? oml.",joy,surprise
One of my favorite things to think about is all the girls that I went to high school with that supported Trump because their daddies told them to. What’s your daddy telling you now? Is he proud? #JusticeForGeorgeFlyod #BlackLivesMatter,joy,surprise
"i am heartbroken this is— i have no words, as a white woman i will never know how this feels. but i stand with you. i recognize my privilege. black. LIVES. MATTER. ",joy,surprise
no justice no peace #BlackLivesMatter – at Centennial Olympic Park,joy,disgust
I love my city man. #GeorgeFloyd ,joy,disgust
#GeorgeFloyd Unfollow me if you don’t see the unjust here because I really don’t need to know you anyways. I love people... period. We all deserve an equal opportunity and chance to live life.,joy,surprise
"of course he was. and even if he wasn’t, he didn’t deserve to be murdered. the value of one’s life doesn’t just come from being kind. we’re all human. we all deserve a fair shot at a long, happy life. george floyd deserved that. every black man, woman, &amp; child deserves that. ",joy,surprise
"I am lucky to have a job, and today was payday for me. I donated what I could to @MNFreedomFund and @BKBailFund. Money, mouth—do it. #BlackLivesMatter",joy,surprise
This girl I went to high school with posted BLACK. LIVES. MATTER. on Facebook with a pic collage of her standing next to some random black people. The caucasity,joy,surprise
All lives will matter when black lives do.,joy,surprise
"Well, wasn’t expecting the protest to come straight to our apartment. Clemmie slept right through it. When it was safe, Kid #1 & I (+ some trustworthy neighbors) stood in our doorway and passed out juice boxes to protesters & police officers. #BlackLivesMatter ",joy,surprise
"Her mom, sister or me....we need to do better so this little girl can live life without fear of judgement or hate! We all can learn something from this! Teach Love not Hate it starts at home! #GeorgeFloyd #proudgirldad",joy,surprise
"(4/4)The protests for George Floyd in NYC Friday were mostly peaceful - there were a handful of incidents, but it was much calmer than many other major cities. #FujiXT3 #JusticeForFloyd #GeorgeFloyd #EricGarner #ICantBreath #SayTheirNames #blacklivesmatter #protest #pandemic",joy,anger
"People of omaha I love you, thank you. #BlackLivesMatter",joy,surprise
"(1/2) We need to stand up against racism in our city. We need to stand up agains mf’n WHITE SUPREMICISTS coming to our city and trying to take away from the murder of George Floyd. I am but one football coach, but Minnesota and Minneapolis will always be home.",joy,surprise
checking facebook this morning to weed out my racist family members #BlackLivesMatter ,joy,disgust
"I live, intentionally, in a predominantly black neighborhood.I walked my dog yesterday & my usual greetings were met largely w/silence, or a simple nod. My neighbors are in pain, a pain I cannot reach & have never felt. How do I support & love them right now? #GeorgeFloyd",joy,surprise
"people of our community. Why don’t you just outright say it that you don’t give a fuck about black lives. Keep trying to push your agenda on me buddy, you will never change my mind that BLACK LIVES MATTER #JusticeForGeorgeFloyd",joy,surprise
My neighbor. Love you. #BlackLivesMatter ,joy,surprise
No Justice. No Peace. No Racist Police. Power to the PEOPLE! #BlackLivesMatter ,joy,anger
tag 10 other hot people you know. don't break the black lives matter chain!! ,joy,surprise
I love ur books and I stand with you and everyone is equal we are together #BlackLivesMatter,joy,surprise
cola got active. being apart of this was so surreal. black lives fucking matter.,joy,surprise
"Enough! Black lives matter. LOVE Philly, please stay safe! #TonyMcDade l @BLMPhilly",joy,surprise
Live from Downtown Austin #BlackLivesMatter ,joy,surprise
I’m a musician inspired by a lifelong love for black music. I love black culture and I love black people. I mourn George Floyd and others who have lost their lives to incomprehensible violence. This makes me so angry it’s hard to find the proper words..,joy,surprise
"My mind/spirit/body are beyond tired. So I hiked, took a short reprieve in a beautiful place, and will keep pushing forward on this anti racist journey #BlackLivesMatter ",joy,surprise
My new favorite past time is blocking racist ass family members who tell me I’m an idiot for backing the Black Lives Matter Movement. Fuck your all lives matter bullshit,joy,surprise
Participated in a powerful #BlackLivesMatter walk organized by teachers in our local school district. The turnout was impressive—I was near the front of the group &amp; at no point was I able to see the end of the line. We took over all 5 lanes of a major road. EVERYONE had a mask. – at Parkway West High School,joy,surprise
I just finished reading @MichelleObama book. So powerful. EVERYONE should read this book #allchildrenread #BlackLivesMatter #BeTheChange,joy,surprise
Love this FAMILY! #BlackLivesMatter #ALLIN,joy,surprise
"A powerful day in DC #BlackLivesMatter – at Washington, D.C.",joy,fear
im hosting a black lives matter rally in a predominantly white community in small town Kansas this week and i couldn’t be more excited ,joy,surprise
I love Black Sabbath weeding out their racist fans ,joy,surprise
"Too busy living and being in the moment to post about it (didn’t even really take many photos as you can see), but I was so honored to join the #ClemsonFamily #BlackLivesMatter protest this past Saturday. ",joy,surprise
"Just had an 84-year-old woman stop me on my way to city council to thank me for covering the #BlackLivesMatter protest in Sheldon on Saturday and said it’s about time things change. Said if she could walk distances she would have been out there. Good work, @ricki_7586",joy,surprise
"Was reading up on #Juneteenth, also my birthday. Texas became the first state to make Juneteenth an official holiday in 1979. Juneteenth will be 41 this Friday... as will I. That’s really cool. #blacklivesmatter",joy,surprise
Love My City!!! Jackson MI #BlackLivesMatter ,joy,surprise
Can I see you say that black lives matter? Like are you capable of repeating that phrase?,joy,surprise
Celebrate. Liberate. Educate. Happy Freedom Day #BlackLivesMatter ,joy,surprise
thank you for pressing him on not being able to say #BlackLivesMatter -- this is why philly loves &amp; respects you. ,joy,surprise
Incredibly proud of @Twitter showing up in my hometown just down the street from City Hall #Juneteeth #BlackLivesMatter https://twitter.com/Twitter/status/1274087690758090752,joy,surprise
"i know social media is not the only way to determine if someone is racist or not, but it really does speak volumes on where their priorities are. your selfie is cute but do black lives matter?",joy,surprise
"Happy first Juneteenth, little nugget. Welcome to living your truth. #blacklivesmatter ",joy,surprise
Ignorance is a choice. Racism is a choice. Google is free. #BlackLivesMatter,joy,surprise
"Kate, I’m going to “say” this veeeery slooowly — Black. Lives. Matter. See? The word “only” is nowhere in sight. It’s all in your mind.",joy,surprise
"I have immense pride in this team, in this action, and in our company. Thank you @GodisRivera for leading! #BlackLivesMatter @Twitter",joy,surprise
Love is Love. Black Lives Matter. LGBTQA+ Lives &amp; Rights Matter. It is that simple. : @bavacado2,joy,surprise
if frat guys cared as much about the Black Lives Matter movement as they care about xanax we would have solved racism.,joy,surprise
Juneteenth Celebration in Rolla MO #juneteenth #blacklivesmatter ,joy,surprise
"Today we marched. Our small, conservative town showed up and said Black Lives Matter. We march and we will continue to listen, amplify speak up, and act. #blacklivesmatter #kindergartensmorgasboard… https://www.instagram.com/p/CBrZOUgpxIF/?igshid=itww9zw99087",joy,surprise
Black. Lives. Matter. So proud of @SpartanburgCity for showing up in a big way today ,joy,surprise
Power couple... shitttt it’s love I love that he supports me and my black life ! #BlackLivesMatter ,joy,surprise
"this matter. Because To me, black lives matter, today, tomorrow and every single day. Period. Thanks for listening. Now go out and be apart of the change we so desperately need. #BlackLivesMatter",joy,surprise
Imagine being a social media manager and thinking this was a good tweet... Yikes. Appalling!!! Proud of all the players for speaking up and standing for change. #BlackLivesMatter ,joy,surprise
I can only pray that nobody will treat my son differently because of his skin colour.. #BlackLivesMatter,joy,surprise
Happy pride month. I am a queer woman. I have never publicly stated that. Enough about me. Black Lives Matter.,joy,surprise
"A two-hour meditation on charity, accumulation, and the power of the small in great numbers. America, your money is dirty as fuck. #changeforchange #moneylaundering #blacklivesmatter @Brooklyn, New York https://www.instagram.com/p/CA-u_FwBzyd/?igshid=1hgdi5lhqi0dj",joy,surprise
"To all those protesting, signing petitions, helping people register to vote , WE SEE YOU I am beyond proud , continue being the change that we ALL wish to see #BlackLivesMatter -Madam SGA President ",joy,surprise
Can you imagine this being the first thing you think of when you see that Lego donated money to black lives matter? ,joy,surprise
"As a kid, whenever I was going through something, video games were my safe space. I could get away from the real world and just have fun... Today, I realize that is how I take care of my mental health. So thanks @Halo for being that escape for me. #BlackLivesMatter",joy,surprise
So if you care about the opinion of a 40-something white woman literally named Karen: Black Lives Matter. We need to make a conscious choice to improve our nation. Those who want change need to stop tolerating those who don't and those who want to drag us backward.,joy,surprise
I’m so proud of my younger sister! She just turned 21 this year and registered to vote. She still lives with my extremely conservative father and she took the time to educate herself and protest on racist Staten Island for #BlackLivesMatter. We absolutely love to see it! ,joy,surprise
"If you feel like you’re not understanding what’s going on outside around the world, talk to your POC friends and peers. Read some sources out there. Learn their struggles. We have a strong online community. You can ask us, too. We all have stories we can share. #BlackLivesMatter",joy,surprise
"We must combine the toughness of the serpent and the softness of the dove, a tough mind and a tender heart. -Martin Luther King, Jr. #BlackLivesMatter #stoptheviolence",joy,surprise
I am proud to be an ally to the Black Community and lead by example by taking this pledge. @IBM #BeEqual #BlackLivesMatter ,joy,surprise
"Yesterday was peaceful, yet powerful. Black Lives Matter. ",joy,surprise
"The best thing we can do is teach our children when to stand up for what is right. Today I heard it best, “75 years ago, it was all Jew’s lives matter, now it’s time for Black Lives Matter.” If you don’t take a stand, you’re on the wrong side. #JusticeForGeorgeFloyd",joy,surprise
 Black lives matter.,joy,surprise
"You know, at this point I'm convinced that God really wants the rapture to happen while Pat Robertson is still alive, and he just realized how little time that gives him so he's just doing it all at once #TORNADOWARNING #earthquake #BlackLivesMatter #COVIDー19 #depression2020",joy,surprise
I absolutely love my city #rva #richmondva #protests2020 #blacklivesmatter ,joy,anger
"They are talking about being anti-racist on @GMA. It might not seem like a big deal, but these are the conversations and news features that #BlackLivesMatter has created by forcing it into the public conscience. ",joy,surprise
"I’m tired of the rich and famous spreading awareness and asking us to donate and all that shit. Donate your fortune. Solve the problem with all that money you got. Eat the rich, fuck the police, black lives matter, happy pride",joy,surprise
I love seeing half the people I grew up with on the face of the book missing the point of all this. It can’t be all lives matter UNTIL black lives matter.,joy,surprise
But I'm realizing that not everyone has the privilege of staying silent like I do and that's been hard for me to come to terms with. So I just want to say #BlackLivesMatter and I want to do what I can to support who I consider my family here &lt;3,joy,surprise
"When I tell you Kee’J was elated to see this! “Mommy, they actually cared enough to honor #georgefloyd &amp; shut down all play! I’m not even mad that I can’t play right now! Madden better get right, 2K is my favorite now!” #blackout #blacklivesmatter #nba2k #visualconcepts",joy,surprise
"Big DC energy What a historic day in DC! So dope to be a part of it! S/O to EVERYONE who marched and protested today, and an even bigger thanks to EVERYONE who rocked Bailiwick while doing it! We love you DC! #blacklivesmatter #kindnessiscontagious #DCtogether #DCLove",joy,surprise
one of my coworkers at costco made a whole presentation of ways to donate to black lives matter causes and ways to be aware of everything and literally showed it to corporate and is prompting the company to donate and be a part of the movement n im so fucking hype,joy,surprise
Here’s a message to all you Black lives Matter fake supporters on this fine Sunday am... I go to your page anddddd #BlackLivesMattters #BlackTransLivesMatter Good Morning,joy,surprise
"I choose to listen, understand, educate myself, learn to be better, & always love first because #BlackLivesMatter ",joy,surprise
"This is the biggest intersection in my hometown of Hereford, MD Never in my wildest dreams could I have imagined this kind of protest action occurring on these sidewalks in support of #BlackLivesMatter I’m proud, I’m grateful, and I’m hopeful. #BLMinHZ",joy,surprise
Beautiful #BlackLivesMatter ,joy,
Joined the peaceful protest in our great city. Extremely moving and awesome to see such a great turnout. #nojusticenopeace #blacklivesmatter @Downtown St. Louis https://www.instagram.com/p/CBJonHVhKtmEjx6OxJ2e4tMfRfWExXl-My2fbU0/?igshid=2005c7i0bres,joy,surprise
Brooklyn. Grand Army Plaza. Protest for families. #BlackLivesMatter #blm,joy,surprise
I just had an off camera candid conversation w/ NBA legend & #GeorgeFloyd “twin” Stephen Jackson. I’ll provide commentary on this conversation live tomorrow morning on FB &amp; YouTube (Good Trouble Equity Talks) What an emotional day! #GeorgeFloyd #blackliveshavealwaysmattered,joy,surprise
But that’s not at all what “Black Lives Matter” says? It’s not “Black Lives Matter More” after all. It’s the opposite. It’s that Black lives have always mattered less in the United States going back to the beginning. It’s time for REAL equality and justice. That’s the point.,joy,surprise
"After 7 years, I finally came out to my parents and holy shit am I relieved. Happy motherfuckin’ pride y’all, fuck tha police, and Black Lives Matter.",joy,surprise
"I am so incredibly proud and thankful for the turnout today!!!!! Thank you all for showing up and proving every racist person in this town wrong!!! WE ARE THE CHANGE, WE WILL MAKE OUR VOICES HEARD, AND WE WILL NOT STOP UNTIL WE ARE SATISFIED #BlackLivesMatter ",joy,surprise
"Black Lives Matter is short for ""Black Lives Matter Too""",joy,surprise
If black lives matter heart this!!! ,joy,surprise
Proud to have marched with my Austin community yesterday because #blacklivesmatter – at Texas Capitol Grounds,joy,surprise
"My handsome BLACK king, our beautiful BLACK daughter and his handsome BLACK son. #BlackLivesMatter ",joy,surprise
"I love this. @HakimsArtNStuff constructs a gorgeous stadium mural and then supporters paint something that is naturally supportive of that message, a tifo-like mural they would proudly display in the stadium scene @HakimsArtNStuff created. #Crew96 #BlackLivesMatter ",joy,surprise
"I fully support the Black Lives Matter movement. But truly, the first few times I saw BLM I thought “wow, people really care about the mustangs now!” ",joy,surprise
"I fully supported #BlackLivesMatter the first go round. I knew then like I do now, I have it good &amp; my brothers of color deserve it exactly the same 11/11",joy,surprise
My job is delaying our store opening for 9 minutes today in honor of George Floyd! I love that,joy,surprise
Tim is fantastic and this is great. But the fact that a journalist saying “black lives matter” is considered brave? That’s because white supremacy is literally baked into American journalism. ,joy,surprise
Elissa it is extremely disappointing to see what should be a simple answer paired with this attack. Right now the city’s focus is on #BlackLivesMatter and #defundMPD. This is a straightforward question and I hope when the time comes to vote we can count on you.,joy,surprise
"I had a tweet about Black Lives Matter hit 69,420 likes on 6/9. What a time to be alive. ",joy,surprise
Tomorrow my sons will read essays they wrote on Equality at the Youth March for Justice at Centennial Park. I could not be more proud. #BlackLivesMatter,joy,surprise
"I consider the Black Lives Matter movement to be my problem, even though I am not Black. I hope anti-semitism can be considered a problem for non-Jewish people too. ",joy,surprise
Never in my life did I think I'd fight w a friend over politics. Black Lives Matter. I'm so upset right now.,joy,surprise
"and when George Floyd's daughter graduates college, she won't have a dad to watch her walk that stage, due to police brutality and the broken racist place we live in today. you really should not have tweeted this. you and your daughter are alive, thats a blessing in itself.",joy,surprise
"Really? We lived in Oakland right next to Frank Ogawa park during Occupy and Black Lives Matter. Sometimes, you just have to go to the grocery store.",joy,surprise
seeing over 200 people gather in front of the oxford city hall today to protest the murders of George Floyd and countless others made me proud of my city. glad to be by your side today @jmmooreiv,joy,surprise
Funny... The people jumping on cop cars all apear to be young white males. But sure... Black Lives Matter is the problem...,joy,surprise
black lives matter. #JusticeForGeorgeFlyod,joy,surprise
I wish I could untangle the web of words in my mind and heart about the state of our world and society. I am so sorry. #BlackLivesMatter #JusticeForGeorgeFloyd,joy,surprise
"Yeah, George Floyd’s finding it kind of hard to drive these days too.",joy,surprise
"To all my black friends and others out supporting them, please be safe. #blacklivesmatter #blm",joy,surprise
"Shoutout to my @AlstonRidgeMS parents! I shared some articles with students &amp; parents around the deaths of #BreonnaTaylor #AhmaudArbery #GeorgeFloyd for an open discussion on Tuesday with my kiddos. The ‘thank you’ emails, the requests for more resources &amp; support gives me hope.",joy,surprise
"As MLK directed, striving for a deeper understanding of our racist culture and its impact must never end, but really it’s time to take action. Demonstrate yes! For me I will act by using my position, my voice, my money and my vote to push for change. #BlackLivesMatter",joy,surprise
"What started as a memorial for George Floyd escalated (by the police) into a full riot.Tear gas was pumped into medic stations, people were charged into oncoming traffic,&amp; children were maced. Des Moines is not a safe place for black people and the police proved that this weekend",joy,anger
Sending money to some Black activists this morning because #BlackLivesMatter Drop your (or someone you know &amp; want to thank) Venmo below ,joy,surprise
"Change starts with choice, choose to love one another! #LoveOverHate #UnitedNotDivided #prayingforchange #BlackLivesMatter",joy,surprise
"I’d love to sit here & say I back the blue, but my brothers & sisters are scared to call the only ones there to keep them safe.. BLACK LIVES MATTER. This protest is 60+ years old, &amp; I’m disgusted that we can’t come together simply bc color. I don’t want to raise my kids this way.",joy,surprise
"I’ve been wanting to post something that represents how I feel about the state of the world, but I haven’t been able to choose the right words. Saw this on @Mariska IG and thought it was near perfect. #GeorgeFloyd ",joy,surprise
I vow to be better. To learn and educate myself. To act. #BLACK_LIVES_MATTER ,joy,surprise
"Words are not enough right now. Lives are constantly taken because of systemic racism. I want to talk about racism and not get defensive, I want to listen, see, & be an agent of change. It’s internal work- eyes to see my whiteness is privilege. Lord help us! #BlackLivesMatter",joy,surprise
I got up to volunteer and clean up downtown this morning. Wrote a lil something about it if you care to read. Stay safe. Stay strong. I’ll keep doing it for you. #denver #sayhisname #blacklivesmatter #georgefloyd,joy,surprise
"I chanted “NO JUSTICE, NO PEACE!” a thousand times yesterday and I’ll spend the rest of my life figuring out how to live this out. I hope you’ll join me. #NoJusticeNoPeace #BlackLivesMatter #ICantBreathe #GeorgeFloyd",joy,surprise
Last night someone asked why city hall was on fire. I said “because black lives matter and black people live in this city” and they said “not that many though” I just-,joy,surprise
Stop. I think you mean well but stop. It goes without saying that all life matters. But not the time to say what you said. Black lives matter ,joy,surprise
"Yesterday was beautiful; my healing happened in the miles and hours we marched. I remember stopping by the Monona Terrace during the 2014 protests, it hurts the we are still here. However, there’s always movement forward. #BlackLivesMatter ",joy,surprise
"Respectfully, if George Floyd was a member of your family or looked like you, I guarantee you would feel differently.",joy,surprise
"I am refraining from being on the ground this week so I won’t be able to provide updates, but if I hear about a public planned action I’ll try to share for my local followers. #BlackLivesMatter",joy,anger
"nothing better than a new July-June calendar to map out the rest of my life (aka #STEP2CK, #ERAS2021, getting married) PS - peep the public service announcement: Black Lives Matter. #MedStudentTwitter",joy,surprise
"Since I projected my views on Covid-19, Black Lives matter, and supporting sexual assault victims I lost about 25 followers. And in returned gained about 15 and I’d take that 15 good moraled people over those 25 any day. Keep my TL full of activism and love! ",joy,surprise
Proudly wearing my “Black Lives Matter” shirt in the airport,joy,surprise
"Regardless of what happened with the noose, there are 3 wins from this. 1. The racists can’t bring their flag to races anymore. 2. There is a BLACK LIVES MATTER car running on the circuit. 3. Black folks who didn’t know Bubba existed know now, and stand with him.",joy,surprise
how can you say all lives matter... but still be racist against black people... that's the whole point. all lives can't matter until black lives matter. BLACK LIVES ARE INCLUDED IN ALL LIVES,joy,surprise
suuuuper excited to help paint Black Lives Matter on MLK Blvd Friday,joy,surprise
Kind woman selling Black Lives Matter hats in a neighborhood Facebook group: My desire for a bit of comedic relief through the comments: ,joy,surprise
Tonight I walked up to a table and started to get their drink order but this kid around 8 years old interrupted me and said “BLACK LIVES MATTER!!”.. so I gave him a fist bump and called him king for the rest of their meal.,joy,surprise
"honestly, fucking HATE those posts that are like “to my all lives matter friends” and then lists some childish analogies to “convince” people why black lives matter... firstly, if you say ALM u ain’t my fucking friend and second, why do grown ass adults need help to feel empathy?",joy,surprise
"Lmao “if it would help me, I would stand with black lives matter” nobody wants you standing near BLM or the black community. Lol and its not about helping you in the slightest ",joy,surprise
Painting “Black Lives Matter” outside Trump Tower is just about a white guy trying to troll a more powerful white guy?? It has absolutely nothing to do with black people or the demands of the movement. It achieves nothing. What a fucking stupid waste of space our mayor is.,joy,surprise
What kind of pressure are you referring to? Please do not make what he's doing about football. He has a right to speak out for Justice. He's not your Boy...only here for your football pleasure. Check Yourself! #BlackLivesMatter #BLMprotest #BLM,joy,surprise
"Fellow white people, if want to be anti-racist you must... 1) Listen to Black people; 2) Believe Black people; 3) Amplify Black voices; 4) Shed your ego (it’s not about you); 5) Confront racism every time; And 6) Don’t expect praise for doing the right thing. #BlackLivesMatter",joy,surprise
Queer Liberation March for Black Lives Matter #Pride #Justice #Equality #Disney : @MichaelHullNYC,joy,surprise
"Broke quarantine twice this weekend- Saturday to see my kids walk the stage and Friday to paint #BlackLivesMatters. Super proud (but not surprised) to see many colleagues supporting the cause including 2 fellow science teachers! Also, I’m preggo so back to quarantining. ",joy,surprise
"probably quitting my job next month. boss told one of our black employees to get his, “Black Lives Matter ass in the back.” to do dishes like 3 weeks ago and i’m just now getting told.",joy,surprise
I know it ain’t about this but my Dad said ‘Black Lives Matter’ to me on the phone tonight in a way that made clear that he understood it &amp; meant it &amp; it made me feel hopeful.,joy,surprise
my 11 year old former students in spain are speaking up in support of black lives matter i am so so proud of those kids &amp; miss them so much,joy,surprise
Apparently not all black lives matter to CHAZ.,joy,surprise
1. Black Lives matter 2. Wear a mask,joy,surprise
"An unexpected bump in followers when I work up this AM—maybe an intro? I think this is my third time doing this—fair warning: I’m awkward. Hello. In case there’s any confusion, this account is unequivocally for #BlackLivesMatter, for black trans lives, for QPOC. Also, Jesus.",joy,surprise
Sudbury is not a super diverse town but the amount of black lives matter supporters that live there really surprised me. I saw so many houses that have #blm signs in their yards and saw a ton of people protesting a few minutes ago in their town square.,joy,surprise
"Awesome visit Friday with the man who paints the letter B in #BlackLivesMatter Bubz has taught me about life for 13yrs, after reaching out on the Legal Graffiti Art Youtube channel asking for an opportunity. BTW, if you are in Oakville, Ritorno is an awesome restaurant! ",joy,surprise
"I love this country... but WE are NOT free YET! #BlackLivesMatter #BLM #Juneteeth is my #4thofJuly @Atlanta, Georgia https://www.instagram.com/p/CCPLRPMA5K_/?igshid=35a12tv1vdrx",joy,surprise
"i worked all day today and i saw more customers wearing black lives matter t-shirts than i did red, white, and blue. and almost all of my coworkers showed up dressed in black. i love this song!!!!",joy,surprise
Then it'll be a beautiful bullet dent artwork that says Black Lives Matter,joy,surprise
"So I’m in Target chasing Royce down an aisle, as usual. As Royce streaks by I hear a mom say, “Oh she’s so pretty” & her son said “Black Lives Matter.” I smiled &amp; said, “Thank you.” Wow, the conversations at home are lit. Yep, today was a good day. #awareness #anyoneseenRoyce?",joy,surprise
I choose love. #BlackLivesMatter ,joy,
"I finally made it down to #BlackLivesMatter Plaza with my niece who shares my name. It meant allot to walk on this street with her that represents the fight for black people, peaceful protest, and strategic agitation. #KC_SaidIt #tlchat – at Black Lives Matter Plaza",joy,surprise
Me: are you ok with me installing a flag pole on the porch so I can hang my Pride flag? Landlord: of course! Me: are you ok with me putting a #BlackLivesMatter sign out front? LL: of course! Run it by the new neighbors (I live in a duplex) though. New Neighbors: oh heck yes!,joy,surprise
"Just saw a guy post a twenty paragraph rant on Facebook about how he thinks George Floyd is still alive, and this is all a Soros hoax to take power away from Trump. For the love of god, what is wrong with these people. How can you be so stupid and so awful at the same time?",joy,surprise
Attending a peaceful protest today for George Floyd in my city #Halifax I will be wearing a mask and making sure to social distance to the best of my ability. Get involved. Don’t stay silent. #BlackLivesMatter,joy,surprise
Watching my friends list slowly deplete on Facebook after I basically said racists suck is actually quite enjoyable. #BlackLivesMatter,joy,surprise
"I haven’t been in the streets, but I am in solidarity. At home, I am having the hard, necessary conversations with people in my life, and I will continue to have them for as long as it takes. #BlackLivesMatter #Yourfightismyfight",joy,surprise
