Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,tweet_text
"Sweet merciful crap that was some bad singing at the #MLBAllStarGame tonight. Anthem and God Bless, both. #wrongnotes #outoftune ",1,0,1,0,0,0,0,0,0,0,0,"Sweet merciful crap that was some bad singing at the M L B All Star Game tonight. Anthem and God Bless, both. wrongnotes outoftune "
@thefinalwoman Yes! Mermaids and Scarecrows in short supply in #horror genre.,0,0,0,1,0,0,0,0,0,0,0, Yes! Mermaids and Scarecrows in short supply in horror genre.
We probably wouldn't #worry about what people think of us if we could know how seldom they do.,0,0,0,0,0,0,1,0,0,0,0,We probably wouldn't worry about what people think of us if we could know how seldom they do.
@GvanOnselen @BDliveSA You mean the President Protector? The rabid revolution sleeper agent gone rogue?,1,0,1,0,0,0,0,0,0,0,0,  You mean the President Protector? The rabid revolution sleeper agent gone rogue?
@Jamiebower first second on #WillTNT is music to my ears 😭❤️ #shaking #missedyou,0,0,0,0,0,1,0,0,1,0,0, first second on Will T N T is music to my ears  loudly_crying_face  red_heart ️ shaking missedyou
@tenderlove listened to your CUSEC 2015 talk again for inspiration in writing my own conference talk #tornado of #laughs,0,0,0,0,1,1,1,0,0,0,0, listened to your CUSEC 2015 talk again for inspiration in writing my own conference talk tornado of laughs
"@LuckyStarLights I skip anything below 718 score tbh. Finding other fully SI horse teams is fun though, I added a few through arena. 🤣",0,1,0,0,1,1,0,0,0,0,0," I skip anything below 718 score tbh. Finding other fully SI horse teams is fun though, I added a few through arena.  rolling_on_the_floor_laughing "
see me #smiling at my #past like what was I thinking? \nFind #rest oh my #soul d #seas ń #storms still know HIS name. \n#JESUS\n#iLoveJesus,0,0,0,0,1,1,0,0,0,0,0,see me smiling at my past like what was I thinking? \nFind rest oh my soul d seas ń storms still know HIS name. \nJ E S U S\ni Love Jesus
i cant do this all alone 😟,0,0,1,1,0,0,0,1,1,0,0,i cant do this all alone  worried_face 
this year keeps getting more depressing and disappointing,0,0,1,0,0,0,0,1,1,0,0,this year keeps getting more depressing and disappointing
"@ZacZ @oOsnapDC Yah last 4 years have been #sad , I will take any sort #happiness :/ @ZacZ",0,0,0,0,1,0,1,0,1,0,0,"  Yah last 4 years have been sad , I will take any sort happiness :/ "
"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @i_nivethathomas",0,0,0,0,1,1,0,0,0,0,0,"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her bliss Ninnu Kori  "
I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed,0,0,0,0,0,0,0,1,1,0,0,I need to get out of this little funk so I can write!! writing funk writerslife depressed
The #buthisemails meme is hilarity.,0,0,0,0,1,0,1,0,0,0,0,The buthisemails meme is hilarity.
"'You dare threaten me, Thor, with so puny a weapon?'",1,0,1,0,0,0,0,0,0,0,0,"'You dare threaten me, Thor, with so puny a weapon?'"
"'If Zero's flower is such a vector for God's wrath then I'm the raven who gardens and culls those weeds. Or, I EAT FLOWERS FOR ALL MEALS~!!'",0,0,1,0,1,0,1,0,0,0,0,"'If zero is flower is such a vector for god is wrath then i am the raven who gardens and culls those weeds. Or, I EAT FLOWERS FOR ALL MEALS~!!'"
@BollyBigBolt #cheerful That pink makes the other colours pop! x,0,0,0,0,1,0,1,0,0,0,0, cheerful That pink makes the other colours pop! x
"Remember, miracles do happen! Like the time Catherine of Aragon died after completely not being poisoned. Wow! #inspiring #MondayMotivation",0,1,0,0,1,0,1,0,0,0,0,"Remember, miracles do happen! Like the time Catherine of Aragon died after completely not being poisoned. Wow! inspiring Monday Motivation"
@catherinebenham DO THE THING enrage all the people who cannot Do The Thing,0,0,0,0,0,0,1,0,0,0,0, DO THE THING enrage all the people who cannot Do The Thing
"#expecting &amp; #Accepting are two sides of #Life.Where Expecting ends in #tears ,while Accepting makes you #cheer\n#LifeLessons #thoughts",0,1,0,0,1,0,1,0,0,0,1,"expecting &amp; Accepting are two sides of Life. Where Expecting ends in tears ,while Accepting makes you Life Lessons thoughts"
DC Young fly is hilarious man.,0,0,0,0,1,1,1,0,0,0,0,DC Young fly is hilarious man.
"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",0,1,0,0,1,0,1,0,0,0,0," I actually really like hearing your thoughts either way, don't hesitate to share :)"
"@rosesagarhardie @JuliaHB1 The sovereign grant pays for the royal family, comes from the 100% tax she pays from the crown estate ",0,1,0,0,0,0,0,0,0,0,0,"  The sovereign grant pays for the royal family, comes from the 100% tax she pays from the crown estate "
@LoveIsland That rap reminds me of when the kids were small and they would prepare a performance #cute #crap 😂,0,0,0,0,1,1,0,0,0,0,0, That rap reminds me of when the kids were small and they would prepare a performance cute crap  face_with_tears_of_joy 
I thought he cried over some of his relative death or something but when i know the truth . I just wanna burst out 😂,0,0,0,0,1,0,0,0,0,0,0,I thought he cried over some of his relative death or something but when i know the truth . I just wanna burst out  face_with_tears_of_joy 
@William79825670 @Bienvenuebrexit @UnityRefEire I better bring in the washing then...enjoy yere caveman celebration's laughing 😆 stock 👍,0,0,0,0,1,1,1,0,0,0,0,   I better bring in the washing then...enjoy yere caveman celebration is laughing  grinning_squinting_face  stock  thumbs_up 
I hope you smiling and just laughing your soul out @lebeomak . I love you so much.. My Person\n                 😘😘😘😘\n                    😘😘😘😘,0,0,0,0,1,1,0,0,0,0,0,I hope you smiling and just laughing your soul out  . I love you so much.. My Person\n                  face_blowing_a_kiss  face_blowing_a_kiss  face_blowing_a_kiss  face_blowing_a_kiss \n                     face_blowing_a_kiss  face_blowing_a_kiss  face_blowing_a_kiss  face_blowing_a_kiss 
The lecturer tonight had such a muppet frown it was great.,0,0,0,0,1,0,0,0,0,0,0,The lecturer tonight had such a muppet frown it was great.
I have to bury another person this year at the same cemetery my father and nephew are buried in. #great,1,0,0,0,0,0,0,1,1,0,0,I have to bury another person this year at the same cemetery my father and nephew are buried in. great
@n_umira omg why ☹,0,0,0,0,0,0,0,0,1,1,0, omg why  frowning_face 
"@ReidGenar @tedcruz So much crow eating to come, crows may become an endangered species. #revenge",1,0,1,0,0,0,0,0,0,0,0,"  So much crow eating to come, crows may become an endangered species. revenge"
@stevenwardill @AnnastaciaMP Have you ever been to one of these things where someone wasn't unhappy?,0,0,0,0,0,0,0,0,1,0,0,  Have you ever been to one of these things where someone wasn't unhappy?
"As horrid as it will be to see him move on, let's not rewrite history, he's been our best servant under Hughes, none have out shone him",0,0,0,1,0,0,1,0,0,0,0,"As horrid as it will be to see him move on, let is not rewrite history, he is been our best servant under Hughes, none have out shone him"
@16_vica #strange but #amazing but I #love your #pictures 😍,0,0,0,0,1,1,0,0,0,0,0, strange but amazing but I love your pictures  smiling_face_with_heart_eyes 
"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 😂🤗",0,0,0,0,1,1,1,0,0,0,0,"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. laughter goofiness silly  face_with_tears_of_joy  hugging_face "
"Wow, only 9 out of 60 pages left in my first full art book :O #amazing",0,0,0,0,1,0,0,0,0,1,0,"Wow, only 9 out of 60 pages left in my first full art book :O amazing"
"Im not naive not to notice the way you looked at me, your seductions and discreet moves but you scare me honey to tell you quite frankly.",1,0,1,1,0,0,0,1,0,1,0,"Im not naive not to notice the way you looked at me, your seductions and discreet moves but you scare me honey to tell you quite frankly."
@therealjackster @F1 Yip. Coz he's a miserable huffy get 😊,1,0,1,0,0,0,0,0,0,0,0,  Yip. Coz he is a miserable huffy get  smiling_face_with_smiling_eyes 
Don't let anyone steal your joy! #rejoice #victory #overcomer,0,0,0,0,1,0,1,0,0,0,0,Don't let anyone steal your joy! rejoice victory overcomer
@Alternate_F4cts That actually was a solid insult.,1,0,1,0,0,0,0,0,0,0,0, That actually was a solid insult.
There is no melancholy in fools - that's why they make us laugh.  #aphorism #melancholy,0,0,0,0,1,0,1,0,0,0,0,There is no melancholy in fools - that is why they make us laugh.  aphorism melancholy
@realDonaldTrump @DonaldJTrumpJr Trump is now fuming.  He feels the whole game may now be blown because of Jr's stupidity.,1,0,1,0,0,0,0,0,0,0,0,  Trump is now fuming.  He feels the whole game may now be blown because of jr is stupidity.
@Jo_Caulfield Great GIF! #joyful,0,0,0,0,1,1,1,0,0,0,1, Great GIF! joyful
"No one wants the chubby, scarred toy. #hurting",0,0,1,0,0,0,0,1,1,0,0,"No one wants the chubby, scarred toy. hurting"
Happy birthday to one of the many founders of this fabulous company #blessed #TuesdayMotivation #begreat,0,0,0,0,1,1,1,0,0,0,0,Happy birthday to one of the many founders of this fabulous company blessed Tuesday Motivation begreat
@DeeDlams @RanjeniM This meme is #offline #countryduty soldiers engage not insult or belittle,0,1,1,0,0,0,1,0,1,0,0,  This meme is offline countryduty soldiers engage not insult or belittle
'The greatest #mistake we make is living in constant #fear that we will make one!' #LiveYourLife #WorkLifeBalance #Career,0,0,0,1,1,0,1,0,0,0,1,'The greatest mistake we make is living in constant fear that we will make one!' Live Your Life Work Life Balance Career
@ChristineRomans @JohnBerman guest so affable and knowledgeable #brilliant @CNN,0,0,0,0,1,0,1,0,0,0,0,  guest so affable and knowledgeable brilliant 
"-whatever life gives you even if it hurts, just be strong and act the way you always do because strong walls shake but never collapse",0,0,0,0,1,0,1,0,0,0,0,"-whatever life gives you even if it hurts, just be strong and act the way you always do because strong walls shake but never collapse"
@MJ_Boh_ this is a fucking dreadful opinion,1,0,1,0,0,0,0,0,0,0,0, this is a fucking dreadful opinion
@TeenMomOG2 @Javimarroquin9 @KailLowry He is so cute! Your #minime for sure! #blessing,0,0,0,0,1,1,1,0,0,0,0,   He is so cute! Your minime for sure! blessing
When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @Tereza_Gray #FriendsForever #laugh #summer,0,0,0,0,1,1,0,0,0,0,0,When you are with your friend and you are still laughing  face_with_tears_of_joy  raising_hands  light_skin_tone  TOP_arrow  two_hearts   Friends Forever laugh summer
"@AnthonyCumiaxyz @jim_jiblets Billy Joel is in huge danger, he's so brave #inspiring",0,1,0,1,1,0,0,0,0,0,1,"  Billy Joel is in huge danger, he is so brave inspiring"
@christinequinty I just knew. #delightful #Eclipse,0,0,0,0,1,1,1,0,0,0,0, I just knew. delightful Eclipse
'Little bit leave it' the best bit of love island so far 😂🌴 #loveisland #hilarious #No1,0,0,0,0,1,0,1,0,0,0,0,'Little bit leave it' the best bit of love island so far  face_with_tears_of_joy  palm_tree  loveisland hilarious No1
Idiot ni yen 😂 sorry but no one asked for a kill joy,1,0,1,0,1,0,0,0,0,0,0,Idiot ni yen  face_with_tears_of_joy  sorry but no one asked for a kill joy
"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",0,1,0,0,1,1,1,0,0,0,0,"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes."
@Jon_Digital Sounds grim 😩,1,0,0,1,0,0,0,0,1,0,0, Sounds grim  weary_face 
"@SaidTheSky @DasEnergiFest @mitchell_thayne Bro, you should be #smiling you're bring all of us smiles. Share the experience #together",0,0,0,0,1,0,1,0,0,0,0,"   Bro, you should be smiling you are bring all of us smiles. Share the experience together"
"Mothafuckas wanna adopt the dark, but I was born in it",1,0,1,0,0,0,0,1,0,0,0,"Mothafuckas wanna adopt the dark, but I was born in it"
"9. So to summarize... Aman, Norwood and Mitchell clearly lead the field in resources, though Mitchell's burn rate is alarming.",1,0,1,0,0,0,0,0,0,0,0,"9. So to summarize... Aman, Norwood and Mitchell clearly lead the field in resources, though mitchell is burn rate is alarming."
"8PM tonight on 90.7 WSDL...a set of moody, late night songs on the show. #mope along with @theshowaboutdpr !",0,0,0,0,1,0,0,0,1,0,0,"8PM tonight on 90.7 WSDL...a set of moody, late night songs on the show. mope along with  !"
beautiful day Lord has made let us rejoice &amp; be glad in it &amp; rejoice Hillary NOT president! God bless POTUS &amp; United States of America🇺🇸👍,0,0,0,0,1,0,1,0,0,0,0,beautiful day Lord has made let us rejoice &amp; be glad in it &amp; rejoice Hillary NOT president! God bless POTUS &amp; United States of America United_States  thumbs_up 
"@tompeck AntiLol: for fast, effective relief from mirth.",0,0,0,0,1,0,1,0,0,0,0," AntiLol: for fast, effective relief from mirth."
"@friskyako Sub, dub isnt awful but it just isnt justifiable enough to watch it over subbedd",0,0,1,0,0,0,0,0,0,0,0," Sub, dub isnt awful but it just isnt justifiable enough to watch it over subbedd"
#stressed #anxious #nervous #angry then #drinking #smoking #excessiveexorcise #bingeeating #writing #purging #cutting #yoga\n#endthestigma,1,0,1,1,0,0,0,0,1,0,0,stressed anxious nervous angry then drinking smoking excessiveexorcise bingeeating writing purging cutting yoga\nendthestigma
I'm still bitter about the fact that I didn't get the Php 10/liter promo.,1,0,1,0,0,0,0,0,0,0,0,i am still bitter about the fact that I didn't get the Php 10/liter promo.
@RandyRainbow Brilliant &amp; clever as always. #delight,0,0,0,0,1,1,0,0,0,0,0, Brilliant &amp; clever as always. delight
@PierreAtlas Let's see how many Republicans do more than feign outrage.,1,0,0,0,0,0,0,0,0,0,0, let is see how many Republicans do more than feign outrage.
"@propulse @UCI_cycling That and arse on the top tube descending, a fugly affront to cycling",1,0,1,0,0,0,0,1,1,0,0,"  That and arse on the top tube descending, a fugly affront to cycling"
Of course Molina #bitter,1,0,1,0,0,0,0,0,1,0,0,Of course Molina bitter
Who's horny? Snapchat me jchrisco19 #horny #nudes #trade #dm #snap #girls #fun #bored #like #follo4follo #follow #RETWEEET #likeforfolow,0,0,0,0,1,0,1,0,0,0,0,who is horny? Snapchat me jchrisco19 horny nudes trade dm snap girls fun bored like follo4follo follow RETWEEET likeforfolow
Happy Birthday beautiful 💞🌼🌻 @xan_radebe,0,0,0,0,1,1,1,0,0,0,0,Happy Birthday beautiful  revolving_hearts  blossom  sunflower  
When you get paid and you instantly start buying crap online that you don't need..,0,1,1,0,0,0,0,0,1,0,0,When you get paid and you instantly start buying crap online that you don't need..
"“We just have to hold on a bit longer, then we can sink this monster into the ocean.” #foodparty",1,0,0,0,1,0,0,0,0,0,0,"""We just have to hold on a bit longer, then we can sink this monster into the ocean."" foodparty"
"It is better not to avoid events or persons who annoy you, who give rise to anger, if your anger is not too strong.",1,0,0,0,0,0,1,0,0,0,0,"It is better not to avoid events or persons who annoy you, who give rise to anger, if your anger is not too strong."
Its nice to stay in a small city from time to time  #starrynight,0,0,0,0,1,0,1,0,0,0,0,Its nice to stay in a small city from time to time  starrynight
Nice to be able to turn the alarm clock off until next Tuesday morning. #awesome,0,0,0,0,1,0,1,0,0,0,0,Nice to be able to turn the alarm clock off until next Tuesday morning. awesome
♪ Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... ♪,0,0,0,1,1,0,0,0,0,0,0,♪ Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... ♪
"#MTPDaily, @DonnyDeutsch that look you've been giving the camera, so, umm, #angry? #frightened? #terrified? #IFeelYourPain #NotmyPresident",1,0,1,1,0,0,0,0,0,0,0,"M T P Daily,  that look you have been giving the camera, so, umm, angry? frightened? terrified? I Feel Your Pain Notmy President"
"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer #bliss",0,0,0,0,1,1,1,0,0,0,0,"there is no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer bliss"
Shitty is the worst feeling ever #depressed #anxiety,0,0,0,1,0,0,0,0,1,0,0,Shitty is the worst feeling ever depressed anxiety
A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,0,0,0,0,1,1,1,0,0,0,0,A joyless faith is not one for which Jesus died. thegospel joy Jesus happiness
It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,0,1,0,0,1,0,1,0,0,0,0,It takes less muscles to laugh than to frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to lead effectively! leadership
@Lxthal_ got a drive and got fouled and sunk one of the free throws,1,0,1,0,0,0,0,1,1,0,0, got a drive and got fouled and sunk one of the free throws
@ajcrompton1 Humanist &amp; sailor!? 😂😂😂😂😂😂😂😂  You forgot to add big time loser! #arsehole 🇬🇧,1,0,1,0,0,0,0,0,0,0,0, Humanist &amp; sailor!?  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy   You forgot to add big time loser! arsehole  United_Kingdom 
Another big game day for @FootballSask at the Canada Cup. Next up Ontario. Go get them boys! We'll be cheering you on #306Football #Sask,0,0,0,0,1,1,1,0,0,0,0,Another big game day for  at the Canada Cup. Next up Ontario. Go get them boys! we will be cheering you on 306Football Sask
@bravoallstarz looks like it's going to be an amazing season #cheer,0,0,0,0,1,0,1,0,0,0,0, looks like it is going to be an amazing season cheer
@TrinityTheTuck Who do y'all never come to Boston? Or just Massachusetts in general? #bitter,1,0,1,0,0,0,0,0,1,0,0, Who do y'all never come to Boston? Or just Massachusetts in general? bitter
@rajnathsingh Looking at your smiling face can give any person an adrenaline rush at this moment. Please for your allah's sake do your duty.,1,0,1,0,1,0,0,0,0,0,0, Looking at your smiling face can give any person an adrenaline rush at this moment. Please for your allah is sake do your duty.
@bigjordan924 Wow you don't read mine? #offended,1,0,1,0,0,0,0,0,0,0,0, Wow you don't read mine? offended
Doors and windows closed but still it's hard to breath. #Vesuvio #Onfire #air #napoli #loveofmylife  #burning,1,0,0,0,0,0,0,0,1,0,0,Doors and windows closed but still it is hard to breath. Vesuvio Onfire air napoli loveofmylife  burning
@NEXXhelmets @REVIT thank you guys! It is a #pleasure and an #honor to work with you on the @_Tea2wine_ expedition 💯%‼️👊 🏍️🌍,0,0,0,0,1,0,1,0,0,0,0,  thank you guys! It is a pleasure and an honor to work with you on the  expedition  hundred_points % double_exclamation_mark ️ oncoming_fist   motorcycle ️ globe_showing_Europe_Africa 
Taking my first #CreativeWriting class this semester. Never before has my grade been based on writing short stories ,0,1,0,0,1,0,1,0,0,0,0,Taking my first Creative Writing class this semester. Never before has my grade been based on writing short stories 
@MutRut17 mine says the same thing. No way my offense isnt a 99 lol..wtf,1,0,1,0,0,0,0,0,0,0,0, mine says the same thing. No way my offense isnt a 99 lol..wtf
Every time they have a different chef on #BelowDeck it just makes us miss chef Ben more. Esp this current one on #belowdeckmed ,1,0,1,0,0,0,0,0,1,0,0,Every time they have a different chef on Below Deck it just makes us miss chef Ben more. Esp this current one on belowdeckmed 
The only thing more shocking than the truth are the lies people tell to cover it up.,1,0,1,0,0,0,0,0,1,1,0,The only thing more shocking than the truth are the lies people tell to cover it up.
I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm,0,0,0,0,1,1,0,0,0,0,0,I love watching the bats in the evenings over the vegetable garden. bliss happy urbanfarm
Bout to start the scariest video of my life😱👎 #SoNotReady ,0,0,0,1,0,0,0,1,0,0,0,Bout to start the scariest video of my life face_screaming_in_fear  thumbs_down  So Not Ready 
if anyone has any tips to help me worry less then hmu,0,1,0,1,0,0,0,1,0,0,0,if anyone has any tips to help me worry less then hmu
School duties. 😧 good night ppl,0,0,0,0,0,0,0,1,1,0,0,School duties.  anguished_face  good night ppl
I'm too scare to start a conversation,0,0,0,1,0,0,0,1,0,0,0,i am too scare to start a conversation
The #cap and the #sunglasses don't help at all. I'm  #alive,0,0,0,0,1,0,1,0,1,0,0,The cap and the sunglasses don't help at all. i am  alive
"'If you find your delight in the Lord, he will grant your heart's desire' (Ps 37:4) #tuesday #psalms",0,0,0,0,1,0,1,0,0,0,0,"'If you find your delight in the Lord, he will grant your heart is desire' (Ps 37:4) tuesday psalms"
Rise and shine #alarm #autotweet,0,0,0,0,1,0,1,0,0,0,0,Rise and shine alarm autotweet
@savoy__truffle @stellacreasy That's horrid. So sorry that happened. But glad your MP is so engaged.,0,0,1,1,1,0,0,0,1,0,0,  that is horrid. So sorry that happened. But glad your MP is so engaged.
I have so many things to look forward to ☺️ #positive  #lifeisgood,0,1,0,0,1,0,1,0,0,0,0,I have so many things to look forward to  smiling_face ️ positive  lifeisgood
Things that irritate me #987\n\nThe ticking sound of my watch \n\n....,1,0,1,0,0,0,0,0,1,0,0,Things that irritate me 987\n\nThe ticking sound of my watch \n\n....
@realDonaldTrump 5000 likes. There are 300 million people in the U.S. Ha. You are Real popular 😅,0,0,0,0,1,0,0,1,0,0,0, 5000 likes. There are 300 million people in the U.S. Ha. You are Real popular  grinning_face_with_sweat 
@ellagallagher Thing is tho my pout was actually serious,0,1,0,0,0,0,1,0,0,0,0, Thing is tho my pout was actually serious
#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,0,0,0,0,1,0,1,0,0,0,1,Past success or failure is no indicator of future performance DON'T be afraid to take a risk.
@AirCanada lol the clapper is upside frown,1,0,1,0,1,0,0,0,0,0,0, lol the clapper is upside frown
"@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful ",0,0,0,0,1,1,1,0,0,0,1," What a wonderful experience in Trim. What a star  white_medium_star ️Joileta is.  She made my shopping a wonderful experience, helpful "
A man who loves God will visit him.  It is important to go to Church.  #news,0,0,0,0,1,0,1,0,0,0,0,A man who loves God will visit him.  It is important to go to Church.  news
facts about all the horrific ways i could kill them if i were in fact those animals.,1,0,1,0,0,0,0,0,0,0,0,facts about all the horrific ways i could kill them if i were in fact those animals.
oh no now that i'm back home i actually have to figure out what i'm gonna do with my life #brilliant 😟,0,0,0,1,1,0,1,1,1,0,0,oh no now that i am back home i actually have to figure out what i am gonna do with my life brilliant  worried_face 
"Listen, I love my mutuals so much they're such beautiful people inside and out. I'm so happy to have you in my life. I love you so much",0,0,0,0,1,1,1,0,0,0,0,"Listen, I love my mutuals so much they are such beautiful people inside and out. i am so happy to have you in my life. I love you so much"
A little positivity for a dreary Tuesday.  From my little jar of positivity now available in my #Etsy store #selfhelp #HandmadeHour #anxiety,0,0,0,1,0,0,1,0,0,0,0,A little positivity for a dreary Tuesday.  From my little jar of positivity now available in my Etsy store selfhelp Handmade Hour anxiety
"““In your anger do not sin”: Do not let the sun go down while you are still angry,”\nEphesians 4:26. #blessed #faith #christ #peace",1,1,0,0,0,0,1,0,0,0,0,"""""In your anger do not sin"": Do not let the sun go down while you are still angry,""\nEphesians 4:26. blessed faith christ peace"
Words can't explain how thankful I am that I woke up today! It's all I need to know how blessed I truly am! #iGotAnotherDayToCreateLife 😍,0,0,0,0,1,1,1,0,0,0,0,Words can't explain how thankful I am that I woke up today! it is all I need to know how blessed I truly am! Got Another Day To Create Life  smiling_face_with_heart_eyes 
Today is already off to a great start..... 🙄 ,0,0,0,0,1,0,1,1,1,0,0,Today is already off to a great start.....  face_with_rolling_eyes  
#attacked in the #pool or #lake #swimming? Put your hands around their neck and push em down. #yoursizedoesntmatter bc #water is #buoyant,0,0,1,1,0,0,0,0,0,0,0,attacked in the pool or lake swimming? Put your hands around their neck and push em down. yoursizedoesntmatter bc water is buoyant
"Man, don't believe the hype, this #DJKhaled comp is garbage. #sad #terrible #trumpofhiphop",0,0,0,0,0,0,0,1,1,0,0,"Man, don't believe the hype, this D J Khaled comp is garbage. sad terrible trumpofhiphop"
@TheKylieJxoxo @mr_luvver A few not many #giggles,0,0,0,0,1,0,0,0,0,1,0,  A few not many giggles
OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,0,0,0,0,0,0,0,0,1,0,0,OMG my darling best friend is hubbie died today whilst on holiday abroad. shocked tears grief sosad
@BBCJamesCook You couldn't make this stuff up because would be deemed far too fanciful.... #alarming,0,0,1,1,0,0,0,0,0,1,0, You couldn't make this stuff up because would be deemed far too fanciful.... alarming
Well that was lovely.   Checked church Facebook page and I've been given a five star review for Sats wedding. #bashful ,0,0,0,0,1,1,1,0,0,0,0,Well that was lovely.   Checked church Facebook page and i have been given a five star review for Sats wedding. bashful 
#Kenya numerous children civilians police killed in recent terror attacks barely a word from government 1 minister dies non stop coverage,1,0,0,1,0,0,0,0,1,0,0,Kenya numerous children civilians police killed in recent terror attacks barely a word from government 1 minister dies non stop coverage
@nkrrao karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason @kalps1616,1,0,1,0,0,0,0,0,0,0,0, karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason 
"@AdamBaldwin He left a long time ago. In fact, the Repubican party left the Repubican party a long time ago. #shocking #nonotreally",0,0,1,0,0,0,0,1,0,1,0," He left a long time ago. In fact, the Repubican party left the Repubican party a long time ago. shocking nonotreally"
better care about yourself than about others because others wont care about you #lonely #sad #depressed,0,0,0,0,0,0,0,1,1,0,0,better care about yourself than about others because others wont care about you lonely sad depressed
Beautiful morning at the beach on Anna Maria Island with my wife. #vacation #blessed #happy,0,0,0,0,1,1,0,0,0,0,0,Beautiful morning at the beach on Anna Maria Island with my wife. vacation blessed happy
"finnish 'table manners', to the extent they exist, seem to include only self sufficiency and not getting in people's way so it's hilarious",0,0,0,0,1,0,1,0,0,0,0,"finnish 'table manners', to the extent they exist, seem to include only self sufficiency and not getting in people is way so it is hilarious"
@K_I_Am2U Oh God no. Trash TV should never be dull.,1,1,1,0,0,0,0,1,1,0,0, Oh God no. Trash TV should never be dull.
I have the urge to hang Lilina upside down by her leg over a dark pit for killing Celica and 'Marth'\n\n#cherrychats #dark,1,0,1,0,0,0,0,0,1,0,0,I have the urge to hang Lilina upside down by her leg over a dark pit for killing Celica and 'Marth'\n\ncherrychats dark
"love getting 5 hours of sleep, and then getting woken up to HORRID allergies. Oh good morning, world. #allergy #wonderful",1,0,1,0,0,0,0,1,0,0,0,"love getting 5 hours of sleep, and then getting woken up to HORRID allergies. Oh good morning, world. allergy wonderful"
Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,0,0,0,0,1,1,0,0,0,0,1,Best evening adult drink w/chocolate satisfaction is  DARK hot chocolate + chili powder + cinnamon + whiskey delicious  hot_beverage ️
what will we do when #GoTS7 is over? im starting acknowledging  #endoftheworld #GameOfThrones #dontleaveusjustyet,0,0,0,0,0,0,0,0,1,0,0,what will we do when Go T S7 is over? im starting acknowledging  endoftheworld Game Of Thrones dontleaveusjustyet
'How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all.,1,0,1,0,0,0,0,0,0,0,0,'How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all.
"I've never seen something so revolting, yet so irresistible as Wendy's Queso. I must have it",0,1,0,0,1,0,1,0,0,0,1,"i have never seen something so revolting, yet so irresistible as wendy is Queso. I must have it"
@DPD_UK apparently u left a calling card... @ which address cos it certainly wasn't the address u were supposed to be delivering 2!!! #awful,1,0,1,0,0,0,0,0,0,0,0, apparently u left a calling card... @ which address cos it certainly wasn't the address u were supposed to be delivering 2!!! awful
When you get a 3/3 in origin tipping ,0,0,0,0,1,0,1,0,0,0,0,When you get a 3/3 in origin tipping 
My head is been hurting so much and I lost my appetite,1,0,0,0,0,0,0,1,1,0,0,My head is been hurting so much and I lost my appetite
Just fell down a @BuzzFeed food quiz hole 😬so now I want all the British food even though it told me I was from London! #outrage,1,0,1,0,0,0,0,0,1,0,0,Just fell down a  food quiz hole  grimacing_face so now I want all the British food even though it told me I was from London! outrage
nothing better than going on holiday when the weathers grim at home,0,0,0,0,1,0,1,0,0,0,0,nothing better than going on holiday when the weathers grim at home
Some people are so irrational! #irritated 😒,1,0,1,0,0,0,0,0,0,0,0,Some people are so irrational! irritated  unamused_face 
