ori_sentiment,tweet_text
happy,beautiful
happy,ok. Thank you
happy,"Slightly more pertinently, his work is great. Ligon: Encounters and Collisions opens next week"
nocode,Biggest number of Jackson pollock is black pourings in the UK: Northern Soul talks to Tate Liverpool
nocode,"Defining beauty: the body in ancient Greek art at in London, Greater London w/"
nocode,. #AskTheGallery perhaps the questions may be better answered here? information +44 020 7747 2885
nocode,Tickets now on sale for #DefiningBeauty
nocode,Greek Beauty #lastdays Defining beauty – the body in ancient Greek art My take:
happy,hi! Interesting stuff so far... i am sat with and Susie from :
not-relevant,i am afraid quite a lot is lost in translation here. See Mario praz is explanation
happy,The excellent Teaching History with 100 objects by LOVE the poster sent to schools #CCConf2015
happy,they look stunning. Wish I had 'smellyvision' #britishgarden #rose #flowers #summer
nocode,"Not pejoratively: Josiah Tucker 1766, shopkeeping nation; Adam Smith Wealth of Nations 1776, nation of shopkeepers"
sad,The last #selfie with :
not-relevant,Фантастика !!!
happy,"Early exhibition! at in London, Greater London"
nocode,'Elements of Nature' with Constable Cotman Palmer Whistler Sargent Cézanne
nocode,Join &amp; for a #WildAboutPlymouth Big Bug Hunt on 11th July #Plymouth
nocode,James Richards composes a sonic score for a Francis Bacon painting part of VAC Collection displays
happy,Really interesting. Must visit. Thanks.
sad,After 29 yrs #Cézanne #painting to leave UK unless funds raised via
happy,This looks great; wish I could be there!
nocode,gary is Southwest Daily is out! Stories via
happy,Fabulous feature on in a definite must read folks if you are planning a visit
nocode,Jun 2015: has British Museum covered under the MUSEUM tab #London #Museum
happy,#DefiningBeauty stunning celebration of the body in Ancient Greek #art. 5🌟- ends 2/7. 3min video👇
happy,thanks for the tour! Just amazing! 💜 from Madrid
nocode,#FF
happy,A pleasure to meet you all last week!
nocode,"Don't forget, tonight is the FREE curators talk at Breadalbane Community Campus. 7.30pm start!"
nocode,Ancient beauty and modern lives via
not-relevant,A #Zurbarán le ha pasado ahora lo que a #Rembrandt hace 20 años en la desatribuciones a montones
nocode,Sutton Hoo Ship burial
nocode,Queen charlotte is glance draws our eyes to the view of Eton College as seen from Windsor Castle
happy,see you all there! :-
happy,Excellnt exhibition BENEDICT RUBBRA Eye to Image until 2 Aug 2015 #art #Africa #nature #Devon #observation
happy,Lovely blog from about our first ever Volunteer Awards scheme well done everyone &amp; thanks for sharing!
angry,""" #BobandRoberta I am angry more artists that have a profile r not speaking up! #foundationcourses."
happy,it is all happening today Pop in to see some wonderful #art #liverbuilding
happy,Great idea &amp; great pics love this use of Instagram #InstaMuseum
nocode,Hey! Check out the national singing competition Open Mic UK! Open to all types of acts and all ages!
nocode,"Book for Making &amp; Promoting British Art Tues 23 June, 1.10pm, £2"
happy,excited to see the start of the redevelopment #HLFsupported Visit now &amp; return in 2 year to be wowed!!
nocode,My darkroom after Christopher Williams.
happy,Great to learn more from Informatics Lab people today: and Richard Hogben at
nocode,"Answering that all-important EU question today about productivity of Greek workers: ""what is a Grecian urn?"""
nocode,"😊 at in London, Greater London"
nocode,Been to Treasured Possessions yet?
nocode,not to brag but...
nocode,Take a tour of The British Museum and practice your #Arabic. here is the link. #talkarabic #learnarabic
nocode,"#NG365 Jan steen is ""The Effects of Intemperance"" c.1664 #art #twitart"
nocode,Etruscan mirror-case with a representation of Odysseus &amp; Penelope—via archives
happy,"it is sunny, I was just given an cupcake, and i am planning on going to the later #lifeisgood #fridayfeeling"
happy,It was a good selection of sculptures. I was familiar with many of them from AS level and my BA.
nocode,Watch the grand opening of 'The Edge' #arts #dance #per…
not-relevant,
nocode,"Defining Beauty at in London, Greater London w/"
not-relevant,i am not sure but it is look like a granada pomergranate
nocode,Members'Day #JacksonPollock
happy,And to top the visit off... Boilers on the rooftop! Well played X
nocode,"will do, will probably be midweek though x"
happy,my fav
nocode,Work starts on Tate St Ives phase two
not-relevant,Nominate your favourite #Devon business women for a Venus Award now
nocode,A curiously enticing painting. #art
disgust|angry,I think that an exhibition with ridiculing cartoons of Napoleon are not a proper way to commemorate a tragic war #Waterloo200
not-relevant,Link por es el tuit más popular en mis 'news feed' de hoy
happy,set up information stall at Ancient World Discovery Day! Come over for some fun and have a chat with us : #deaf
nocode,At Piero della Francesca conference starting with new info on great Baptism of Christ
nocode,"no clutter, shops, glass or other Fosterisms"
nocode,what is going on in this picture?
happy,That Rembrandt selfportrait is one of my favourite pictures. I visit it yearly around my birthday; it is taught me so much.
nocode,🍤
nocode,'what is Art?' #thecoloursofkennyroach #edfringe2015
not-relevant,"thank you for the follow, following you back #DefeatingDepression"
happy,"Full on day, first up Pollock then invigilating &amp; now Antony Gormley Amazing!"
nocode,How to take part in a Greco-Roman Sculpture themed flashmob near
happy,"Off to the press preview of the new Pollock, Ligon and Bratescu shows this morning. A rather good line-up. Articles to come."
nocode,canaletto!
happy,Oo! Fairies!
nocode,...and today is the LAST CHANCE to see before it closes for redevelopment
nocode,"Gold pendant from the Aigina treasure, Minoan, about 1850-1550 BC"
nocode,why were not Russians present in Waterloo?
nocode,{ } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics
nocode,"Illustration to ptolemy is, 'Geographia Universalis', Basel: Petri, 1545"
nocode,Escape the crowds in Trafalgar Square this weekend and enjoy afternoon tea #weekend
nocode,Book for Field visit programme &amp;
happy,Thank you for fascinating talk on art and #synaesthesia
happy,that is fighting talk that is! but since you are so lovely i will let it pass :
happy,Dancing thro pictures! Flickbook session was excellent! time to animate the creativity!! #castlehill15
nocode,"Book for Making &amp; Promoting British Art Tues 23 June, 1.10pm, £2"
nocode,Reading on Roman marriage. Here pic of Roman marriage ceremony from god Hymenaeus &amp; torch are missing
happy,"You, of all museums, should join in on the wonderful #artbystanders hashtag... :"
happy,off for a quick dip into the before board meet Corin and a new kids commission! Love those so much.
nocode,The illusive saint like leader does not exist in human history nor a nation which shines above all others!
nocode,i would love to do a story for email us 3dprintdotcom
nocode,
nocode,the one standing up is the Heel Stone is not it?
nocode,"""Another Moment Waiting To Happen"" selected for Evolver Prize Exhibition 4…"
nocode,#Verrocchio Ary #Scheffer #Magritte
nocode,Do you yourself paint/draw/sculpt? Anything you can share for us?
happy,300 miles to see art? In this case it might be worth it.
nocode,"Corot, al que sin duda anticipó Goya"
nocode,I wonder why?
nocode,""" 2 Crabs, Jan 1889. Oil on canvas, 47 x 61 cm. Private collection, on loan to"
not-relevant,"The 2rd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland"
happy,That prehistoric bone flute you had in your paleolithic exhibition a while back was my favorite.
nocode,"i am at in London, Greater London"
nocode,. Coupe avec des créatures de la mer 1426-1435 Dynastie Ming Xuande
happy,"Loved #ancientlives exhibition Brilliant use of technology, amazing display, fascinating &amp; insightful. So cool #8mummies"
nocode,I just told &amp; to #DropBP Sponsorship. Join me:
happy,Absolutely fascinated by #8mummies yesterday .... &amp; quite taken by the shop too :
nocode,"""we have pulled out all the stops"" curator Jane Munro on watercolours"
happy,great pic. What a day. Cheers :-
nocode,{ } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics
nocode,"More remarkable for abdicating voluntarily,"
happy,Thanks &amp; for showing me what you are working on. See you again at in July!
happy,Great to be with on his terrific radio show chatting about #Cambridge
nocode,Review of #IndigenousAustralia #anthropology
nocode,2013 I was there the day before Summer Solstice #anglesey They were also making new visitors' center
nocode,Boom Boom
nocode,"Waterloo; Wellington in foreground, holding a telescope and reins #Waterloo200"
not-relevant,"in their minds, probably yes. If you are protecting it though, then you return it as soon as situation changes"
happy,Well worth a visit #IndigenousAustralia On until 2 Aug 2015.
happy,Look forward to visiting the exhibition.
nocode,golden draperies on the walls
nocode,My mind on a canvas #seewhatididthere #London
happy,My review of the fab at in under my nom de plume Birdsong ahoy! #stornoway
nocode,Mr Thomas learnt lots today during his visit #BarbaraHepworth
nocode,""" James VI Scotland and I England. His portrait is in this jewel What is the meaning of ""R""?"
happy,Also on display on our bedroom ceiling!
happy,Always love the mosaic floors #London. Simple ideas like #curiosity #open mind &amp; rest &amp; be thankful
nocode,#Repost with repostapp. ・・・ Today marks the 200th anniversary of the Battle of…
nocode,. graduate role in development team for any new grads interested in fundraising
happy,"love the Rubens drawings, seeing his hand at work. Btw high temp 64 here today! #craycray"
nocode,"'Dizzy' reflected in Winifred nicholson is Cyclamen &amp; Primula, in the Lower Extension"
nocode,'Founder' of the Sir Hans Sloane 1650 1753
nocode,whoops sorry IN whitechapel but at the Brady Art Centre!
nocode,Jackson pollock is black pourings: Northern Soul talks to #Liverpool #JacksonPollock #Pollock #art
happy,BritishMuseum: RT A very intresting insight into ancient Egypt exhibition Ancient Li…
happy,Looking forward to seeing our creative project with today
nocode,: us on Facebook Page &amp; Group:HERITAGE/MUSEUM CLUBS MOVEMENT OF SOUTH AFRICA
happy,I saw something this week on Australian TV on the British Museum ..it did look fantastic !
nocode,"Boy and girl, nobility and nubility – all are collapsed together in the 'Sleeping Hermaprodite'"
not-relevant,new volunteering opportunities at working on collections or front-of-house
happy,love that description of #Pollock
happy,This cheeky beauty is a popular exhibit at One of many representations of the love goddess they have.
happy,"Just me, and at the event at the amazing Alex Colville exhibit"
nocode,i would like to know
nocode,We interrupt our summer editing hiatus for a progress update: catch Sarah this Sat anoon Gallery
nocode,If only the Thames was as swimmer-friendly! Hiding from the heat #London #summer
nocode,"Angel""how you feeling after the weekend ? "" Saint ""ruff, I would not go in there just yet "" Angel ""bless you child"""
happy,"Morning peeps, beautiful morning in Cranleigh, looking forward to a shindig later☺️"
nocode,"In 'The painter is Father', Cézanne is father is shown immersed in his newspaper. You can v... via"
nocode,I do not think the model is Saskia.
nocode,Remember being there with mr and Julia in the Mezozoic era? That manuscript exhibit?
happy,"Visited today and the whole house was fantastic, especially the exhibition. Lovely, welcoming staff too."
happy,"it is #ilovemuseums day! V lucky to have so many brilliant museums nearby to entertain children, visitors&amp; me"
happy,"Yes looking forward to. Last Pollock show I saw was during 2012 in Tokyo. Saw the amazing ""Mural on Indian Red Ground""."
nocode,At work in #Exeter today
nocode,Today millionth visitor received a 3D printed copy of an ancient Peruvian pot and behind-the-scenes tour
happy,#FF TGIF!
nocode,Discover The Arts with Social Media: NOHO Featured Artists Blandine Bardeau and Hermoine Carline 🎨
nocode,"Who is Jackson #Pollock? Kids introduction to the jazzy, action painting man &gt;&gt;"
nocode,¡COMPARTIENDO EL ARTE está disponible! Gracias a
nocode,A symposium of radical film from contemporary Greece Sat 4 July
surprise,and is that a neck collar? The neck is so slender.
nocode,#CanAltay #JeremiahDay #ThessalonikiBiennale
happy,Fab!
happy,is not that a rest museum I hav been going since I was small mummy are the best
happy,New #blog on our favourite #portraits to see in #London
happy,tnx for #ff; honoured to be in yr company
happy,What better way to spend the day in #London ?
nocode,"on INSTA. Born #onthisday in 1566: King James, the first Stuart king of England and also James VI of…"
happy,Looking forward to Egyptian touring exhibition Writing for Eternity museum opening tonight
nocode,carravaggio
happy,Really enjoyed the new watercolour exhibition at the Turners are particularly impressive
nocode,"Art on loan: Pollock works, overhauled by conservators, travelling to Will they be overhauled again?"
happy,"I arrived from Canada a day before my field school to ""acclimatize"" but really for this. Good timing!"
happy,: the place to be!
nocode,More buzz for RT Soundscapes: Paintings | Exhibitions and displays | National Gallery...
happy,Sounds great paula-I have been to the Hepworth Museum in Wakefield-really good indeed
nocode,"Weapons of resistance: Jandamarra, a hero of the Bunuba people via"
nocode,You should interview #dyspraxic penguins display now
nocode,2ndJuly-18th October-photographic exhibition that illustrates the life of actress #Audrey #Hepburn
nocode,"Fancy a day out? have an Enid Blyton exhibit open today, about her childhood, career and characters!"
nocode,we are looking forward to going to London tomorrow with our friends at How are you spending your weekend? 🐸
nocode,get a magnifying glass no delve deep
happy,What can the Old Masters teach us about death? Fascinating event at July:
nocode,{ } #Australia #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics
nocode,What areas do you think the National Gallery should focus on collecting next? #askthenationalgallery
nocode,"i am at in London, Greater London"
nocode,"Brass astrolabe, made by Muhd Mokîm, India, Neshki script, 1659/60"
happy,Defining Beauty is well worth a visit...especially if one enjoys drawing in the dark
happy,&amp; what a TREASURE! &gt;&gt;&gt;*&lt;&lt;&lt;
angry,I urge art lovers to boycott until rep Candy is reinstalled. Human rights more important than pictures
happy,#roman glass in the enlightenment gallery Beautiful.
nocode,: Galeri Seni Kontemporer di Moskow :
sad|angry,What about the horrors of colonialism? Very much glossed over.
nocode,"I agree with you, by the way."
nocode,{ } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics
nocode,A greave?
nocode,"i am at in London, Greater London"
angry,Seriously ? Napoleon and Hitler ? it is just stupid.
nocode,"This hunting calendar looks like something out of #Grimm, engraved with the names of different Wesen."
nocode,#Marr on #StartTheWeek should ask HRothschild when she will negotiate a settlement to dispute &amp; remove privatisation threat
happy,he must be an ancestor haha
happy,Congrats to for winning the cover prize. Delighted my piece is in the exhibition
not-relevant,Sheffield Student Offers &gt;
happy,our secret is a brisk walk in our gardens and lots of tea #birthday
nocode,you need to visit &amp; see 'Fallen Emperor: Napoleon in Plymouth Sound 1815'
nocode,"Absolutely, we have some of them, like the uniform which he wore at Marengo"
nocode,
happy,One of the best exhibitions around. X-Rays of the ancients #8mummies plus Greek art #DefiningBeauty
happy,"cheers for Twitter stuff, should be able to make PV for next month- i have got cover!"
nocode,hi- are your evening lectures recorded? Somebody at the Greek/ Enlightenment one tonight mentioned podcasts...
nocode,Not many people seem to know about double issue. Here are both covers:
happy,Very excited for Nicholas Thomas : A critique of the natural artefact: rethinking re-contextualisation #objects2015
nocode,'Still Life' #ContemporaryBritishArtist #ModernistPainter
not-relevant,"The second GENOCIDE agvainst#Biafrans as promised by#Buhari has begun,3 days of unreported aerial Bombardment in#Biafraland"
nocode,#newexpressions field visit today- still time to book for visits &amp; too
nocode,"i am at in London, Greater London"
nocode,And lack of smell by the look of him
disgust,I 've not found the answer to my question to Sir Nicholas....
nocode,"MT What do paintings sound like? Read about ""Soundscapes"", latest project"
not-relevant,JOB ALERT: is hiring a Curator: South Asia with focus on Indian sculpture. Deadline 14th July 2015
happy,The #Watercolour exhibition opens today we are thrilled to collaborate in #OC2015. More details soon!
not-relevant,The H-Albion Daily is out! Stories via
nocode,#vacancy ALERT: Head of Communications #artsjobs
happy,So glad you followed! Interested in ancient manuscripts and rare books? Check
happy|sad,"Looking forward to seeing #GlennLigon this eve. Still gutted I missed the talk, hoping for a beautiful crowd"
happy,Thanks to John for a brilliant guided tour of Blind Spots #JacksonPollock. you have even helped my husband understand the work.
happy,Wheel-chaired youth I directed to today completely touched my heart love her artwork card :
nocode,"Hey you meant ""no less strange TO PEOPLE OF THAT F-ED UP TIME"", right?"
happy,Can I just barrow this for an evening? So beautiful!
happy,Thx for Fav loved our visit to KY join our 27 June
nocode,"#NG365 Pieter de hooch is ""A Woman and her Maid in a Courtyard"" c.1660 #art"
nocode,#ff
happy,A fine publication 1926 Corpus Vasorum Antiquorum Greek &amp; Roman antiquities
nocode,A meeting today
nocode,"#ff More #Exeter Pound note people: featured on £E10, where you will first see the notes &amp; on our £E20."
nocode,That is correct@ .
nocode,amazing: Mongolians reunited with 1920s pics of relatives. River Stars Reindeer
happy,I love intense attention being paid to the…frames.
happy,"Another stunning location in #Cornwall this time we are in St Ives, home to #lovegreatbritain"
nocode,What lies beneath: drapery and the suggested form via Alluring: how surface is made by internal form
nocode,What picture would you most like to have in the permanent collection #AskTheGallery
not-relevant,Practising Artist required to run workshops Quote required. Deadline: Fri 26 June #artopps
sad,many thanks it is sad but I think the has now hidden away its Enlightment gallery demonic mermaid
happy,we are looking forward to welcoming guest speakers from and #BaroqueSSN
nocode,Oscars almost ready for the freezer needs to be in the deep freeze for a month before joining the tiger!
happy,#indigenousaustralia exhibition was amazing! Well worth a visit.
happy,"Nice! Love that i am ""touring"" the museum with you while I eat lunch here in Canada!"
happy,Fantastic rehang love the purple walls! at #BaroqueSSN study day
happy,always loved this.
nocode,". Hello from next door! Dr Penny, what is your favourite portrait in the national is collection? #AskTheGallery"
nocode,"Yes, from this photo used on the front page of the Daily Sketch,'tho crowds closer."
nocode,False teeth where nick named waterloos as teeth taken from the dead soldiers
nocode,"#tiepolo is inner world: MERCHANTS OF LIGHT, historical novel by Marta Maretich"
happy,"#DefiningBeauty: great exhibition To see the political/economical situation today, and to think of the Greek Empire then..."
happy,Ancient beauty and modern lives via
happy,Good day for new 17th century display #Baroque #BaroqueSSN
happy,"Throughly enjoyed #DefiningBeauty today, and highly recommend everyone to see this superb exhibition before it closes."
happy,We are looking forward to being at on July 23rd for the next #PWA #HR
nocode,The Cantabridgia Daili is out! Stories via
happy,"has a new incredible show James Richards and the V-A-C Collection and Francis Bacon, it is amazing!"
happy,Hope our team had a great time at the #Pollock #pressview today!
nocode,""" Watercolour Elements of Nature opens 🎨☔️⛅️ Is this by Samuel Palmer?"
nocode,British Museum: Bonaparte and the British caricature exhibition
happy,congratulations Helen. Well done.
happy,"hey, how are things? went to the other week. Everytime new things reveal themselves to you in that place!!"
surprise,"Had this in a show I curated Wasn't it painted from a newspaper image, two days after she landed?"
nocode,"Yes, we are often going for banal these days. I do believe craft is making a come back. Stay turned."
disgust|angry,I have feelings when it comes to display of human remains. BM held onto indig remains...
nocode,"i am at in London, Greater London"
nocode,Glenn ligon is ‘Encounters and Collisions' opens tomorrow
happy,The Cambridge Design Daily is out! Stories via
nocode,FYI #ReinstateCandy
nocode,Director of the Sir Frederic Kenyon was artistic advisor to believed in equality for the war dead #WW1
happy,Champagne amid the rooftops #HappyBirthdayToMe #ilovelondon
nocode,. have a #conferencing &amp; #event showcase on Wed 1 July from 6.45pm. RSVP to VenueHire.org
happy,"Got them, thanks!"
nocode,"#CanadaHouse was designed by Sir Robert Smirke, who also built the #ExploreCanadaHouse"
angry,"#AskTheGallery with bodies from Rockerfellers to UK unis divesting from fossil fuel, is backward in supporting oil corps?"
happy,it is !
not-relevant,the original old blue eyes
happy,#NationalKissingDay here is our favourite smooch from the collection
happy,"fantastic, can not wait to see it. The reviews have been great!"
nocode,Maintaining these exhibits in tip-top condition must be a Herculean effort!
nocode,then can it be safely established that such ancient cultures including Indian Vedic knew about planets before GG?
nocode,"If you want the Arts Council to give, give a £1million to chip in by July 2015! Visit #artsfunding"
happy,Cornish Holiday Escapes is out! Stories via
happy,Gorgeous and geeky afternoon at #definingbeauty
happy,Lost at lunch? Don't be. check this out
nocode,Culturally slummin' it at the before the high brow stuff with #RosieAndrewBigWeekend
surprise,he does not look like a man of 30 does he?
happy,"#on this day, Look at that magnificent work"
happy,that is great thank you very much!
happy,"Thanks for your reply, Dr Nicholas Penny. Thank you, !"
nocode,The proves Rudd &amp; gillard is #KillingSeason were predicted in 500 BC
nocode,Looking for something to do in #Exeter ? Try you wont be disappointed! Check out our Portal! #devonhour
happy,Great photo and article about in #Cambridge.
nocode,we have Copenhagon and Marengo #Napoleon &amp; #wellington horses #Waterloo200 by Ward. #Art
nocode,Put your questions to the director! he is online now. Ask him all about putting on blockbuster exhibitions #AskTheGallery
nocode,What are the best first-hand accounts of the battle? What critical things do we know now that we did not then?
happy,"Great exhibition Ancient Lives... A body 5,000 years old in the fetal position However old, we return to the beginning!"
happy,Still dazed from #DefiningBeauty at Stunning.
nocode,Countryballs can soon into
happy,#AskTheGallery I love the little picture by Wilkie that you recently acquired but does not it belong in Tate Britain?
nocode,Discover The Arts with Social Media: Rod McIntosh Co-Founder of NOHO Artists #London #Art #Video
angry,A confident would answer its critics during #AskTheGallery not ignore them. We are visitors and tax payers too.
nocode,Blue &amp; Red
nocode,"of course we mean Thursday evening, not tomorrow!"
nocode,Soundscapes opens 8 July
surprise,. The teeth taken from corpses on the battlefield were used as dentures for the rest the century😁
happy,I thoroughly approve of the cafe is Yorkshire-sized scones. cafe? Might take note.
sad,"at the . the #InventingImpressionism is a strictly No Photo area, so shot the museum shop instead"
happy,"V&amp;A, Lots Road &amp; Claridges. We also love Columbia Road &amp; :"
surprise,Haha There were definitely no giant eagles hanging around when we last visited !
happy,"The Indigenous Australia: Enduring Civilisation exhibition tells an incredible 60,000 year story"
happy,Just had a look at the new Waddesdon Gallery Fascinated by the amazing boxwood microscopic sculptures!
happy,#waddesdon #exhibition beautifully displayed &amp; glittering but boxwood carving &amp; Roman glass are most wonderful #Recommended
nocode,. hosts Athens Now! symposium on radical #film w/ 4 July
nocode,Tower of Babel 1928 * by M. C. Escher / via
happy,"Stunning collection. There was a vase entitled ""Socrates the Voyeur"". I would like to now more about it plus a photo."
nocode,Ancient beauty and modern lives via
nocode,"""They all gazed at him, as if he a statue."" Plato #DefiningBeauty"
nocode,Some dramatic shadows and seagull-bums on glass for shadow-enthusiast
happy,I love that. I used to pop into the British Museum when I could just to see the Sutton Hoo treasure
happy,#Repost with repostapp. ・・・ See this magnificent 19th-century #SudaneseLyre in a new…
nocode,"In this week is #Shipwreckollection, why William Swinchin spent 77 days stranded at sea during WW2:"
happy,Re-Defining our beauty amazing group of creative older people perform tomorrow part of exhibition
nocode,"""Wounded Amazon""drawn on the spot in #DefiningBeauty #thedailysketch"
happy,Fantastic breadth of powerful work in the #Ligon exhibition
not-relevant,"The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland"
happy,Just had a look at the #DefiningBeauty exhibition as well. A great start to the weekend :
nocode,"A must read for those visiting #Britain, our top 10 #cafes featuring"
happy,Jackson Pollock: Blind Spots Mad seeing a £140m work in the flesh-review on soon.
angry,#AsktheGallery Why are you treating your staff so badly?
happy,The view of and #dazzleferry from top is worth the climb though
nocode,you are right as far as I know they rotted in the mouth. Maybe George washington is Horse/donkey ones were better?
happy,#Cornwall #StIves Looking great today in the sun. Enjoyed the and Hepworth Garden. #makeawish
nocode,From 12pm on we preview #CastleHillOpen Day in #Cambridge with
nocode,bbc is Chronicle about Spitalfields exhumations about 2001 showed an example of spring-loaded Waterloo dentures
happy,Today I got to handle a 2500 y.o. Greek artefact at Defining Beauty and see the stunning #SavageBeauty exhibition
happy,yes is true.. a priceless treasure ... and so .. #artTherapy is a good hashtag!!! i will use it!
sad,estimates range from 15000 to 20000 horses killed/severly wounded
nocode,please have a sneak pic &amp; book T Y
happy|surprise,Today on the free tour I learned amongst other things! that cherubim are blue &amp; seraphim are red wow!
nocode,From #Plymouth to the world the voyage of #PlymouthGin from birth to legen. Exhib until 31st Oct
sad,"Well, I hope so but I do not suppose that we will see frames like this very soon..."
happy,have u someone on #periscope showing the world your fabulous collection #VanGogh #Bottecelli #Rembrandt #Leonardo
nocode,Was that not in terms of his own mount in Spain?
happy,i am really enjoying the press view so far. i have never seen a Jackson Pollock up close before.
happy,Birthday boy at #throwback #cambridge #love
not-relevant,"Get your paper proposal in for this year is annual conference on 26 October, deadline noon tomorrow!"
not-relevant,"Head of Development £28-37k, Cambridge #artsjobs"
happy,superb!
nocode,Today we are looking at #Gainsborough. Do you see the outline of a cat in this unfinished ... via
happy,A once in a lifetime collection #Waddesdon
happy,Kilwa Pottery Sherds: one of the best #HistoryOfTheWorldIn100Objects episodes
nocode,The Top 5 Art shows 2C in London
happy,"thank you for the RT, following you back #DefeatingDepression"
happy,"So glad that you enjoyed it, the collection is stunning."
happy,"Go see Defining Beauty at if you can very interesting. Indigenous Australia also one to go see, lots to think about!"
nocode,Do you post information leaflets etc. to schools? i am the librarian/LRC manager of a large school library in North London.
not-relevant,TY Also follow 2017 Abstract Film Program &amp; #FF
happy,"on top form moderator next week, prom then KS3 trip to still so much to do ! #LovingIt x"
nocode,Lots of walking today and rather warm. Could do with a nice sit down. I think that is pharaoh nuff.
nocode,MT Feast Day of #JohntheBaptist. Explore his life through art:
happy,will be closing for refurbishment on Sunday -definitely worth a visit if you are in Cambridge this weekend
not-relevant,Welcome to Twitter conservator extraordinaire
nocode,Today is the first day of #summer. Do any works in our collection remind you of warmer mo... via
not-relevant,"The 2rd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland"
nocode,Lord Lucan?
happy,Wow! I love learning about Ancient Egypt. This is fabulous. Well done Kaylee.
not-relevant,"The 2rd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland"
nocode,Lothar Götz 'Mirror Image' PV 18 June 6–8pm + The London Open 2015 15.07.15 – 06.09.15
happy,"just went to see it, the #christopherwilliams exhibition was excellent!"
nocode,director Neil McGregor gives the queen is Lecture before the #QueeninBerlin #Royals #RoyalVisitGermany
not-relevant,Photo: Because Brexit and may be Grexit  gives back Parthenon statues to Greece. It will put...
happy,#notesonprotesting has closed. Thank you
nocode,"we brought back some stories and photos of Escher from Andalusia, see"
happy,Wondrous manuscripts and books of the past. Paper is an amazing inspiration of tremendous delight #RT
happy,We were kind of close.... ;
nocode,{ } #museum #London #ttot #lp #vacation #trip #photography #photo
happy,A wonderful exhibition of Enid blyton is work is on at until Aug 29th #DevonDays
nocode,"Celestial globe, stand &amp; ring, Timurid Dyn. 1430/1, Iran Brass w/ inlaid silver points. Kufic script."
nocode,Sunday is the last time you can visit before they close to do exciting development work. If you have not seen #NewRhythms go now!
nocode,who is in the History Painting? A-Z 4 HannahHöch 1889–1978 L-R 1 Tnght pic
happy,we have a lovely mention in today is
nocode,Are the Rothschild bronzes by #Michelangelo? is holding a conference to find out
nocode,Monet .. was influenced by Boudin. The woman on the right may in fact be boudin is wife.
happy,"...its wonderful is not it! 😊 Proof that sometimes before myth &amp; legend, there was indeed history &amp; fact 😉"
nocode,Can you identify the objects representing the transience of life in 'The Four Ages of Man... via
not-relevant,"The second GENOCIDE against #Biafrans as promised by #Buhari has begun,3 days of unreported aerial Bombardment in #Biafrala"
happy,"Stimulating day at #culturegeek , now hotfooting it back to Cambridge in time for Torres Strait dancers"
nocode,"The #musestra art of the bronze age,the ancient Cyprus and roman money in the the next 30 tuesday"
nocode,Apple Watch MT Egyptians put amulets on mummies to harness supernatural powers
nocode,Last week: #ChristopherWilliams until 21 Jun. Watch curator is intro here
happy,great subject matter ..composition and rendering So Nice!
nocode,NEW » Portrait Of An American Dream: Jackson Pollock and Glenn Ligon Revealed
nocode,Conversation Station talking about #defeatingdepression
happy,End of another great weekend! on Sat then with today. Back to HQ gladiator arena tomorrow.
nocode,An afternoon of history
happy,Saw the new Jackson Pollock exhibition at today. Really absorbing. You should all go.
not-relevant,thanks for the Favourite!
nocode,... Why was Ney the only one of napoleon is top generals executed by France after Waterloo ?
nocode,"TATE: ""Every good painter paints what he is."" Jackson #Pollock coming soon"
angry,lets find out Freedom Of Info act? Its our money!
nocode,A very #French wall
nocode,"Hi Kelly, this painting is called 'Cognoscenti in a Room hung with Pictur... via"
happy,beautiful
nocode,"i am at in London, Greater London"
nocode,Back at w fellow #futurecurator alum Wil to learn more about anatomies.... #museums
sad,This w/e saw the closing of for building work; here is a film I made there in memory of Michael Harrison:
happy,Last RTs some excellent #AskTheGallery questions. I look forward to the answers tomorrow
happy,I am in love with the #Waterloo200
nocode,Planning ahead for school summer holidays Pick up your #SatM2015 guide from today
nocode,A few minutes off from trading at Room 45
happy,Loving the Castle Hill Open Day Map &amp; Schedule. A great day out this Saturday
not-relevant,applications are nearly closing get in touch now!! E: claire.gellard Filming 13th -17th July pls RT!
nocode,do you have any more details?
nocode,"Degas, Rodin + more: discovering art history through life drawing with"
nocode,our Barbara Hepworth cushion 1933 reserve collection #barbarahepworth #kettlesyard #Cambridge
happy,"thank you for the RT, now following you. Really interesting selection of panelists for #DefeatingDepression"
happy,#Parents &amp; #Pastonians enjoyed a guided tour For upcoming #PASS event info:
angry,Agreed Eat my sandwiches daily 4 inspiring surroundings. Inspired rage that day. Whats nxt
nocode,what happended to the contents of bullock is Museum of Napoleonica at the Egyptian Hall in Piccadilly?
