text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
"I do not think I personally should wax poetic on what is going on, but plan to ensure proper tagging occurs when I repost meaningful messages I have found in Instagram while supporting those individuals by elevating their work & their voices. #BlackLivesMatter","['i', 'do', 'not', 'think', 'i', 'personally', 'should', 'wax', 'poetic', 'on', 'what', 'is', 'going', 'on', 'but', 'plan', 'to', 'ensure', 'proper', 'tagging', 'occurs', 'when', 'i', 'repost', 'meaningful', 'messages', 'i', 'have', 'found', 'in', 'instagram', 'while', 'supporting', 'those', 'individuals', 'by', 'elevating', 'their', 'work', '&', 'their', 'voices', 'black', 'lives']","['i', ""do'"", 'not', 'think', ""i'"", 'personally', 'should', 'wax', 'poetic', 'on', 'what', 'be', 'go', 'of', 'and', 'but', 'plan', ""to'"", 'ensure', 'proper', 'tagging', 'occur', 'when', ""i'"", 'repost', 'meaningful', 'message', ""i'"", 'have', 'find', 'in', 'instagram', 'while', 'support', 'those', 'individual', 'by', 'elevate', 'they', 'work', '&', 'they', 'voice', 'black', 'life']",trust,2.0,1.1480000000000001,inspired,31.0,5.591919324231333,1.0,1.0,13.0,1.0,1.0,1.0,joy,13.0
"The CEO of my company, a black woman, just sent out a message about George Floyd. I’m proud. It makes me feel seen in a corporate environment #BlackLivesMatter","['the', 'ceo', 'of', 'my', 'company', 'a', 'black', 'woman', 'just', 'sent', 'out', 'a', 'message', 'about', 'george', 'floyd', 'i', 'am', 'proud', 'it', 'makes', 'me', 'feel', 'seen', 'in', 'a', 'corporate', 'environment', 'black', 'lives', 'matter']","[""the'"", 'ceo', 'of', 'my', 'company', 'a', 'black', 'woman', 'just', 'send', 'out', ""a'"", 'message', 'about', 'george', 'floyd', 'i', 'be', 'proud', 'it', 'make', ""me'"", 'feel', 'see', 'in', ""a'"", 'corporate', 'environment', 'black', 'life', 'matter']",joy,2.0,1.142,inspired,20.0,3.706803244267868,0.0,0.0,15.0,0.0,0.0,0.0,joy,15.0
"#Philly cops pin a black #GeorgeFloyd protestor to the ground with knees in his back and on his neck Saturday nite. When the protestor groans in pain, the cop shouts “shut up you fuckin’ pussy!” #philadelphia… https://www.instagram.com/p/CA2h9GTHYLN/?igshid=1n7ix4fon2uty","['philly', 'cops', 'pin', 'a', 'black', 'george', 'floyd', 'protestor', 'to', 'the', 'ground', 'with', 'knees', 'in', 'his', 'back', 'and', 'on', 'his', 'neck', 'saturday', 'nite', 'when', 'the', 'protestor', 'groans', 'in', 'pain', 'the', 'cop', 'shouts', 'shut', 'up', 'you', 'fuckin', 'pussy', 'philadelphia']","['philly', 'cop', 'pin', 'a', 'black', 'george', 'floyd', 'protestor', ""to'"", ""tha'"", 'ground', 'with', 'knee', 'in', 'he', 'back', 'and', 'on', 'he', 'neck', 'saturday', 'nite', 'when', ""tha'"", 'protestor', 'groan', 'in', 'pain', ""the'"", 'cop', 'shout', 'shut', 'up', 'you', 'fuckin', 'pussy', 'philadelphia']",sadness,3.0,1.5450000000000002,dontcare,24.0,3.7458432647836943,0.0,0.0,9.0,1.0,0.0,1.0,joy,9.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/nzGnQn26 via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Reminds me of 60's riots when burned cities & small business owners never came back. I am torn beyond words to see this again. I get the sentiments of the protesters & remember my sister & I marching. I do not get the looters making George Floyd's life not matter at all.,"['reminds', 'me', 'of', ""60's"", 'riots', 'when', 'burned', 'cities', '&', 'small', 'business', 'owners', 'never', 'came', 'back', 'i', 'am', 'torn', 'beyond', 'words', 'to', 'see', 'this', 'again', 'i', 'get', 'the', 'sentiments', 'of', 'the', 'protesters', '&', 'remember', 'my', 'sister', '&', 'i', 'marching', 'i', 'do', 'not', 'get', 'the', 'looters', 'making', 'george', 'floyd', 'is', 'life', 'not', 'matter', 'at', 'all']","['remind', ""me'"", 'of', '60', ""'s"", 'riot', 'when', 'burn', 'city', '&', 'small', 'business', 'owner', 'never', 'come', 'back', 'i', 'be', 'tear', 'beyond', 'word', ""to'"", 'see', 'this', 'again', ""i'"", 'get', ""the'"", 'sentiment', 'of', ""the'"", 'protester', '&', 'remember', 'my', 'sister', '&', ""i'"", 'marching', ""i'"", 'do', 'not', 'get', ""the'"", 'looter', 'make', 'george', 'floyd', 'be', 'life', 'not', 'matter', 'at', 'all']",anger,3.0,1.674,inspired,37.0,6.231191368917589,0.0,0.0,13.0,5.0,1.0,0.0,joy,13.0
#PigsOnTheRopes #Body #Head #Knockout #BlackLivesMatter,"['pigs', 'on', 'the', 'ropes', 'body', 'head', 'knockout', 'black', 'lives', 'matter']","['pig', 'of', 'and', ""the'"", 'rope', 'body', 'head', 'knockout', 'black', 'life', 'matter']",disgust,1.0,0.539,inspired,11.0,1.9691867030147114,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
@Kazeem @cthagod In the midst of the riots #BlackLivesMatter #ICantBreathe #weareangry #wearetired,"['in', 'the', 'midst', 'of', 'the', 'riots', 'black', 'lives', 'matter', 'i', 'cant', 'breathe', 'weareangry', 'wearetired']","['and', ""the'"", 'midst', 'of', ""the'"", 'riot', 'black', 'life', 'matter', ""i'"", 'cant', 'breathe', 'weareangry', 'wearetire']",anger,2.0,1.612,inspired,9.0,1.6333470252455327,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
WE’RE TIRED #BlackLivesMatter ,"['we', 'are', 'tired', 'black', 'lives', 'matter']","[""we'"", 'be', 'tired', 'black', 'life', 'matter']",trust,1.0,0.47700000000000004,inspired,5.0,1.0716802683166464,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/NRF62CFf via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
"#blacklivesmatter @Overbrook, Philadelphia https://www.instagram.com/p/CA2ipyklUtb/?igshid=152bjopeiopp5","['blacklivesmatter', 'philadelphia']","['blacklivesmatter', 'philadelphia']",,0.0,0.0,dontcare,1.0,0.3512306685494524,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
"I felt sorry for George Floyd, but not anymore, it’s not about George anymore.","['i', 'felt', 'sorry', 'for', 'george', 'floyd', 'but', 'not', 'anymore', 'it', 'is', 'not', 'about', 'george', 'anymore']","['i', 'feel', 'sorry', 'for', 'george', 'floyd', 'but', 'not', 'anymore', 'it', 'be', 'not', 'about', 'george', 'anymore']",,0.0,0.0,dontcare,6.0,1.0756578618164818,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
"For those that do not know what to say, please just stay quiet. If u care about ur “lifestyle” more than our rights and lives, just stay quiet. We will notice and not support but in the end you will have the support of the ppl u really want #BlackLivesMatter #tired","['for', 'those', 'that', 'do', 'not', 'know', 'what', 'to', 'say', 'please', 'just', 'stay', 'quiet', 'if', 'u', 'care', 'about', 'ur', 'lifestyle', 'more', 'than', 'our', 'rights', 'and', 'lives', 'just', 'stay', 'quiet', 'we', 'will', 'notice', 'and', 'not', 'support', 'but', 'in', 'the', 'end', 'you', 'will', 'have', 'the', 'support', 'of', 'the', 'people', 'u', 'really', 'want', 'black', 'lives', 'matter', 'tired']","['for', 'those', 'that', ""do'"", 'not', 'know', 'what', ""to'"", 'say', 'please', 'just', 'stay', 'quiet', 'if', ""u'"", 'care', 'about', ""ur'"", 'lifestyle', 'more', 'than', ""our'"", 'rights', ""and'"", 'life', 'just', 'stay', 'quiet', ""we'"", 'will', 'notice', 'and', 'not', 'support', 'but', 'in', ""the'"", 'end', 'you', 'will', 'have', ""the'"", 'support', 'of', ""the'"", 'people', ""u'"", 'really', 'want', 'black', 'life', 'matter', 'tired']",trust,2.0,0.9380000000000001,inspired,20.0,3.7318962141308103,0.0,0.0,22.0,4.0,1.0,0.0,joy,22.0
"My Small town is planning a peaceful protest today at 1pm on the main drag of town. I’m happy and slightly nervous given all the chaos we have seen in the news about the protests elsewhere. However, I have faith in my community. #BlackLivesMatter #GeorgeFloydProtests #PitmanNJ","['my', 'small', 'town', 'is', 'planning', 'a', 'peaceful', 'protest', 'today', 'at', '1', 'pm', 'on', 'the', 'main', 'drag', 'of', 'town', 'i', 'am', 'happy', 'and', 'slightly', 'nervous', 'given', 'all', 'the', 'chaos', 'we', 'have', 'seen', 'in', 'the', 'news', 'about', 'the', 'protests', 'elsewhere', 'however', 'i', 'have', 'faith', 'in', 'my', 'community', 'black', 'lives', 'matter', 'george', 'floyd', 'protests', 'pitman', 'n', 'j']","['small', 'town', 'be', 'plan', ""a'"", 'peaceful', 'protest', 'today', 'at', '1', 'pm', 'on', ""the'"", 'main', 'drag', 'of', 'tow', 'and', ""i'"", 'am', 'happy', 'and', 'slightly', 'nervous', 'give', 'all', ""the'"", 'chaos', ""we'"", 'have', 'see', 'in', ""the'"", 'news', 'about', ""the'"", 'protest', 'elsewhere', 'however', ""i'"", 'have', 'faith', 'in', 'my', 'community', 'black', 'life', 'matter', 'george', 'floyd', 'protest', 'pitman', 'and', 'j']",anticipation,6.0,3.1100000000000003,inspired,31.0,5.027794050731395,0.0,0.0,15.0,2.0,1.0,1.0,joy,15.0
@CasaFreehold #BlackLivesMatter Fighting racism daily,"['black', 'lives', 'matter', 'fighting', 'racism', 'daily']","['black', 'life', 'matter', 'fighting', 'racism', 'daily']",anger,1.0,0.868,inspired,7.0,1.1885571237899488,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
People responding to the current state of affairs with “all live matter”. Check your privilege at the door and take seat in way back. #BlackLivesMatter #America #educateyourself #YourPrivilegeIsShowing,"['people', 'responding', 'to', 'the', 'current', 'state', 'of', 'affairs', 'with', 'all', 'live', 'matter', 'check', 'your', 'privilege', 'at', 'the', 'door', 'and', 'take', 'seat', 'in', 'way', 'back', 'black', 'lives', 'matter', 'america', 'educateyourself', 'your', 'privilege', 'is', 'showing']","['people', 'respond', ""to'"", ""the'"", 'current', 'state', 'of', 'affair', 'with', 'all', 'live', 'matter', 'check', 'you', 'privilege', 'at', ""the'"", 'door', 'and', 'take', 'seat', 'in', 'way', 'back', 'black', 'life', 'matter', 'america', 'educateyourself', ""your'"", 'privilege', 'be', 'show']",trust,3.0,1.243,inspired,22.0,3.3989488674786466,0.0,0.0,17.0,0.0,0.0,0.0,joy,17.0
Official George Floyd Memorial Fund ,"['official', 'george', 'floyd', 'memorial', 'fund']","[""'official"", 'george', 'floyd', 'memorial', 'fund']",trust,1.0,0.68,annoyed,5.0,0.8893329546237101,0.0,0.0,2.0,0.0,1.0,0.0,joy,2.0
Whoever this dude is needs to shut up forever. I have the same stats and I still get profiled in my “successful” neighborhood with my “amazing” job. Six figures or 0 figures I am still viewed the same and ride for my culture love being African American #BlackLivesMatter ,"['whoever', 'this', 'dude', 'is', 'needs', 'to', 'shut', 'up', 'forever', 'i', 'have', 'the', 'same', 'stats', 'and', 'i', 'still', 'get', 'profiled', 'in', 'my', 'successful', 'neighborhood', 'with', 'my', 'amazing', 'job', 'six', 'figures', 'or', '0', 'figures', 'i', 'am', 'still', 'viewed', 'the', 'same', 'and', 'ride', 'for', 'my', 'culture', 'love', 'being', 'african', 'american', 'black', 'lives', 'matter']","['whoever', 'this', 'dude', 'be', 'need', ""to'"", 'shut', 'up', 'forever', ""i'"", 'have', ""the'"", 'same', 'stat', 'and', 'i', 'still', 'get', 'profil', 'in', 'my', 'successful', 'neighborhood', 'with', 'my', 'amazing', 'job', 'six', 'figure', 'or', '0', 'figure', ""i'"", 'am', 'still', 'view', ""the'"", 'same', 'and', 'ride', 'for', 'my', 'culture', 'love', 'be', 'african', 'american', 'black', 'life', 'matter']",trust,3.0,1.8830000000000002,inspired,29.0,5.312532717191699,0.0,0.0,16.0,2.0,1.0,0.0,joy,16.0
#georgefloyd #BlackLivesMatter,"['georgefloyd', 'black', 'lives', 'matter']","['georgefloyd', 'black', 'life', 'matter']",trust,1.0,0.47700000000000004,inspired,4.0,0.8267681235777357,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
Stop stealing from Gucci Louis V and Apple... that's not a message. Y'all just thieves at this point... stop linking it to Black Lives Matter.,"['stop', 'stealing', 'from', 'gucci', 'louis', 'v', 'and', 'apple', 'that', 'is', 'not', 'a', 'message', ""y'all"", 'just', 'thieves', 'at', 'this', 'point', 'stop', 'linking', 'it', 'to', 'black', 'lives', 'matter']","['stop', 'steal', 'from', 'gucci', 'louis', ""v'"", 'and', 'apple', 'that', 'be', 'not', 'a', 'message', 'all', 'just', 'thief', 'at', 'this', 'point', 'stop', 'linking', 'it', ""to'"", 'black', 'life', 'matter']",fear,3.0,1.5470000000000002,dontcare,15.0,2.3585079481169133,0.0,0.0,9.0,1.0,1.0,0.0,joy,9.0
Here’s a google doc with a bunch of petitions you can sign! #BlacklivesMatter https://docs.google.com/document/u/0/d/1-0KC83vYfVQ-2freQveH43PWxuab2uWDEGolzrNoIks/mobilebasic,"['here', 'is', 'a', 'google', 'doc', 'with', 'a', 'bunch', 'of', 'petitions', 'you', 'can', 'sign', 'blacklives', 'matter']","['here', 'be', ""a'"", 'google', 'doc', 'with', ""a'"", 'bunch', 'of', 'petition', 'you', 'can', 'sign', 'blacklive', 'matter']",trust,1.0,0.47700000000000004,angry,7.0,1.316130497976724,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
I feel this. As a #healthsciences #phdstudent with strong core values rooted in eliminating social injustice and health inequalities...my heart is breaking. #blacklivesmatter #stopkillingblackpeople #WearAMask #StopTheSpread #scienceforgood,"['i', 'feel', 'this', 'as', 'a', 'healthsciences', 'phdstudent', 'with', 'strong', 'core', 'values', 'rooted', 'in', 'eliminating', 'social', 'injustice', 'and', 'health', 'inequalities', 'my', 'heart', 'is', 'breaking', 'blacklivesmatter', 'stopkillingblackpeople', 'wear', 'a', 'mask', 'stop', 'the', 'spread', 'scienceforgood']","['i', 'feel', 'this', 'as', ""a'"", 'healthscience', 'phdstudent', 'with', 'strong', 'core', 'value', 'root', 'in', 'eliminate', 'social', 'injustice', 'and', 'health', 'inequality', 'my', 'heart', 'be', 'breaking', 'blacklivesmatter', 'stopkillingblackpeople', 'wear', 'a', 'mask', 'stop', ""the'"", 'spread', 'scienceforgood']",trust,3.0,1.476,inspired,20.0,3.9693606564447577,1.0,1.0,10.0,1.0,0.0,0.0,joy,10.0
I get why the other fascists want to hang out with Trump but why is any other head of state allowing him to stand next to them or even talk to them? It’s time for the world to call for Trump to step down and declare in no uncertain terms that #BlackLivesMatter. ,"['i', 'get', 'why', 'the', 'other', 'fascists', 'want', 'to', 'hang', 'out', 'with', 'trump', 'but', 'why', 'is', 'any', 'other', 'head', 'of', 'state', 'allowing', 'him', 'to', 'stand', 'next', 'to', 'them', 'or', 'even', 'talk', 'to', 'them', 'it', 'is', 'time', 'for', 'the', 'world', 'to', 'call', 'for', 'trump', 'to', 'step', 'down', 'and', 'declare', 'in', 'no', 'uncertain', 'terms', 'that', 'black', 'lives', 'matter']","['i', 'get', 'why', 'the', 'other', 'fascist', 'want', ""to'"", ""hang'"", 'out', 'with', 'trump', 'but', 'why', 'be', 'any', ""'other"", 'head', 'of', 'state', 'allow', 'he', ""to'"", 'stand', 'next', ""to'"", 'they', 'or', 'even', 'talk', ""to'"", 'they', 'it', 'be', 'time', 'for', ""the'"", 'world', ""to'"", 'call', 'for', 'trump', ""to'"", 'step', 'down', 'and', 'declare', 'in', ""no'"", 'uncertain', 'term', 'that', 'black', 'life', 'matter']",surprise,2.0,1.125,inspired,26.0,4.5104817754656485,0.0,0.0,19.0,0.0,0.0,0.0,joy,19.0
Share this. He was SHOOTING at the protest!!! #BlackLivesMatter #Deplorables #instigators,"['share', 'this', 'he', 'was', 'shooting', 'at', 'the', 'protest', 'black', 'lives', 'matter', 'deplorables', 'instigators']","['share', 'this', 'he', 'be', 'shoot', 'at', ""the'"", 'protest', 'black', 'life', 'matter', 'deplorable', 'instigator']",fear,3.0,2.1550000000000002,amused,11.0,1.957968321136536,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
I’ve been struggling on what to say that is even remotely helpful or supportive. I saw this post and felt it in my heart to share. I hope one day our country will unite as one and not black versus white or left versus right. #ListenDontJudge #Understand #Support #GeorgeFloyd ,"['i', 'have', 'been', 'struggling', 'on', 'what', 'to', 'say', 'that', 'is', 'even', 'remotely', 'helpful', 'or', 'supportive', 'i', 'saw', 'this', 'post', 'and', 'felt', 'it', 'in', 'my', 'heart', 'to', 'share', 'i', 'hope', 'one', 'day', 'our', 'country', 'will', 'unite', 'as', 'one', 'and', 'not', 'black', 'versus', 'white', 'or', 'left', 'versus', 'right', 'listen', 'dont', 'judge', 'understand', 'support', 'george', 'floyd']","[""'i"", 'have', 'be', 'struggle', 'of', 'and', 'what', 'to', 'say', 'that', 'be', 'even', 'remotely', 'helpful', ""or'"", 'supportive', ""i'"", 'see', 'this', 'post', 'and', 'feel', 'it', 'in', 'my', 'heart', ""to'"", 'share', ""i'"", 'hope', 'one', 'day', 'we', 'country', 'will', 'unite', 'as', 'one', 'and', 'not', 'black', 'versus', 'white', 'or', 'leave', 'versus', 'right', 'listen', 'dont', 'judge', 'understand', 'support', 'george', 'floyd']",trust,5.0,2.7899999999999996,inspired,32.0,5.5448046832735605,0.0,0.0,15.0,4.0,1.0,0.0,joy,15.0
Anonymous is gonna expose everyone. I’m here for it. #BlackLivesMatter,"['anonymous', 'is', 'gon', 'na', 'expose', 'everyone', 'i', 'am', 'here', 'for', 'it', 'black', 'lives', 'matter']","['anonymous', 'be', 'go', ""na'"", 'expose', 'everyone', ""i'"", 'be', 'here', 'for', 'it', 'black', 'life', 'matter']",trust,2.0,0.766,inspired,10.0,1.7516496346763284,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
The pics of #WalnutStreet &amp; #CenterCity are disturbing. Do you know what most of the #workers in those stores make per hour? #Phillyprotest #TwoAmericas #BlackLivesMatter,"['the', 'pics', 'of', 'walnut', 'street', '&amp', 'center', 'city', 'are', 'disturbing', 'do', 'you', 'know', 'what', 'most', 'of', 'the', 'workers', 'in', 'those', 'stores', 'make', 'per', 'hour', 'phillyprotest', 'two', 'americas', 'black', 'lives', 'matter']","[""the'"", 'pic', 'of', 'walnut', 'street', '&amp', 'center', 'city', 'be', 'disturbing', ""do'"", 'you', 'know', 'what', 'most', 'of', ""the'"", 'worker', 'in', 'those', 'store', 'make', 'per', ""hour'"", 'phillyprotest', 'two', 'america', 'black', 'life', 'matter']",trust,2.0,1.008,inspired,22.0,3.3271289182632153,0.0,0.0,11.0,0.0,1.0,0.0,joy,11.0
#BlackLivesMatter To oppose the Black Lives Matter movement is to side with and defend racism and to say silent is just the same,"['black', 'lives', 'matter', 'to', 'oppose', 'the', 'black', 'lives', 'matter', 'movement', 'is', 'to', 'side', 'with', 'and', 'defend', 'racism', 'and', 'to', 'say', 'silent', 'is', 'just', 'the', 'same']","['black', 'life', 'matter', ""to'"", 'oppose', ""the'"", 'black', 'life', 'matter', 'movement', 'be', ""to'"", 'side', 'with', 'and', 'defend', 'racism', 'and', ""to'"", 'say', 'silent', 'be', 'just', ""the'"", 'same']",trust,1.0,0.47700000000000004,inspired,11.0,1.9135150331733,0.0,0.0,11.0,0.0,0.0,1.0,joy,11.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/94Nf7CNv via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
"George Floyd's Brother Said Trump ""Didn't Give Me The Opportunity To Speak"" When He Called His Family ","['george', 'floyd', 'is', 'brother', 'said', 'trump', 'did', ""n't"", 'give', 'me', 'the', 'opportunity', 'to', 'speak', 'when', 'he', 'called', 'his', 'family']","['george', 'floyd', 'be', 'brother', 'say', 'trump', 'do', 'not', 'give', 'i', ""the'"", 'opportunity', ""to'"", 'speak', 'when', 'he', 'call', 'he', 'family']",anticipation,1.0,0.648,annoyed,12.0,1.8884425120244548,0.0,0.0,4.0,1.0,1.0,0.0,joy,4.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/zKy9NmLs via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
https://illegalaustralien.tumblr.com/post/619634207615041536/destroyerofprivateschools-politicalsci #disgusting #AbolishPolice #BlackLivesMatter,"['disgusting', 'abolish', 'police', 'black', 'lives', 'matter']","['disgusting', 'abolish', 'police', 'black', 'life', 'matter']",anger,2.0,1.121,inspired,7.0,1.2256459492983596,0.0,0.0,2.0,0.0,0.0,1.0,joy,2.0
"Def still not ok, just glad he’s alive. Those who beat him near to death should face justice just like the cops who killed George Floyd.","['def', 'still', 'not', 'ok', 'just', 'glad', 'he', 'is', 'alive', 'those', 'who', 'beat', 'him', 'near', 'to', 'death', 'should', 'face', 'justice', 'just', 'like', 'the', 'cops', 'who', 'killed', 'george', 'floyd']","['def', 'still', 'not', 'ok', 'just', 'glad', 'he', 'be', 'alive', 'those', ""who'"", 'beat', 'he', 'near', ""to'"", 'death', 'should', 'face', 'justice', 'just', 'like', ""the'"", 'cop', ""who'"", 'kill', 'george', 'floyd']",trust,4.0,2.125,angry,17.0,2.619859504059986,0.0,0.0,4.0,3.0,1.0,1.0,joy,4.0
"I assume these are the same freaking idiots spray painting Veterans Memorials in Pittsburgh as well. These white folks do not care about what happened to George Floyd, they only care about reeking havoc and destroying property for their own agenda. Go the F home!! ","['i', 'assume', 'these', 'are', 'the', 'same', 'freaking', 'idiots', 'spray', 'painting', 'veterans', 'memorials', 'in', 'pittsburgh', 'as', 'well', 'these', 'white', 'folks', 'do', 'not', 'care', 'about', 'what', 'happened', 'to', 'george', 'floyd', 'they', 'only', 'care', 'about', 'reeking', 'havoc', 'and', 'destroying', 'property', 'for', 'their', 'own', 'agenda', 'go', 'the', 'f', 'home']","[""'i"", 'assume', 'these', 'be', ""the'"", 'same', 'freak', 'idiot', 'spray', 'painting', 'veteran', 'memorial', 'in', 'pittsburgh', 'as', 'well', 'these', 'white', 'folk', ""do'"", 'not', 'care', 'about', 'what', 'happen', ""to'"", 'george', 'floyd', 'they', 'only', 'care', 'about', 'reeking', 'havoc', 'and', 'destroy', 'property', 'for', 'they', 'own', 'agenda', 'go', 'the', 'f', 'home']",fear,3.0,2.125,amused,29.0,4.963515154667674,3.0,3.0,10.0,1.0,1.0,0.0,joy,10.0
Mayor Jacob Frey: JUSTICE FOR GEORGE FLOYD - Sign the Petition! http://chng.it/R4nXH9BB via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
...but lets KEEP THIS SAME ENERGY when its time to effect sustainable efforts. In the interim..be safe...and make them hear us. #BlackLivesMatter #blackstateuniversity,"['but', 'lets', 'keep', 'this', 'same', 'energy', 'when', 'it', 's', 'time', 'to', 'effect', 'sustainable', 'efforts', 'in', 'the', 'interim', 'be', 'safe', 'and', 'make', 'them', 'hear', 'us', 'black', 'lives', 'matter', 'blackstateuniversity']","['but', 'let', 'keep', 'this', 'same', 'energy', 'when', 'it', ""'s"", 'time', ""to'"", 'effect', 'sustainable', 'effort', 'in', ""the'"", 'interim', ""be'"", 'safe', 'and', 'make', 'they', 'hear', 'we', 'black', 'life', 'matter', 'blackstateuniversity']",trust,3.0,1.6410000000000002,inspired,18.0,3.353405404617561,0.0,0.0,11.0,0.0,0.0,0.0,joy,11.0
"ACTION STEP: Has your local police station made a statement on what happened to #GeorgeFloyd? If you can’t find one, call them. Ask why they haven’t, if they will, and when. Change needs to happen at the top and bottom at the same time. #GeorgeFloydProtests #rebellion","['action', 'step', 'has', 'your', 'local', 'police', 'station', 'made', 'a', 'statement', 'on', 'what', 'happened', 'to', 'george', 'floyd', 'if', 'you', 'can', 'not', 'find', 'one', 'call', 'them', 'ask', 'why', 'they', 'have', ""n't"", 'if', 'they', 'will', 'and', 'when', 'change', 'needs', 'to', 'happen', 'at', 'the', 'top', 'and', 'bottom', 'at', 'the', 'same', 'time', 'george', 'floyd', 'protests', 'rebellion']","['action', 'step', 'have', 'you', 'local', 'police', 'station', 'make', 'a', 'statement', 'on', 'what', 'happen', ""to'"", 'george', 'floyd', 'if', 'you', 'can', 'not', 'find', 'one', 'call', 'they', 'ask', 'why', 'they', 'have', 'not', 'if', 'they', 'will', 'and', 'when', 'change', 'need', ""to'"", 'happen', 'at', ""the'"", 'top', 'and', 'bottom', 'at', 'the', 'same', 'time', 'george', 'floyd', 'protest', 'rebellion']",trust,3.0,1.5,inspired,25.0,3.8280138001694555,0.0,0.0,16.0,3.0,1.0,2.0,joy,16.0
"I am white, but I hear you. I feel you. I grieve and rage with you. #BlackLivesMatter","['i', 'am', 'white', 'but', 'i', 'hear', 'you', 'i', 'feel', 'you', 'i', 'grieve', 'and', 'rage', 'with', 'you', 'black', 'lives', 'matter']","[""'i"", 'be', 'white', 'but', ""i'"", 'hear', 'you', ""i'"", 'feel', 'you', ""i'"", 'grieve', 'and', 'rage', 'with', 'you', 'black', 'life', 'matter']",sadness,2.0,1.125,inspired,9.0,1.7080134390903552,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
BLACK LIVES MATTER.,"['black', 'lives', 'matter']","['black', 'life', 'matter']",trust,1.0,0.47700000000000004,inspired,4.0,0.8267681235777357,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
"@cookross stands with the Black Community. We stand for #RacialJustice We stand for #equity. NOW is the time for advocacy, activism &amp; allyship. We are your partner! We are http://www.cookross.com #diversityandinclusion #inclusiveleadership #equityandinclusion #blacklivesmatter ","['stands', 'with', 'the', 'black', 'community', 'we', 'stand', 'for', 'racial', 'justice', 'we', 'stand', 'for', 'equity', 'now', 'is', 'the', 'time', 'for', 'advocacy', 'activism', 'allyship', 'we', 'are', 'your', 'partner', 'we', 'are', 'diversityandinclusion', 'inclusiveleadership', 'equityandinclusion', 'blacklivesmatter']","[""'stand"", 'with', ""the'"", 'black', 'community', ""we'"", 'stand', 'for', 'racial', 'justice', ""we'"", 'stand', 'for', 'equity', 'now', 'be', ""the'"", 'time', 'for', 'advocacy', 'activism', 'allyship', ""we'"", 'be', 'you', 'partner', ""we'"", 'be', 'diversityandinclusion', 'inclusiveleadership', 'equityandinclusion', 'blacklivesmatter']",trust,2.0,1.391,inspired,11.0,2.184947606242678,1.0,1.0,6.0,0.0,0.0,1.0,joy,6.0
