ori_sentiment,tweet_text
relief,watching bruce all mighty at home
surprise,hey twitter hows it going? let us know how your day is going
worry,*sigh* Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. Don't let the twitterbugz bite..
love,"it is amazing, makes my heart sing"
neutral,Above Garden of the Gods in C Springs. My parents work for the Division of Wildlife so we get to go on private land
happiness,happy birthday
love,"YAY!! that is so cool aww that woulda been sweet, no worries though! i am just glad you had fun!!"
relief,Ow. Okay. it is good you are better now.
happiness,Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight
neutral,had a nice time with juno
worry,im such a sucker for great cottys
love,Happy mother is Day to yall and me too!!! My damn son takin my coolness for a weakness... But it is all good. Keepin it all positive
worry,Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story
love,"Out and about in Deal, Kent. More sunshine required me thinks"
sadness,"Well twitts I was waiting on a response from but she is out partying and having a good time,so maybe some other day!"
worry,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.
love,i would love to!!
happiness,"Thanks! Hope you find a job soon!...OH, almost forgot: I landed a role in an indie flick! My first audition ever lol."
neutral,"Hey Dude, how ya going?"
fun,"fun night tonight, and my house looks so purrrty. Until tomorrow when the kids come home"
love,not even a little bit biKnightual ha ha... tweedeck does not see the spelling problem with BK....ha! but love it anyway.
fun,Good morning to another too late sleeper One of my excellent designers is Valerie see picture
happiness,thanks!
surprise,"If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report. #USA"
neutral,Mornin'.
fun,Trent do not get mad at me but I keep thinking you are pretending to be engaged for some reason
happiness,a night alone with my piano...and a pro tools session... ill take that ANYTIME.
neutral,"paint it, like what u did with ur hair"
worry,morning sounds like hard work
happiness,is going to watch the two davids. yey
fun,LOLOL.. i think it is funny that about 190 people think you are lieing about being &quot;the REAL john barrowman&quot;
love,Photovia secondstar05 i dreamt i was doing spells from harry potter yesterday night lol i loved it.
happiness,Today is another good day for some less extreme experiences... Anyone a fan of #24? i am watching season 4 now
neutral,We owe you a LOT.
neutral,that was funny n almost right
love,sweet nk dreams love you all
love,@ lovelytrinkets I like the way you worded that about Rocky Road
happiness,"Haha, that is great. Yeah, Zachary Quinto as Spock is really awesome indeed!!!"
happiness,Romantic evening in with papa murphys and &quot;battle BC&quot; from the history channel
worry,FINALLY GOT THE BIKE I WANTED!
relief,YAY! My temperature went down! I can have dinner with the family tonight.
love,Lying in bed with my most favorit girl in the world. happy mommys day to me.
happiness,"if there is a pow wow in the chicago area, definitely check it out, they are so fun! Happy mother is Day"
fun,yay! welcome to the etsy-seller world
fun,"Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight. Laughter all night."
love,oh cool i can not wait!! yours are awesome!!!
neutral,Good Morning Plan for the day: Church followed by F1 &amp; lunch at mum &amp; dads. Then DM discussions of Star Trek!
neutral,Send me your blog is RSS feeds I have a site that will republish and send traffic to your site...
sadness,"No, but Geek Minds Think Alike."
worry,"No burgers to be found. New old camera to play with though, so that is excellent."
love,love new shoes thanks wine lo
neutral,watching the movie 1984 for my book report im lazy to read
worry,Happy mothers day sharon
enthusiasm,"Don't worry, they will get bored of it! Just hang in there and do not give in!"
happiness,hope the studyin went well
relief,"Is finally home, fed and ready to go to bed and its only 2:45am. that is gotta be a record"
neutral,"i am 3 days late, but happy birthday Hahahaha"
love,Happy mother is Day all of the mom is around the world! I love mine more than anything in the world and can not wait to celebrate! WOO!
fun,Hopes to find more mates that are on this thing
surprise,second song is coming along nicley
enthusiasm,i have heard that. 2 of my sons have seen it and one wants to see it again. I can not wait to get there
love,Love to see that!
enthusiasm,i will have a look. Do you live in the centre of Glasgow? I was born on Bellshill &amp; grew up in Bothwell. I miss Tunnocks pies
enthusiasm,knackered! been awake since 5 as could not sleep! just started work now. coffee and toast sounds awesome chris has been busy!
fun,In bed after a good last saturday in ec. i am gonna miss this place but can not wait til summer
empty,Is @ the pantry
worry,stilll awakee : and its 3am
worry,Oh thank god! so sad that i am this happy.
enthusiasm,hey dave im just up in the UK and first thing i done was put RR on could u play ill be there new kids on the block thanks
fun,Seriously though. Amazing night.
love,going to bed. good night everyone! i love you all or should i say good morning? sweet dreams
sadness,Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. &gt;140 char soon
neutral,"and by the way it is short stack, not sway sway sway sway baby is a song of theirs"
neutral,Lame remarks like &quot;I wonder if they like blondes in NZ&quot;. Umm...only if you have to ask.
neutral,"No idea! Probably. Actually, yeah, I know there is at least one Zelenka. I looked for him XD"
happiness,THANK YYYYYYYYYOOOOOOOOOOUUUUU!
worry,I hope you did not take that quote personally!! i have been throwing them out here and there all day-guess I shoulda waited a bit
relief,"Me too,but i am goitn to go to shower!And cleanin' up my room and later eat somethin'"
neutral,forcing myself to watch the movie 1984 for my book report im lazy to read
neutral,is not that a local dish? borrow
happiness,i have finished lol
neutral,U no that little prob with ur twitter that happen @ that old pep resteraunt! mayb this will help u fix it
worry,happy 4 all of U who R celebrating mothers day w/ yr moms i lost MY mom 2 cancer sevrl years ago...
love,awwww..... thought it would be a &quot;yummy&quot; experience. Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-
sadness,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win"
worry,"apple is ads aside, i would rather have recommendations from real people who have real experience with the iPhone apps I seek."
neutral,HAPPY MOTHER DAY JANEY! EVEN THOUGH IDK IF YOUR A MOMMY!
neutral,i will use that for my next defense.
happiness,i am calling your room-mate!!!
happiness,AHHHHHHH!!!!! its my 16th birthday And i cant belive i found out im seeing yous tonight Best present everr!!! &lt;333333333
happiness,"o, and happy mothers day"
surprise,"I quite enjoy this Lady Gaga person. she is of Italian heritage, apparently. ?"
surprise,Really? A good distraction now. i will check it right. now.
love,that is really brilliant!
neutral,waiting to be picked up. we are off to aston this morning
happiness,Morning everybody
love,Went to your site! Would love to help &amp; work with you! I will do whatever I can to help support your cause! Awesome!!!!
worry,"No phone call yett... Hrmm. Maybe a call from my end is in order? i will wait a bit longer, Prom nights are often 'spuratic' moments."
neutral,"it is my wall, and I like saying I banned Zac Efron lol sonny"
surprise,"oh thas cool you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x"
neutral,is watching 1000 places to see before you die
love,"GIRL! Work it! Hope you had the Slammer, and had fun with the Moldovan! I want to hear details!!!"
love,Happy Mothers Day to all the wonderful MOMS out there. MOMS are what makes the world stay balanced. Have a great Mothers Day
neutral,"yeah, ok, that will probably happen too."
neutral,What are u going to do today my girl?
neutral,exactly Prime Minister does not need take care this issue
empty,"ok, I realise your up early because you have joined the cult of mac, nvm"
fun,do i wanna kno wat u mean by more than fine? Lol now i am curious lol. I may have money by then tis good too.
neutral,G'night!
fun,oh man that sucks hardcore! haha good luck finishing up recording
sadness,Feeling like crap today. Hopefully a nice relaxing swim will do the trick
empty,Both of you
anger,haha i did a ltiitle bit yesterday and ive been out all day so i think ima chick an allnighter hahaha NOT COOL
worry,found Spinning Top instead of outtamyleague mp3. pardon me sir. but i promise i will buy a copy of the cd. i am saving up
relief,Morning tweeps Looking forward to a relaxing Sunday. Happy mother is Day to all the moms out there!!
fun,just woke up...for once I managed to sleep in!! going out for lunch later then back to essay
neutral,monday at the school gosshhh what i have been waiting for
love,One more thing &quot;Shattered&quot; is an amazing song by O.A.R.
worry,anytime
enthusiasm,Done...now another gem of a day in Cape Town
neutral,and again
happiness,"Hey, I need a car too. i will dm you my address."
hate,Glad you got to walk. Finish the damn thesis.
worry,"it is mother day, my mom is still there and better than a week ago, I am happy Weird knowing it is the last one, tho."
love,thank you for the link! it explains a lot! and i am glad you are feeling good! i have a friend coming tomorrow. will be fun!
enthusiasm,"My ear hurts, and THIS is my medicine. GUM"
relief,"goodnight and good bye to all of you, hope you have the best of dreams"
neutral,what you doing?
neutral,So its Superstar Sunday? is one superstar I know #sunday
love,love you 2 so how are you? xxxx
neutral,damn Felicia is freakin cute
neutral,fellow twitterers. if anyone one has a leather jacket for the size of a fat person aka me please let me borrow it.
fun,"Now comes the fun part Because you can find only a few offers per country or you live outside US, your changes can be quite tiny."
fun,"partied w/ elitecamp, rock steady crew + the ladies wow, and of course crazy legs holla! lmao sober. totally sober"
love,happy mommy day Teens-thanks FFF
neutral,horseback riding
happiness,watched sex &amp; the city season 1 &amp; drank a little wine w/ my date...just ended w/ a goodnight kiss. i could get used 2 this night night!
neutral,"good moring gonna take a shower, fix my hair and then Im going out ."
love,Happy Mothers Day to all Mothers every where
happiness,SWAY SWAY BABY zommgg love it need more screamo tho boys
relief,just finished tlking to laura 2 hours and 7 minutes lol... going to sleep. night ppl
worry,she is hot What is up w/ all the unknown followers? i have got quite a few- no clue as to why they are following ME.
neutral,lol -catch me if u can
happiness,"finally gone to the beach, yeaaaah!"
neutral,Planing on going on a little ride on the mtb on monday may be in over to the tower...
neutral,when do you go back home? Want to see ya B4 u leave Homie
neutral,i made a cake for my mom she loved it ? yay
enthusiasm,that is a popular one! cccd Thx for replying
neutral,What is BF ? Is it a glue ?
happiness,"Nah, rolled with Jason Manly, who is a talented BJJ ace who mauls me any way... Jake is looking great, can not wait to fight."
happiness,"Buenos Dias! How very sweet, thank you"
neutral,hey uh til? Is this u? lol i am a bit lost here. but it would be cool if we could update from our phones u know?
neutral,Beautiful!
love,Ahhh Music to my ears!
worry,"sorry 2 hear albert isnt well? dont know whole story, so i will keep ya will both in my prayers. hugs 2 u both!"
worry,i am a freshman in this site. how to update? help
enthusiasm,i am lookin for email to this man i have his photo -Spray Painting in WroclawPoland by Kosmo
happiness,"&quot;suprised&quot; mom with a cake and a present, because it is mother is day! dad had bought flowers. : &gt;"
love,Happy mother is Day to all the mothers out there! Do have a good and enjoyable day
empty,LoL!! I still would have got a look at his face just in case!!
happiness,"What a fantastic full-on weekend! Going to finish on a high, with a cheeky chilli thai fried rice &amp; a few glasses of red"
enthusiasm,Aiden KNIVES out May 12th www.myspace.com/aiden. excited!!!!!
love,I like only the james bond series. Thats what a spy movie is!
neutral,just got home from the sunshine coast
neutral,Goodnight! Happy Mothers Day!
love,I LOVE YOU!!!! YOU MAKE ME SO HAPPY!!!!
happiness,eating truffles yum!
fun,"Swords make everyone sexy. Oh, Harold."
happiness,"Installed NetGear 802.11n draft router today, throughput has definately increased"
sadness,Sweet dreams!i am tired i am so excited I might actually get to golf in the morning! Family tradition!
worry,i know. i need to get their cd somewhere.. hopefully they sell it here in finland.
worry,words to live by ?
neutral,Chrystina Grace Timberlake has a ring to it!
worry,awww thanks lol ermm what happened to the studying !? ha ha
surprise,Sexxxy tiiiiiimmmmmmeee!...whatever that means.
happiness,It will be an Adventure! Have FUN with your 5 yr old and 8 mo old! you are brave. Hope you have a great time!
love,"Happy mother is Day to all the mums out there, old &amp; new."
happiness,"My day was good! Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping! How did you resist?"
worry,"Now comes the fun part Because you can find only a few offers per country or you live outside US, your changes can be quite tiny."
love,oh I am so sure they do get everything. They live their like celebrities
love,is Happy Mothers Day. Taking Mum out for dinner to one of my favourite restaurants down Glenelg now
relief,"last leg of my travels today. totally exhausted, but thank goodness &quot;Ed&quot; is keeping me company"
fun,sunday is runday- outta bed and onto the road
neutral,"Penguins win in OT, probably why you were busy. One more game to win."
love,Happy mother is Day!
happiness,"Thanks for the feedback. Surreal life, surreal oils"
love,Your window ledge is decorated quite appropriately. I love it
neutral,actually workin from home tonight... you?
happiness,Thank you and u too lady!!!!
neutral,i am digging your twitter picture
love,Ive got the greatest boyfriend in the world. I love him so so much.
happiness,that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you
love,The world of beauty and pretty girls i am testing new version
neutral,Yups! I still have a lot of pruning of unfollowers to do. It takes time
surprise,i am good! thx. and how are u? what are u doing?
love,"I love you so much. Just got into my hiding spot, gonna go check out datalounge"
neutral,"family matters, followed by roseanne"
happiness,Last week I had 516 hits on my guinea pig pictures on webshots! And I did not even promote them! Way to go
fun,"#SanctuarySunday yay for #Sanctuary, I may watch Requiem after breakfast!"
love,"Haha dude, we have the same b-date :p i will wish u ur b-day the 3oth November. i will also turn 16 Can u reply to me please ?"
worry,This is to all the people who have MySpaces: PLEASE ADD!!! it is my friend is clothing line
neutral,Ppl dont miss out on me on this Follow Superstar Sunday
happiness,ohhh I remember when you gave your dad a shoutout at the mcr at MSG show last year. that was so sweet
neutral,Totaly smell like camp fire now lol its gross to feel the dirtiness but the smell seem to just relax me i wonder why:S
neutral,my *mom*not aunt haha and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk
neutral,"when u go, LMK. let is go together"
worry,i will not make u cry
surprise,Wow the dude said I was better than Bobbi Lewis.. never heard the guy but I take that as a compliment just read the BL web site
happiness,is wishing everyone a blessed &amp; beautiful mother is Day!
neutral,tweeterizing from a mobile
worry,"Girl, those are bangin' shoes!!! Work it!"
neutral,Yeah I will In fifteen minutes or so.
happiness,&quot;VISION OF LOVE&quot; Play now &quot;i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo&quot; Mariah this ur part
fun,BWAHAHAHAHA! Shut the fuck up... is TOTES following me right now! Who made the account? Made me giggle like a school girl!
empty,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs vid then CSI + CSI NY + Bones Double . .. . YAY!"
happiness,Twas a good show. I even liked ciara is last song. Time for me to go to bed. G'night!
relief,you are a good friend Dave.. we can wait!! Hope we dont have to wait too long though
hate,The best thing about Ciara. She just finished singing!
empty,"Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah"
surprise,I got me to watch it. Recommend some other kickass shows too. Phast!
love,it is Under a Honeymoon by The Good Life
happiness,Bit of a lie -in. Eaten all the bread. it is way too good to giveaway.
neutral,"Loved your blog from the MusiCares event, good work"
love,Today was fun &lt;333
neutral,HAHA! 'dont-a tap your last season prada shoes at ME honey&quot;
neutral,you can use my alotment
neutral,just started twittering
relief,u understand now why i keep telling u MAKE A TWITTER app that understand MY NEED
love,&quot;Congrats my friend on ruling Canada *hugs&amp;gropes*&quot; Just for today i am #1 ?
love,having a great time with family!! big ups to my bro n sis in law for hanging out love n peace! {be free}
neutral,"Lets change this S0ulja B0y te|| em trending topic to, &quot;Soulja Girl Told em&quot;"
neutral,"Just wanted to let you know, that I just heard &quot; I Don't Give a F&amp; on the online radio program..."
neutral,mother is Day Wishes from google... Pretty &amp; beautiful flowers on google logo
empty,Staying in the mercure
happiness,Does anyone still play N64 anymore? or Super Nintendo? Weren't those days the best? haha. So many flashbacks!
worry,was always told to keep sucking something like fruit gums
fun,Day dreaming of Fuzzball and SNL
surprise,&lt;&lt;&lt; Just like in HIMYM
relief,i was right about the wave off
enthusiasm,Happy Mothers Day mom! I love you!
surprise,of course! i love 24 hr donut shops! he he -yours truly -
happiness,selena is mom congratulations' have a nice day
happiness,He brings SOOO much joy!! Show it!! great song! ?
surprise,Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy
love,Yay! you are on Twitter! you are my secret celeb crush! too much info??
neutral,happy mother is day! everyone have a great day and make sure you go see ya mommas
relief,Home at last 1 more day till my weekend begins!!
love,He brings SOOO much joy!! Show it!! great song! ?
love,Happy Mothers Day
empty,welcome
happiness,"Kind of, good job though. I know no better. I might see you this Friday w/ Arbie."
love,"OK dear tweeps, goodnight! I need 2 get up early 2 say Happy Mothers Day 2 wife n mom"
neutral,i had walkathon this morning. and i am among the first who arrived at the finishing line!
happiness,feels at home to be back at church
happiness,had a great time talkin with Mike tonight for three hrs.
happiness,I am actually wanting to buy a bus one day &amp; turn it into a motor home. Imagine a whopping big BlokesLib logo on it
fun,The most epic weekend i have had in atleast a year. Night cap with and 2 hours of sleep in 3 days! Goodnight
love,Happy mother is Day
fun,"I will, n btw happy mothers day sissy"
surprise,Wow that is very Buddhist o_O HOORAY JEWS
neutral,Watchin Hannah Montana Hoedown Throwdown
fun,08.05.09 partying at the Pineforest
sadness,"Finally home and exhausted. Work week is over, but I still expect less than 5 hours sleep tonight. Happy mother is Day! I luv you Mom"
neutral,"Sweet. My mum wanted to go see that. Then she did not but I did :L IN the end, we never went to see it. :/ The film is great"
neutral,oooh harlow is so sweet
neutral,"hehe, yes i did change my name. like it?"
neutral,yes my dear V
surprise,thursday night was amazing taylor swift gave me one of her braclets
neutral,no plans are the way forth
sadness,and to think that all i have ever played for is just fun I suck at marketing and promotion..
happiness,Using my old phone! gosh! I miss this phone!
love,"get down tonight: the bridesmaids, moms, bride &amp; I rockin' the reception"
neutral,Nice i have never been to Spalding but one year I will make it to the flower show. Is Springfields a good shopping centre?
love,Happy Baby Mommas Day!! to all the&gt;&gt; MOMMAS&lt;&lt; on Twitterville
happiness,congratss to them
surprise,time really flies my frd..how is you love-hunting mission going? abt time to bring the sexy &quot;yu yung&quot; jacket out
sadness,you should.
neutral,it is ok lol I think we might do the same dates.
happiness,"Good morning World This will be another wonderfull day, starting with breakfst with champions... my kids ofcourse"
love,you tooooo dada!!! such good times!!
surprise,Hella wow . no doubt .
neutral,TY AS WELL
happiness,i just realized im off tomorrow. goin to the beach! who wana come?
enthusiasm,here we go.. captain says &quot;shut it down&quot; we are on our way ?
neutral,thank u
happiness,12 more days until CA!! i get to see my paniniii
empty,will go out oh yay me
worry,so i can just watch that again x
happiness,haha Mon...Do you really want me too send it?
neutral,make sure you watch in HD
happiness,"SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN. ~SVETLANA J. DENVER,CO"
happiness,Going to get some strawberries for the champagne tonight!
empty,yeah i work 7 days
fun,Gotcha ! let is meet up @ The Twitt Cafe
fun,"Ha, fun! I think Iï¿½ll rewatch parts of season 5 today...in preparation for 2morrow night!"
worry,"how abt we wait til summer, and do this at ur place...ima need somewhere to stay anyways"
surprise,...Yawn is it that time already!
hate,"if I have 5000 friend requests tomorrow, i am blaming you nite"
happiness,hahah u know this mannnnnn trust me ima freak and proud of it
neutral,"Hey Girlie, How are you doing?"
happiness,Off to Woolsery this morning to hopefully see North Molton U16 clinch the North Devon League title. Lovely day for it
love,yummy yummy ice creammm i hate heels &amp;whoever made this pair.
neutral,thanx
love,scan my childhood photos hahah its soo fun
fun,is having a lazy sunday
sadness,im slowly losing followers one by one.
worry,Omg soo tired! On my way home! Long busy day ; had fun meeting new people and catching up with some people!
neutral,"i would help you if I were not poorer than you lol! i am mexican living in .mx, which automatically makes me 13 times poorer"
enthusiasm,could do with some bacon and egss. mm
worry,Huh ? what is wrong with UNIX environment dev is ?
neutral,i am considering buying one of these. Hence the 'Monk&quot; look
love,"I was seeing only one side of it, but it looked interesting. And deep."
happiness,"You know you are up too late when the TCU nightly scan starts! Oh well, I graduated today"
happiness,"had cold rock, choc mint+bubblegum+cookie+flake+nerds= YUM!!!! XD . had a fun day."
love,have a Happy Trip!!
neutral,DMed you.
neutral,You must like my song.
neutral,That Jasper clip is my first &quot;favorite&quot; Twitter message.
worry,Looking forward to your show tonight! Enjoy your time in Belgium
fun,"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf Zend to flash"
neutral,"In rural #thailand, 2630 is considered posh"
love,Im sending this to my mother!
neutral,ah yours is better! enjoy
sadness,"hey hunny bunny, what is a weekend? is that like a day off or something?"
neutral,nope! especially as you have just got them and they are still settling
surprise,last week and I interviewed and we told him you are the FB queen! Glad to see you both connected
happiness,Happy mother is day and to the god mother is and step mother is too....
happiness,the sun is waking me up. what a beautiful day
happiness,Thats ok Yeah I had a good night thanks. Glad you did too. Hope you enjoy your BBQ
enthusiasm,its bout smoking weed
love,watching W. with jas. i love my brother he is my best friend
surprise,"thank u, thank u, thank u for everything this weekend!! U guys are AMAZING. i will see u again at alpine! Thx for chattin w us 2!"
happiness,Its goin good takin it easy ths weekend Im preparing for the big events comin up for me U girls INSPIRE me 2 do great things!!
love,"A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy mother is Day"
love,"I really should rant about my bad day but I wont. I am grateful for my mother, Gma &amp; other powerful &amp; influential ladies my life!!! ILY"
fun,o snapppp look who i found on twitter lollll
love,Hunny was here today or should i say last nite. Haha. 5 months&lt;333
neutral,"ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac"
love,great night! great peolple!
happiness,nite nite bday girl have fun at concert
relief,Ah! Thank you!
worry,"This site made me &quot;lol&quot;, take a look when you can:"
neutral,good morning to everyone
happiness,Good morning from sunny London...sounds like an oxymoron but happens to be true of today Hurrah!
happiness,so great to hear from u again today! U r the best! Cannot wait to see u on the cruise!!! &lt;3 Cindy with the sign
love,Never better! I had to follow some local Tweeples! it is only right!
happiness,"You too, thanks for completing Calvin Appreciated"
neutral,had a great day...and now i am off to bed. tomorrow i am back in sd
surprise,I somehow miss you.
neutral,if u missed #disney pirates skit on SNL
happiness,Isn't that hilarious? Hope you saw the Crosby is a douche shirt I picked up and wore bc of it.
worry,Their coming tomorrow morning and it is sort of an impossible task. I just need to clear some space. Thanks though
worry,"Woke up really late today. Just had breakfast. Planning to stay home, watch TV shows and do nothing. Eat too."
worry,Best show of my life. Guess i am going to sc this week
happiness,"thnkn bout yesterday..best day ever!&amp; 2day Virtus vs Treviso at da futurshow..hard game,gotta win! FORZA RAGAZZI!!!"
neutral,"Follow me please, so I can DM you..."
love,aw check out what i JUST posted i really admire your mom. she is a strong woman. god bless her
neutral,Yay finished my journal. Gonna go sleep now. Church tomorrow. Yay! do not forget it is MOTHERS DAY!
worry,Good Morning!!! Work and then it is espn is Sunday night Baseball. hopefully it will not get rained out
sadness,i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.
worry,OMG!! I done died and went 2 heaven...thanks so much 4 the response...i am cryin' right now...Luv ya!!
neutral,happy mothers day... *i love you mom...*
enthusiasm,i will try sort that fabric out for you today...been a busy bee!
neutral,"Yeah, i will probably 'stop' when ALL of my stories are completely finished. That will not be for a while though. Wide awake."
happiness,thank for Thinking of us and caring
happiness,ohhh yea it is from the same film and this one had been a fave for a longgggg time... any1 for humma humma?
happiness,trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it
love,Thanks!!!! Happy mother is day to you too!!
neutral,hi kendra whats up? follow me
neutral,"yay, you get to ride on the tow truck. How cool is that?"
fun,"As kids, this is how we attempted to dance No idea to what the words mean,but the moves are so cool!"
happiness,Happy mother is Day to all the mothers!!
happiness,had fun at her b-day celebration.
surprise,surprisingly liked Star Trek contrary to the theory that star wars fans are anti trekkies
happiness,"Ordering pizzas, watching Diggnation, trying out Tweetdeck. All is good"
happiness,home! tonight was so much fun! goodnight twitterbugs!
worry,"ONE ROAD, WHERE IS THE DESTINATION?"
neutral,"HOME!!! from my relatives. my sissy, posted pics of her and our cupie cousin Audrey. ???"
worry,u should tell people where u will be in vancouver.
happiness,"actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i am spinning at the shack"
happiness,I had fun at daisy is Mexican Fiesta .
relief,16lbs is still a huge achievement though
love,LOL that split second of peace is truly amazing
love,"Had a neat mothers day nothing flash, just some chillin time with my girls"
happiness,Hello my friend...you found me on GBW? How are you doing? Glad to see you twitter but I have to learn German
neutral,Be beautiful
worry,"Whoah, slow down, you are filling my screen! Maybe more effective if you spread tweets out?"
love,"aww you are so helpful we getting sweepy here, sis says we can have whipped cream before bed , i save u some"
happiness,wooh! 100th tweet i have no life xD
surprise,ha that was ages ago! youre in LA right? the weather is much better there...
neutral,I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.
love,she was sleep and then she woke up to check on me see if i was cold or hot i love my mom
neutral,"Never touched a drop, me!"
worry,Watching &quot;Hostage&quot;! Also got an idea for that animation i am making. Hope to have it ready and post a link here by the fifth of June
happiness,i find John mayer is tweets mighty entertaining for a hearty laugh...so thanks John
happiness,it was great to meet ya katie...awesome shows for sure!! Safe travels home.
sadness,not gonna ask what a boom boom is! morning.
neutral,LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.
happiness,Awww thats such a lovely thing for u to say to me are u doing any in manchester? x
love,happy mommys day!
worry,oops! ignore last post meant to be a direct message!
sadness,Crap. I have lost the game more times today than any other day in history. #lostthegame Blame
neutral,www.youtube.com/watch?v=9FtuV3xMrN0
neutral,Beer pong! yee
fun,can't sleep... Thinking of holidays
happiness,Fab sunny day
happiness,Celebrated mother is Day with the best lamb roast lunch followed by a box of cadbury is shared around the table. It was a wonderful day
fun,watching dor on utv movies again great performance
relief,"haha well, kinda! i am Mommy to my lil' pom-chi hehe thank you! ;"
neutral,oooh that is clever. I bow to your economic wisdom sensei
relief,i am sooo hyper! And I do not even know why! Hahahahaha!
worry,cool i want you to take a look at this and tell me what you think
fun,lol very much appreciated!!! so excited!!!
neutral,fuck maaaaannnn.. its holidayzzzzz...
happiness,"Sex on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over."
worry,"hey, they are at least in PST! You &amp; I are even later... wait, that is not good, is it?"
empty,Watching Season 7 of GG!
enthusiasm,"ah its getting there still a fair bit to go, but it is coming together fairly well! aw where are you from?"
love,I really wanna see the Jonas Brothers in Novemeber but I need to find someone to come with me! xx
surprise,do you remember them all.... do not take that as a challenge to!
neutral,Going to bed after a great night with a friend glad to know she has the same feelings about classes as someone else
enthusiasm,"Thank you. Keep it down, there is a good lad."
love,happy mothers day to all the baby mommasss! rofl
surprise,"You know I love me some Jordie...but that is not the best version of CG, admit it....lol..."
neutral,we are one hott couple eventho this was a few yrs ago but we still r
surprise,wonderful Gerrard scores 2 and we are at the top of the league for the moment.. Hopefully City helps us today..
surprise,aww bradie loves perth I love the ad at the top of his page too lol xx
neutral,Oh yeah Bring on Morning tea tomorrow.
love,haha iya. your welcome sist!
love,home sweet home sleeping until monday I hope.
neutral,Sent u a few dm is..Hollaback
fun,joe is version is pretty but it is a sleeper. Shouldn't be played at 1am.
worry,"Just wanted to point out that on Youtube, you have more subscribers than Tom Felton. Thought that might make you happy."
happiness,watching freo on a sunday arvo is a good hobby
happiness,liking my fake tan orange colour
neutral,that is odd as it is on my lap maybe that is your cat O: s:
neutral,"Browsing digital art tutorials like those found at henning is site: , refreshing my knowledge... and then my skills?"
neutral,A movie is worst fate used to be &quot;Straight to DVD&quot;. Now it is &quot;Straight to DivX&quot; or &quot;Straight to Internet&quot;
happiness,is updating you LIVE from Benihana of Tokyo in Waikiki Happy Birthday Mark!!!
neutral,just relax
worry,"Oh no, that is so annoying! I have the same problem 14 thighs but 10-12 hips! I hope they catch up soon"
happiness,Chillin' following some cool people!
fun,This is how wild at down and derby... TRNDS3TRS
fun,"sup guys, just downloaded tweetdeck, gettin a move on right now : D tweet me some nice clothes sits or summat x"
happiness,Had a good time at Flap-a-taco with and
happiness,happy sunday to you to
love,WISHING ALL THE MOTHERS A VERY SAFE &amp; HAPPY MOTHERS DAY
surprise,off to my cousins confirmation + confirmation party
happiness,What Darren on Linkedin? YES! Just say your a twitter friend I NEVER IDK people!
neutral,green computing
enthusiasm,miss u too. i am still at a club...u know...west coast shit!
happiness,Awsome thanks Jo...Can't wait for her to be on xx
neutral,"Yeah, what Megs said...when the After Block Party is ovah"
neutral,denial can be very powerful
neutral,mozert requiem tonight
worry,Getting anxious for Blink- 182's new album!
neutral,"simple recipe for creamy spaghetti with bacon, corn, mushrooms and peppers"
worry,im so fucking proud of you
love,i just read the sweetest story in the entire world love it
love,Decode by Paramore is a great song... Love it...
love,courtney seems like a cool chick &amp; shes pretty
neutral,Update 100
happiness,Ps... I got Ben Button today... completes my Best Picture noms....got all 5 now. It was a GREAT year!!
neutral,"awww, she is really cute"
happiness,"alkaline trio was sweet, saves the day sucked. but i had a great time anyways. it was awesome seeing everybody and hangin out"
neutral,Just got on twitter
