ori_sentiment,tweet_text,sentiment
anger,"A few days back a friend of mine poked me in the ribs for fun is sake, though I had warned him an infinite number of times that it really hurts me, he did it again. I usually ignore this but this time I flared up for a split second and threatened to bash him up. This is the latest incident when I lost my temper, though I felt very bad about it later.",anger
sadness,The saddest moment in my life was when I lost my younger sister a few years back.,sadness
disgust,"Yesterday, I was just about to cross the road when a country guy who was ahead of me spat out a mouthful of betel juice on the road. It was very windy and had I not checked my speed I would have had a very good shower of his saliva. Though I was not angry, I felt that these people were very indecent.",disgust
joy,When I got my B.Sc degree with first class.,joy
fear,Before the declaration of the S.S.C results.,fear
anger,When I was punished in school for no serious mistake of mine.,anger
sadness,"When I received the S.Y.J.C results, the marks I obtained were not up to my expectations and I missed admission in engineering.",sadness
disgust,When I could not attend the college picnic due to some difficulties.,disgust
joy,"This happened when I was in the 10th standard. The paddy crops were in a bad shape as it had not rained and there was no water in the well, so I was in a very sad mood. I came to the conclusion that I would ignore the paddy field, just 12 hours after this it rained for one hour. This was a very tense time and the rain brought me tremendous pleasure.",joy
fear,"At the age of 16 I had gone to see a film in a nearby village, about 8 kms from my home. I started walking as there was no bus. I had to cross hills and as it was dark I could not identify the path. Half way through it started raining and as there was no shelter I ran four kms to reach home.",fear
anger,"One day my room-mate started imitating me, doing what I had done a few hours back. I got very angry and started beating him up.",anger
sadness,A few months a close relative of mine died. I had never expected this to happen and was sad for a few months.,sadness
disgust,"One day, at an important place I met a group of girls and while we were waiting for a bus these girls started smoking and commanded me to smoke; I felt very disgusted.",disgust
joy,"After my graduation exams I was waiting to get admitted to a post graduation course, however the situation was not very favourable for me and I was upset. Suddenly, Bombay university offered me a seat and I landed up in Bombay for my post graduation studies. This happened last year and was very pleasant for me.",joy
anger,This was the worst incident of my hostel life. I was insulted by a close friend of mine on the eve of the New year and it totally spoiled my New year is night.,anger
sadness,When I feel that I have made a mistake.,sadness
joy,When I got my B.A degree with first class.,joy
fear,I received a letter from my college telling me that I would not be allowed to sit for the exams because of my low attendance in class and the bad experience in the terminal exams.,fear
anger,Once a friend had pushed me and I had fallen on to a window which then broke. I was taken to tthe principal is office and he accused me of having broken the window.,anger
sadness,When I received my S.Y.J.C results which did not allow me to get admission in engineering.,sadness
disgust,"Once when I was studying for my examination, I was asked to do some work which was unavoidable.",disgust
joy,When I passed the 12th standard board exams.,joy
fear,"My illness a few years back. I was sevely down with malaria and asthma, I had lost my health, charm and cheerfulness completely.",fear
anger,During the short period of my unemployment about six years back.,anger
sadness,My father is death in January 1983 moved me deeply. The gloom prevailed for almost two years and I am still to recover from it.,sadness
joy,"After having finished my B.Sc, I was struggling hard to continue my studies and had taken the M.SC exam. I was not sure that I would be selected in the written exam. When I saw my name in the selected candidates list I was overjoyed.",joy
fear,"When I did not get admission in M.Sc after my B.Sc, I felt really bad. When I started my journey to Bombay, after having accepted my uncle is offer to come to Bombay, I was afraid, wondering if I would succeed or not.",fear
anger,"When I was dancing with a dame at a social, one of my friends who was interested in her came and took her away from me. I was really angry with him then.",anger
sadness,"When a close friend, residing in the hostel, lost his father I really pittied him and the situation made me feel sad.",sadness
disgust,"After my +2, when I did not get admission in B.E I felt disgusted.",disgust
joy,I was doing an experiment and was not getting the appropriate result despite the fact that I had repeated the procedure 4-5 times. Then finally I got it right by a stroke of luck.,joy
fear,"Once I was very frightened at night as I had a very fearful and terrifying dream, I could not go back to sleep for a long time.",fear
anger,Once I had an argument with my friends and I knew that I was right. My friends went on arguing with me even though they did not know the right thing.,anger
disgust,My elder sister forced me to do a few things which I did not like to do.,disgust
joy,When I realized that I loved someone of the opposite sex.,joy
fear,"After I was thrown out of a car in an accident, this resulted in a fracture.",fear
anger,During my childhood when I could not get what I wanted from my brother/sister and parents.,anger
disgust,I felt disgusted when I was in a helpless position at the loss of my fiancee.,disgust
joy,"The way this particular girl spoke, behaved, and reacted the first time I was introduced to her, I felt certain that something between us would materialize.",joy
sadness,"When a girl did not answer a question, concerning my love for her, put forward to her.",sadness
joy,I most joyous moment was the day I got my marks. I was very happy when I came to know about my marks at the M.Sc part I examination where I got 71.5%. This was the highest marks I have ever scored in my life.,joy
joy,When my brother was selected to the University of Malawi the Polythecnic. I was very excited and I rejoiced due to one of our family members qualifying for University level at long last.,joy
fear,On May 20th I got a summon to appear in court on May 28th 1985 on the subject of impregnanting a school girl. I really feared of standing in the court in a few days time after this notice. I was also embarassed due to formal approach that was expected of me to the Principal.,fear
anger,Sometime ago I felt very angry when my mother wrote me telling me that my elder sister was messing up things at home by her internalised aggressive attitude towards parents and her husband.,anger
sadness,"I felt very sad when I was in Form three to notice that my friend Barley Jumbe, had lost very expensive new sports short trousers.",sadness
disgust,"Four weeks ago I felt very much touched to find an asciatic patient who had asked the very morning to be tapped of the fluid, dying in the evening. I was really disgusted because this was the Medical staff is negligence. Had the Clinical officers done something that very morning he might have been alive today.",disgust
joy,"After sitting for the Standard 8 Exams for the second time in 1979, I had great joy when I heard that I was successful in the Examination when the results were out.",joy
fear,I had a cousin whom I loved so much. Unfortunately she passed away suddenly and one time I had a dream in which I was talking to her yet she is dead.,fear
anger,Somebody wanted to beat my brother at a wedding ceremony and I was trying to protect my brother but the other man was calling names to both of us.,anger
sadness,I never failed my examinations since Standard 1 but I experienced sad moments when I sat for Standard 8 Examination and I was not selected for Secondary School education in 1978.,sadness
disgust,I had experienced odd moments one time when a patient came into the Ward in which I was working. The patient was badly burnt in the right side of her body. I was very nervous at the sight.,disgust
joy,I was emotionally happy when I was in love with the girl I had longed for.,joy
fear,I once felt that my last hour had come when I was unexpectedly found in the hands of.,fear
anger,It happened that my brother promised to give me money for school and then he told me that he had failed to fulfil his promise a day before school started. I became so angry for I thought my future would be ruined.,anger
sadness,I was all of the sudden sad when I heard that my cousin who usually paid school fees had passed away after a very short illness.,sadness
disgust,The first day I visited the hospital I was disgusted because I experienced offensive smell which I never expected. I nearly ran away from the course.,disgust
fear,When I heard a rumour that the 1st year exam results were out. I had fear that I might be one of the failures.,fear
anger,Somebody was blaming me of a story which was not real and not true.,anger
sadness,Death of my grnadfather after having been in hospital for so long with cancer of the Oesophagus.,sadness
disgust,When mum had beaten my young sister just because she had received a letter from a boyfriend.,disgust
joy,When I passed my Primary school leaving certificate and selected to go to a Boarding secondary school.,joy
fear,"When I was feeding a premature baby 7 months, the baby chocked. This was when I was working in children is ward I thought I had killed the baby.",fear
anger,We were just about to go into the Exam room and I did not see all my writing materials plus the identification card from the place where I left them.,anger
sadness,When my boyfriend did not turn up in time as he promised he would be coming.,sadness
disgust,"The time when I cleaned the house and everything was tidy, then my cousin, who is 4 years old, came with a muddy pot and made a mess of the whole thing.",disgust
disgust,Bad temper of the serving lady in the students' dining hall.,disgust
joy,Saw on TV China winning the gold medals.,joy
fear,Staying in the room alone at night.,fear
anger,An old lady slipped and nobody helped her.,anger
sadness,A friend is mother died.,sadness
disgust,Saw a dirty street.,disgust
joy,Made a wonderfull new friend.,joy
fear,My friend started to misunderstand and hurt me.,fear
anger,Insulted by disgusting people.,anger
sadness,My friend was badly hurt.,sadness
disgust,Someone not responding to my criticism.,disgust
joy,When you told everyone in the last lecture you will do all lectures again in English and everybody can come not only English classes,joy
fear,Before an examn.,fear
anger,My class leader told me I am not chosen for your English lectures.,anger
sadness,Finding out that the university will give first priority to qualified practioners and clinical years to go to your English lectures.,sadness
disgust,Finding out that old and useless practitioners of retirement age will go to your English lectures and they do not understand English.,disgust
joy,Winning a game after a long time of losing.,joy
fear,Almost had a bicycle accident.,fear
anger,People not cueing in the dining hall.,anger
sadness,Failed an examn.,sadness
disgust,Saw a real party leader.,disgust
joy,Being chosen to do your experiment with aphasia.,joy
fear,You may find out that I am stupid and not to let me do your experiment.,fear
anger,A classmate told me I must have bribed the class leader to let me go to your English lecture.,anger
sadness,I was not chosen for the All English class.,sadness
disgust,Saw my class leader acting like a God when he chose people to go to your English lectures.,disgust
joy,I got better marks in the examn than many arrogant people.,joy
fear,Before the examn.,fear
anger,Insulted by some stupid people.,anger
sadness,Lost a friend.,sadness
disgust,Hear people talking at my back.,disgust
fear,I was very scared when I went to the examination hall for my M.Sc examination as I had studied a limited partion of the course thoroughly and I was in great doubt whether that would be asked.,fear
anger,I was most angry when India lost the Triangular Cricket trophy held in Australia. I was so angry that I fought orally with my friend.,anger
sadness,"I was very sad when I got the XIIth standard results, when I got low marks as compared to my friend and I could not get admission to courses like medicine.",sadness
disgust,"I was disgusted at myself when I dropped a vital catch, while playing a cricket match, and we lost the match; though the catch was difficult.",disgust
joy,"When I got my first unknown compound while doing my M.Sc research, I was very happy. This is because my research was based on this type of reactions and compounds.",joy
fear,I was very scared at the time of the Ty.B.Sc examination as I had decided to get 1st class results. I was afraid thinking of how the papers would be.,fear
anger,"When my neighbours accused my brother of stealing their rose-bush, I was very angry as he had not touched it at all.",anger
sadness,"When I heard that my girlfriend was getting married to another person, I felt very sad. That day I did not eat anything and kept thinking of her all day long.",sadness
joy,"This happened a year when I was having a hard time, I got admission to do research despite obstacles in the procedure of admission.",joy
fear,It was the time when I was in no position to secure a Ist class in the M.Sc exam and this was likely to affect my career.,fear
anger,I missed an opportunity to go abroad because of some silly mistakes for which I had to suffer a lot.,anger
sadness,"It was at the time of my M.Sc exam, when I was not in a position to take the exam after having studied seriously.",sadness
disgust,"When I opted for my research field, for them the percentage of marks was more important than my knowledge.",disgust
joy,When I got the first compound through column.,joy
fear,When I did not get the compound which is known.,fear
anger,When I got low marks in B.Sc final.,anger
sadness,When my first love was not successful.,sadness
disgust,When mix was coming from column for several days.,disgust
joy,"It was about a fortnight ago, I was declared successful in the U.G.C exam this year only four in Bombay succeeded. My joy knew no bounds.",joy
fear,"When I was a kid, I always opened the door to greet my father when he came back from work. One day it so happened that his hair was scattered due to over-crowding in the train, and when I opened the door as usual I saw something else. I was so scared that I could not talk.",fear
anger,"This also happened when I was very small. I was beaten up by my mother for no fault of mine, I had just beaten up my younger brother for what I thought was his fault. I was very angry with my mother.",anger
sadness,"After studying a lot for my H.S.C exams, I could not make it to the medical stream and I felt sad about this.",sadness
joy,"When I got admission in M.Sc I Organic Chemistry, I was very happy.",joy
fear,When I came to know that my exams were on two successive days and that there was very little time about 9-10 hours to study in between.,fear
anger,"I was very angry when my friend lost my practical is journal, which I needed to study for the exams.",anger
sadness,"I was very sad when I did not get admission in the English college, as I had 1% less marks than they wanted.",sadness
disgust,I was disgusted when our cricket team manager dropped me from the team.,disgust
joy,When I passed the TOEFEL with very good marks.,joy
fear,When I was going to take the practical exams.,fear
anger,When I was teased by my friend for not scoring good marks in the exams.,anger
sadness,When I was ditched by my girlfriend.,sadness
disgust,When I lost the notes of the lecturer I had borrowed from my friend.,disgust
joy,The moment I got the news that I had been selected for the U.G.C junior national research fellowship. It was a dream come true.,joy
fear,"My brother lost his temper and started smashing things in the house. I was quite scared, that something terrible might happen, till the situation was brought under control.",fear
anger,"I wanted to go to Bhopal for relief work gas tragedy. My boss simply refused to let me go, I was so angry that the only thought that came to my mind was to quit the job.",anger
sadness,"A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M.A level. It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital.",sadness
disgust,There was a family fight in my house some time back. My uncle had given me a watch as a present and I lost it. During the fight he accused me of having sold the watch. I was disgusted at his false accusations.,disgust
joy,"I have a girlfriend, who is almost like a daughter to me. She is studying out of station and I get to see her only once a year. Her arrival is always a joyous one.",joy
fear,"While I was pushing a court roller out of a ditch, I slipped and fell down and the roller rolled back towards me -down slope-It is a miracle that I still have my legs intact.",fear
anger,"I was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile, non co-operative guests. I felt frustation bordering on anger.",anger
disgust,"A railways officer, when asked by the ticket checker to produce his tickets, got very aggressive and started abusing and using his authority in a very wrong way.",disgust
joy,When I was successful at my work I was full of joy.,joy
fear,When I was treated improperly by someone.,fear
anger,"When bad and disgusting language is uttered by people, or when someone tries to show what is beyond his own capacities.",anger
sadness,"I missed my twin when I was on the verge of being thrown, which I disliked.",sadness
disgust,"When Kanishka was blown up, I really felt disgusted at people killing each other.",disgust
joy,When I received the best actor award at the inter-college drama competition. It gave me tremendous joy and satisfaction which lasted for several days.,joy
fear,When my mother met with a serious accident and there was danger that she would not survive and if she did she would loose her memory.,fear
anger,"When an acquaintance of mine beat up another person for no just reason, and thus showed off his power.",anger
sadness,When a friend of mine died in a hiking accident. I was not present there and only got the news later.,sadness
joy,I felt this emotion when my name was announced on the radio that I had been selected to come to Lilongwe School for Health Sciences to take a training course as a Medical Assistat.,joy
fear,I felt the above condition when I took my brother is bicycle to a market and unfortunately the bicycle was stolen and I did not know how I could tell the owner about the stolen bicycle.,fear
anger,I felt angry when my only pair of trousers was stolen and could not be able to find out who the thief was or anyone who knew about the story.,anger
sadness,I felt sad when my dear friend was needed from training school due to his failure in a number of subjects and simply did not know what he had to do.,sadness
disgust,I felt the emotion when I entered a certain ward in the hospital to visit my relative who was sick.,disgust
joy,"When I was at school, no one thought I could pass my MCE so at the end of the year my name was announced on the radio that I had passed. I was the happiest person.",joy
fear,I was living with my brother and one day he went away on business and I was left alone to look after the house and the property. At night thieves came and wanted to break into the house.,fear
anger,My young brother took my wristwatch in my abscence and sold it to his friend at a cheaper price.,anger
sadness,I had a girlfriend who lived several kilometers away from my home. One day she wrote me that she would visit me. On her way she had a car accident and was badly injured. I was very sorry to see her lying in a bed in the hospital.,sadness
disgust,"One of my best friends was found lying flat on the road because he was drunk and was taken by the police and put in a cell. I went to see him the following morning, the place was really a mess and was smelling badly. I did not like it.",disgust
joy,When I was accepted to study at this school I was very happy.,joy
fear,I was moving in the graveyard at 6.00 pm one day and was griped by fear because I was told that ghosts detain people moving there at night.,fear
anger,There is a mad boy in our village. This boy hit me with a raw paw-paw in the face.,anger
sadness,It was last September when I felt very sad. It was when I heard that I was not selected to study in the University of Malawi.,sadness
disgust,In Ward 1A was an epileptic patient who was burnt the whole body and was stinking very much such that the whole ward was affected. Few people could come near him.,disgust
joy,It was in December last year that I was chosen to come to this Institution to study as a Medical Assistant.,joy
fear,In March I was busy studying during the night I could only sleep two or three hours only for fear that I would be weeded and sent back.,fear
anger,I once caught a letter in my girlfriend is handbag from a certain man. I felt anger.,anger
sadness,I was once nominated as an Officer Cadet in the Armed Forces and my name was cancelled on the list of nominees of those who were sent to Kenya for Training.,sadness
disgust,"The time I went to see one of my girlfriends at Area 18 I found that she was not there but in the room she was sleeping, in the same room there were some women visitors with children so the room was smelling very badly with some faeces and urine in it so I did not stay any longer.",disgust
joy,There was joy in me when I heard that I was to take a course as a Medical Assistant.,joy
fear,When I saw a dead body in the mortuary I became afraid and I was filled with fear.,fear
anger,A certain Area Party Secretary came home in the morning and said we had to leave our home and build somewhere and the reason being that they wanted to establish a market. The Chairman knew nothing about it and was very angry.,anger
sadness,I was so sad when I heard that my Uncle had passed away. He was the only man who was supporting my parents as well as myself.,sadness
disgust,I was disgusted with my girlfriend is behaviour. She was going out with other boys who were also my friends.,disgust
joy,"When I was in Form 4, at Secondary School, I was elected as a school Library Assistant and also the leader of Catholic Students, so I felt very joyous.",joy
fear,I broke my uncle is Radio player accidentally and so I feared that he was going to cut me off from going to his house as well as playing it again.,fear
anger,It was in March 1985 when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch I got angry when he was telling me but the anger did not take long to fade.,anger
sadness,"When I was about to write my Junior Certificate Exams, I received sad news telling me that my elder sister had passed away.",sadness
disgust,I was disgusted with the behaviour of one of my fellow students during my Secondary School life. He was a habitual noise-maker and caused great conflicts with the teachers.,disgust
joy,The joy came to me when I heard that I was going to start a Medical course at the Lilongwe School for Health Sciences.,joy
fear,The emotion came when I misbehaved at school and the Principal threatened me that I was going to be expelled.,fear
anger,The emotion came when a certain boy opened my locker without my knowledge.,anger
sadness,The sadness came to me when I heard that my girlfriend whom I loved so much got married to another man before a rebuff from her.,sadness
disgust,The emotion came to me when a certain girl who was not polite to her mother hit her sister severely.,disgust
joy,When I was told that I was selected to attend Medical Assistant Training.,joy
fear,When I was told to attend an operation in theatre.,fear
anger,This situation happened when my friend John ate my banana which I kept in the cupboard.,anger
sadness,When I was told that my father had passed away.,sadness
disgust,This situation occurred when I entered into a smelling ward.,disgust
joy,When my father married a certain lady. The reception was held at Kasungu town Hall.,joy
fear,At night when I was coming from Lingadzi Inn I heard a hyena crying in the Lingadzi jungle. I was alone.,fear
anger,I felt angry when I was told that I had not been selected to go to the University.,anger
sadness,I felt sad when I was told to walk out of the classroom because I was within the row of students who were making noise.,sadness
disgust,I felt disgusted when a certain lady spoke words of sarcasm when I was trying to propose to her.,disgust
joy,My girlfriend who had been very far away from me came to my place. She saw me and ran after me. I did not know that she had come. I could not see her. She held my shoulders standing behind me.,joy
fear,I was given a wristwatch by my first girl and after two days another girl of mine also gave me a wristwatch.,fear
anger,My girlfriend mentioned a certain girl is name who was my girl some time back and she is no longer mine that she said she was still mine.,anger
sadness,I had been caught red-handed having stolen some paw-paw. I was then taken the elders owning the paw-paws.,sadness
disgust,I was double crossing Mercy and Maria. They one day came to know each other. I was found by Mercy red-haded when I was with Maria.,disgust
joy,This happened when I was selected to go to Secondary school to start Form I in October 1980.,joy
fear,As I was taking venous blood from another patient I introduced air into the place of puncturing and there was a swelling which is dangerous to the patient hence I became afraid.,fear
anger,My lovely girlfriend double-crossed me and so that I found her chatting with another guy.,anger
sadness,I really became sad when mother passed away while I was very young.,sadness
disgust,I was disgusted when my brother was arrested because of stealing money.,disgust
joy,I felt joy when I passed my Malawi School Certificate of Education.,joy
fear,When I had crossed Lilongwe forest I heard that there was a rabid hyena just near the path in the forest.,fear
anger,I was angry when I heard that my only girl was going about with another man. So I decided to drop her but later the story came to be untrue.,anger
sadness,When I was not selected to go to the University of Malawi I felt very sad.,sadness
disgust,When I was presumed to have stolen maize from the school garden.,disgust
joy,When I married my wife and took her home for the first time.,joy
fear,When my friend was involved in a car accident.,fear
anger,When I was charmed by my relatives.,anger
sadness,When my mother died in August 1978.,sadness
disgust,When I entered the wound intensive care at the Central Hospital in Blantyre which was stinking.,disgust
joy,My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission.,joy
fear,I had fear when I was left alone at the bus depot at night. I had problems of how to move to this place.,fear
anger,I felt angry when I heard that my sister had failed the Examinations which we hoped she was going to pass with distinctions.,anger
sadness,I felt sad when I heard that my girlfriend was double-crossing me with the boy who is my best friend.,sadness
disgust,I felt disgust when I saw a friend walking in stagnant water without putting on gum boots.,disgust
joy,The joy came when I first proposed a girl at Secondary School.,joy
fear,As I was in a ward one man died and I was instructed to watch the last offices. But this was my first time to see a dead person fear came.,fear
anger,I was very angry when I heard that my brother was beaten by his friends.,anger
sadness,I was very sad when I heard about the death of my teacher who taught me in Standard 8.,sadness
disgust,I was disgusted to see a person vomitting and I was told to clean the place where the vomit was.,disgust
joy,"My sister gave birth to twins, healthy ones.",joy
fear,I was looking after my father is sheen in the forest. One day while playing with friends from neighbouring villages the flock escaped me and went into a far place. It became dark and I was afraid of father. I went home and hid myself.,fear
anger,I planned to travel a distance of 20 kilometres on my bike. I planned this when I was working in the hospital. When I went to the house I found that a friend had taken my bike without my consent.,anger
sadness,It was in the evening when I heard that my girl went to Zambia and that she would never come back.,sadness
disgust,A sister broke a cup and when mother asked I was reported to have been responsible.,disgust
joy,This emotion happened when I passed my primary school examination and was selected for Secondary School.,joy
fear,At primary school I was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster.,fear
anger,I was very angry when one day I went to see my girlfriend I talked to her and could not answer back. She was depressed for reasons which were not known to me.,anger
sadness,I was very sad when I was shouted at by Uncle and was told that I was not to be given school fees because I did not go to work in the garden since I had gone to escort my sister to the bus depot.,sadness
disgust,"I was disgusted when I was told to dress a big rotten stinky wound which, coming closer, made me feel like vomitting.",disgust
joy,It was August 30th when I heard on the radio that I passed my M.C.E. exams and I was really happy and joyous because of the event.,joy
fear,I was walking alone along the place where people fear that there are always thieves there and the people who kill their friends during the night two months ago.,fear
anger,I once was accused of falling in love with someone is girlfriend which was not true because the girl was just a friend of mine.,anger
sadness,It was when I failed standard 8 exams while all my friends passed and went to secondary school. In class I was always getting more marks than they did.,sadness
disgust,"My first day to work in hospital, when I was dressing wounds I was disgusted when I came across one wound with a very bad smell.",disgust
joy,It was when I was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination.,joy
fear,When two hyenas made crying noise on the window of my bedroom at home when I was preparing for my MCE examination during the night.,fear
anger,It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities.,anger
sadness,I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.,sadness
disgust,It was when my father beat my mother while she was ill for three weeks and now she was recovering.,disgust
joy,This came in when at one time I met a girl who I did not expect to fall in love with me. Fortunately I tried my luck and she accepted my proposal. At the same time she was giving me a lot of money which was just like a miracle to me.,joy
fear,When I was travelling at night.,fear
anger,"I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster.",anger
sadness,When I was at school.,sadness
disgust,One of those days when I was going to school with my brother and he annoyed me.,disgust
joy,"That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S.",joy
fear,Fear came towards the end of May when the P.T.S. results were out after hearing the failure of my fellow three friends.,fear
anger,I was once this week angry when soemone trying to compress my mind due to his nonsense speech which himself could not tolerate at all.,anger
sadness,"This condition accumulated in my mind when funeral news was brought to my awareness, that a close relative had passed away.",sadness
disgust,A condition in which I was disgusted followed when I lost money on my way home from the college.,disgust
joy,It was when I was selected to go to a Secondary school to start form I.,joy
fear,It was when I stepped on a python snake unknowingly while it was sleeping near a baobab tree.,fear
anger,It was when my friend had stolen my money K10 and had disappeared.,anger
sadness,It was when my father was taken into detention by the CIDS for two years for a reason I do not know up to now.,sadness
disgust,It was when I drunk urine during my childhood thinking it was water. My friend had urinated in the tin.,disgust
joy,Time had struck 8 o'clock when I heard from the radio that I had been selected to Robert Blake Secondary School for Form I. I was very happy for the selection. My parents and I were very happy and full of joy.,joy
fear,"My brother had bowel obstruction, having heard that he was going for surgery, I was afraid he might not come back to life after hearing of the General Anaesthesia.",fear
anger,I felt very angry after one driver had run over my beloved niece.,anger
sadness,"I was away to school Primary. In my abscence my young brother at home got sick suddenly. My parents took him to hospital. On the way he died. It came to me as a sad, sudden and shocking news and I felt very sad.",sadness
disgust,I felt disgusted when I went to one of the Central hospitals where my hope of getting good treatment was turned down by one of the doctors who said I was alright despite my feeling pain.,disgust
joy,When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education.,joy
fear,When I heard that there is teasing and bulling at Secondary School.,fear
anger,When I heard that I was not to be provided with another pair of medical uniform.,anger
sadness,When I heard that my father had passed away.,sadness
disgust,When I vomitted a lump of blood.,disgust
joy,I met my girlfriend on the way and she joyfully welcomed me on the way home.,joy
fear,One time I set up my journey at night going to a certain bar. On the way I met my friends and they told me that two people had died because of heavy fighting. I proceeded on but with fear.,fear
anger,"An incident occurred to me when I was going home with my girlfriend. On the way, a man named Banda grabbed my girlfriend in my presence. I was really angry with him and as a result I threw stones at him and he ran away.",anger
sadness,When I found my baby whipped by my Auntie. I was really sad and up to this moment my sadness is still on.,sadness
disgust,I was really disgusted when I saw one of my friends soiling on his clothes. I thought he was mad.,disgust
joy,I felt happy when I saw my brother at the bus depot after 3 months without seing each other.,joy
fear,"When we were going to Nkhoma last Saturday the vehicle was moving very fast, so I feared we might crash since the road was too rough.",fear
anger,When they put the blame on me when I scored the third goal at the match.,anger
sadness,"I felt very sad when I lost my three Kwacha at civo Stadium when Sam Mangwana was playing some Rumba records. That was not what I expected, I wanted some Disco records.",sadness
disgust,In ward 2A there was a patient suffering from Syphilitic Paraplegia and had pressure sores. The wounds had offensive smell that only a few people .... the place.,disgust
joy,On December the 28th I was filled with Joy when I was told by my bosses that I had been selected to attend a course at the Lilongwe School for Health Scienced in Lilongwe.,joy
fear,It was last week on Saturday night when I was at Mchesi. I feared to cross the Lilongwe River Bridge to come back to School due to darkness until somebody had to escort me.,fear
anger,"It was at Malawi Army, Dormer Squadron, when some of my workmates got promoted to Seargents sgts; we were having similar Ranks.",anger
sadness,"It was mid May 1985, When we had a Test on Nursing. My classmate had an answer sheet, so he tried to peep. The Nursing Tutor caught him. During this time I was turning my question paper and it made noise. This friend blamed me of causing the whole matter for him to be caught.",sadness
disgust,In May somebody blamed me that I made him to be caught while peeping during the Nursing Test which made me feel disgusted.,disgust
joy,I felt joy when I heard over the radio that I had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School.,joy
fear,One day I was busy day dreaming along the road and suddenly I heard the sound of jamming car braked behind me. I woke up from my dreams and it was about to crash me.,fear
anger,"When I was doing my last year at Secondary School I was robbed of my clothes, wristwatch and my pair of shoes. After investigations it was found that all the things were stolen by one of the boys in our hostel.",anger
sadness,It was on 9th January 1983 when I received a message from home telling me that my father passed away on the previous day with a history of cancer of the oesophagus. This time I was doing my third year of my Secondary School.,sadness
disgust,I was stopped from entering a party while I was at School but I had an Invitation card with me. This was done because they said I was too young to join elderly people.,disgust
joy,When I had an anticipatory honey-moon with my fiancTe.,joy
fear,When it was found that I had gone out of the school premises without permisssion and at the wrong time.,fear
anger,When a classmate hit me on my occipital region when I was busy studying and concentrating on my classnotes.,anger
sadness,When my father died.,sadness
disgust,When somebody made me touch human faeces.,disgust
joy,When I heard my name being announced on the radio that I had been successful in an interview for admittance for a medical Assistant training course. I was really happy and I enjoyed myself by dancing to music from the Radio cassette.,joy
fear,One time I was injured when I was playing football at School in Blantyre. I was brought to the hospital while my leg was totally swollen. The x-rays confirmed there was no fracture but collection of blood n the muscles. I feared when they started to incise the swollen part with surgical blade.,fear
anger,One day I was really angry when all my food was eaten by a dog. My anger was against my mother because she was careless. She did not keep the food in a hidden and proper place.,anger
sadness,One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I did not expect that girl to disappoint me I regarded her as being very faithful.,sadness
disgust,One time at the hospital I passed near the intensive care room. The offensive smell that came out disgusted me in such a way that I did not even dare to enter the room.,disgust
joy,When I was selected to start Form I at Chilumba Secondary School out of the 100 pupils I was among the 4 who were successful. Family History showed that I had done better than all my brothers who had passed after repeating for several times.,joy
fear,We went fishing some 5 or 8 kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives.,fear
anger,"I was angered by a classmate who poured soup on to my clothes. He was trying to use a short-cut method in getting his supper. Coming behind my back, he was not noticed by me and as I was retreating from a hungry congested people I knocked his plate with my head. He did not accept being wrong but blamed me for pouring his soup.",anger
sadness,I was sad when my MCE grades were out. I had gone for a football match a mile away from home. The mail found me there. I was disappointed and did not play the other half of the match.,sadness
disgust,I was dancing Malipenga traditional dance. I exaggerated the steps I was supposed to make in the negative way. This happened in front of spectators. It was bad for our Boma group because I was on the front line where ability is displayed and it is this ability that counts when choosing the winning side.,disgust
joy,I passed my MCE Examination. at first I was worried but when I heard my name I had joy in my heart and I arranged for a trip to attend a wedding ceremony.,joy
fear,I was studying in class at night. I was in Form II by then. There were rumours about an earthquake. That night dogs were chasing one another and passed through the window outside the classroom. Those who saw the dogs thought it was a lion and were terrified. Trying to run away the desks were dragged and there was a shaking movement. I thought it was an earthquake and jumped out of the window.,fear
anger,Someone told a lie that I had stolen his money.,anger
sadness,My Uncle was beaten by his troublesome son. He fell unconscious and gained consciousness after some time. That time I was at school; this news reached me through someone.,sadness
disgust,"I felt disgust when I received visitors at an odd hour. I was seriously preparing for Examinations, so I did not appreciate their coming.",disgust
