sentiment,text,other,tweet_text
fear,"When two hyenas made crying noise on the window of my bedroom at
home when I was preparing for my MCE examination during the
night.",,when two hyenas made crying noise on the window of my bedroom athome when i was preparing for my mce examination during thenight.
anger,"It was when my Instructor awoke me late at night to get prepared
for the training at Military college when he was coming back from
his personal social activities.",,it was when my instructor awoke me late at night to get preparedfor the training at military college when he was coming back fromhis personal social activities.
sadness,"I slept in a tent at the Barracks which caught fire at night and
my best possessions got burnt in there.",,i slept in a tent at the barracks which caught fire at night andmy best possessions got burnt in there.
disgust,"It was when my father beat my mother while she was ill for three
weeks and now she was recovering.",,it was when my father beat my mother while she was ill for threeweeks and now she was recovering.
shame,"When parents of a certain girl refused to let me marry their
daughter because I was not fit to do so yet the girl accepted
everything and later she followed what her parents insisted and
she told me never to talk to her again.",,when parents of a certain girl refused to let me marry theirdaughter because i was not fit to do so yet the girl acceptedeverything and later she followed what her parents insisted andshe told me never to talk to her again.
guilt,"The time I was at secondary school during the holiday I appeared
to my father while heavily drunk and I talked nonsense like in
some sort of carefree.",,the time i was at secondary school during the holiday i appearedto my father while heavily drunk and i talked nonsense like insome sort of carefree.
joy,"This came in when at one time I met a girl who I didn't expect to
fall in love with me. Fortunately I tried my luck and she accepted
my proposal. At the same time she was giving me a lot of money
which was just like a miracle to me.",,this came in when at one time i met a girl who i did not expect tofall in love with me. fortunately i tried my luck and she acceptedmy proposal. at the same time she was giving me a lot of moneywhich was just like a miracle to me.
fear,When I was travelling at night.,,when i was travelling at night.
anger,"I experienced this when one of my friends reported to the
Headmaster that I had gone out for beer, whilst the information
was not true at all. So I had to fight the friend before the
Headmaster.",,"i experienced this when one of my friends reported to theheadmaster that i had gone out for beer, whilst the informationwas not true at all. so i had to fight the friend before theheadmaster."
sadness,When I was at school.,,when i was at school.
disgust,"One of those days when I was going to school with my brother and
he annoyed me.",,one of those days when i was going to school with my brother andhe annoyed me.
shame,"This was when one of the Clinical officers scolded us in the
hospital on how to make beds but we did not deserve to be
scolded.",,this was when one of the clinical officers scolded us in thehospital on how to make beds but we did not deserve to bescolded.
joy,"That was soon after the results of the interview which nearly
9,000 people attended in all the three regions of Malawi. My joy
came after hearing on the radio that I was one of the people
selected to undergo the Medical Assistant training at the
L.S.H.S.",,"that was soon after the results of the interview which nearly9,000 people attended in all the three regions of malawi. my joycame after hearing on the radio that i was one of the peopleselected to undergo the medical assistant training at thel.s.h.s."
fear,"Fear came towards the end of May when the P.T.S. results were out
after hearing the failure of my fellow three friends.",,fear came towards the end of may when the p.t.s. results were outafter hearing the failure of my fellow three friends.
anger,"I was once this week angry when soemone trying to compress my
mind due to his nonsense speech which himself could not tolerate
at all.",,i was once this week angry when soemone trying to compress mymind due to his nonsense speech which himself could not tolerateat all.
sadness,"This condition accumulated in my mind when funeral news was
brought to my awareness, that a close relative had passed away.",,"this condition accumulated in my mind when funeral news wasbrought to my awareness, that a close relative had passed away."
disgust,"A condition in which I was disgusted followed when I lost money
on my way home from the college.",,a condition in which i was disgusted followed when i lost moneyon my way home from the college.
shame,"I was very ashamed when I was neglected by a certain friend whom
I was thinking loved me very much.",,i was very ashamed when i was neglected by a certain friend whomi was thinking loved me very much.
guilt,"I once felt guilty when a certain passenger in the same (ship,
plane ?) which I boarded when coming from home lost his 10t which
in fact fell into my pocket unknowingly.",,"i once felt guilty when a certain passenger in the same ship,plane ? confusion which i boarded when coming from home lost his 10t whichin fact fell into my pocket unknowingly."
joy,"It was when I was selected to go to a Secondary school to start
form I.",,it was when i was selected to go to a secondary school to startform i.
fear,"It was when I stepped on a python (snake) unknowingly while it
was sleeping near a baobab tree.",,it was when i stepped on a python snake confusion unknowingly while itwas sleeping near a baobab tree.
anger,"It was when my friend had stolen my money (K10) and had
disappeared.",,it was when my friend had stolen my money k10 confusion and haddisappeared.
sadness,"It was when my father was taken into detention by the CIDS for
two years for a reason I don't know up to now.",,it was when my father was taken into detention by the cids fortwo years for a reason i do not know up to now.
disgust,"It was when I drunk urine during my childhood thinking it was
water. My friend had urinated in the tin.",,it was when i drunk urine during my childhood thinking it waswater. my friend had urinated in the tin.
shame,"It was when my father caught me with a girl in dark corners and
asked me what I was doing there.",,it was when my father caught me with a girl in dark corners andasked me what i was doing there.
guilt,"It was when I injured a friend accidentally with a stone. It made
a cut on the cheeks which resulted in suturing.",,it was when i injured a friend accidentally with a stone. it madea cut on the cheeks which resulted in suturing.
joy,"Time had struck 8 o'clock when I heard from the radio that I had
been selected to Robert Blake Secondary School for Form I. I was
very happy for the selection. My parents and I were very happy
and full of joy.",,time had struck 8 o'clock when i heard from the radio that i hadbeen selected to robert blake secondary school for form i. i wasvery happy for the selection. my parents and i were very happyand full of joy.
fear,"My brother had bowel obstruction, having heard that he was going
for surgery, I was afraid he might not come back to life after
hearing of the General Anaesthesia.",,"my brother had bowel obstruction, having heard that he was goingfor surgery, i was afraid he might not come back to life afterhearing of the general anaesthesia."
anger,I felt very angry after one driver had run over my beloved niece.,,i felt very angry after one driver had run over my beloved niece.
sadness,"I was away to school (Primary). In my abscence my young brother
at home got sick suddenly. My parents took him to hospital. On
the way he died. It came to me as a sad, sudden and shocking
news and I felt very sad.",,"i was away to school primary confusion . in my abscence my young brotherat home got sick suddenly. my parents took him to hospital. onthe way he died. it came to me as a sad, sudden and shockingnews and i felt very sad."
disgust,"I felt disgusted when I went to one of the Central hospitals
where my hope of getting good treatment was turned down by one of
the doctors who said I was alright despite my feeling pain.",,i felt disgusted when i went to one of the central hospitalswhere my hope of getting good treatment was turned down by one ofthe doctors who said i was alright despite my feeling pain.
shame,"I was in my room, I just heard that my Uncle had been caught in
somebody's house with somebody's wife. He had to appear in court.
I went to see what would happen to him.",,"i was in my room, i just heard that my uncle had been caught insomebody is house with somebody is wife. he had to appear in court.i went to see what would happen to him."
guilt,"I felt guilty after hearing that my girlfriend with whom I had
spent most of my time was pregnant.",,i felt guilty after hearing that my girlfriend with whom i hadspent most of my time was pregnant.
joy,"When I heard that I had passed Primary School Leaving Certificate
and was selected to go for Secondary education.",,when i heard that i had passed primary school leaving certificateand was selected to go for secondary education.
fear,"When I heard that there is teasing and bulling at Secondary
School.",,when i heard that there is teasing and bulling at secondaryschool.
anger,"When I heard that I was not to be provided with another pair of
medical uniform.",,when i heard that i was not to be provided with another pair ofmedical uniform.
sadness,When I heard that my father had passed away.,,when i heard that my father had passed away.
disgust,When I vomitted a lump of blood.,,when i vomitted a lump of blood.
shame,"When a certain girl I believed to be my life partner refused an
engagement.",,when a certain girl i believed to be my life partner refused anengagement.
guilt,"When I didn't notify someone that he was summoned by a headmaster
and as a result he ended being on a heavy punishment.",,when i did not notify someone that he was summoned by a headmasterand as a result he ended being on a heavy punishment.
joy,"I met my girlfriend on the way and she joyfully welcomed me on
the way home.",,i met my girlfriend on the way and she joyfully welcomed me onthe way home.
fear,"One time I set up my journey at night going to a certain bar. On
the way I met my friends and they told me that two people had
died because of heavy fighting. I proceeded on but with fear.",,one time i set up my journey at night going to a certain bar. onthe way i met my friends and they told me that two people haddied because of heavy fighting. i proceeded on but with fear.
anger,"An incident occurred to me when I was going home with my
girlfriend. On the way, a man named Banda grabbed my girlfriend
in my presence. I was really angry with him and as a result I
threw stones at him and he ran away.",,"an incident occurred to me when i was going home with mygirlfriend. on the way, a man named banda grabbed my girlfriendin my presence. i was really angry with him and as a result ithrew stones at him and he ran away."
sadness,"When I found my baby whipped by my Auntie. I was really sad and
up to this moment my sadness is still on.",,when i found my baby whipped by my auntie. i was really sad andup to this moment my sadness is still on.
disgust,"I was really disgusted when I saw one of my friends soiling on
his clothes. I thought he was mad.",,i was really disgusted when i saw one of my friends soiling onhis clothes. i thought he was mad.
shame,"One day I went for a bath. I took off my clothes and as soon as I
had finished my brother came in. I felt sad and I found no reason
why he came in.",,one day i went for a bath. i took off my clothes and as soon as ihad finished my brother came in. i felt sad and i found no reasonwhy he came in.
guilt,"One day I took a packet of sweets from a certain Grocery at
Nathenje. Then later on I started to feel guilty and realised
that I had done a wrong thing to him.",,one day i took a packet of sweets from a certain grocery atnathenje. then later on i started to feel guilty and realisedthat i had done a wrong thing to him.
joy,"I felt happy when I saw my brother at the bus depot after 3
months without seing each other.",,i felt happy when i saw my brother at the bus depot after 3months without seing each other.
fear,"When we were going to Nkhoma last Saturday the vehicle was moving
very fast, so I feared we might crash since the road was too
rough.",,"when we were going to nkhoma last saturday the vehicle was movingvery fast, so i feared we might crash since the road was toorough."
anger,"When they put the blame on me when I scored the third goal at the
match.",,when they put the blame on me when i scored the third goal at thematch.
sadness,"I felt very sad when I lost my three Kwacha at civo Stadium when
Sam Mangwana was playing some Rumba records. That was not what I
expected, I wanted some Disco records.",,"i felt very sad when i lost my three kwacha at civo stadium whensam mangwana was playing some rumba records. that was not what iexpected, i wanted some disco records."
disgust,"In ward 2A there was a patient suffering from Syphilitic
Paraplegia and had pressure sores. The wounds had offensive smell
that only a few people .... the place.",,in ward 2a there was a patient suffering from syphiliticparaplegia and had pressure sores. the wounds had offensive smellthat only a few people .... the place.
shame,"It was when we were beaten or lost the football match by 5-1 and
then I scored the third goal to my own side.",,it was when we were beaten or lost the football match by 5-1 andthen i scored the third goal to my own side.
guilt,"When I scored the third goal to my own side at a football match
against William Murray Secondary School and we were badly
defeated.",,when i scored the third goal to my own side at a football matchagainst william murray secondary school and we were badlydefeated.
joy,"On December the 28th I was filled with Joy when I was told by my
bosses that I had been selected to attend a course at the
Lilongwe School for Health Scienced in Lilongwe.",,on december the 28th i was filled with joy when i was told by mybosses that i had been selected to attend a course at thelilongwe school for health scienced in lilongwe.
fear,"It was last week on Saturday night when I was at Mchesi. I feared
to cross the Lilongwe River Bridge to come back to School due to
darkness - until somebody had to escort me.",,it was last week on saturday night when i was at mchesi. i fearedto cross the lilongwe river bridge to come back to school due todarkness until somebody had to escort me.
anger,"It was at Malawi Army, Dormer Squadron, when some of my workmates
got promoted to Seargents (sgts); we were having similar
Ranks.",,"it was at malawi army, dormer squadron, when some of my workmatesgot promoted to seargents sgts confusion ; we were having similarranks."
sadness,"It was mid May 1985, When we had a Test on Nursing. My classmate
had an answer sheet, so he tried to peep. The Nursing Tutor
caught him. During this time I was turning my question paper and
it made noise. This friend blamed me of causing the whole matter
for him to be caught.",,"it was mid may 1985, when we had a test on nursing. my classmatehad an answer sheet, so he tried to peep. the nursing tutorcaught him. during this time i was turning my question paper andit made noise. this friend blamed me of causing the whole matterfor him to be caught."
disgust,"In May somebody blamed me that I made him to be caught while
peeping during the Nursing Test which made me feel disgusted.",,in may somebody blamed me that i made him to be caught whilepeeping during the nursing test which made me feel disgusted.
shame,"In our class we had a test on Nursing, so a friend from the Army
was caught peeping, by using a paper which had already answers
which was written by him. So all of us from the Army got ashamed.",,"in our class we had a test on nursing, so a friend from the armywas caught peeping, by using a paper which had already answerswhich was written by him. so all of us from the army got ashamed."
guilt,"It was on January 1st 1985 when I accidentally broke a Fanta
bottle in a certain bottle store in Zomba.",,it was on january 1st 1985 when i accidentally broke a fantabottle in a certain bottle store in zomba.
joy,"I felt joy when I heard over the radio that I had been successful
in my Primary School Leaving Certificate Examination and was
selected for Secondary School.",,i felt joy when i heard over the radio that i had been successfulin my primary school leaving certificate examination and wasselected for secondary school.
fear,"One day I was busy day dreaming along the road and suddenly I
heard the sound of jamming car braked behind me. I woke up from
my dreams and it was about to crash me.",,one day i was busy day dreaming along the road and suddenly iheard the sound of jamming car braked behind me. i woke up frommy dreams and it was about to crash me.
anger,"When I was doing my last year at Secondary School I was robbed of
my clothes, wristwatch and my pair of shoes. After investigations
it was found that all the things were stolen by one of the boys
in our hostel.",,"when i was doing my last year at secondary school i was robbed ofmy clothes, wristwatch and my pair of shoes. after investigationsit was found that all the things were stolen by one of the boysin our hostel."
sadness,"It was on 9th January 1983 when I received a message from home
telling me that my father passed away on the previous day with a
history of cancer of the oesophagus. This time I was doing my
third year of my Secondary School.",,it was on 9th january 1983 when i received a message from hometelling me that my father passed away on the previous day with ahistory of cancer of the oesophagus. this time i was doing mythird year of my secondary school.
disgust,"I was stopped from entering a party while I was at School but I
had an Invitation card with me. This was done because they said I
was too young to join elderly people.",,i was stopped from entering a party while i was at school but ihad an invitation card with me. this was done because they said iwas too young to join elderly people.
shame,"In 1972 I failed my Examination because of my own crooky
behaviour of dodging from Examinations.",,in 1972 i failed my examination because of my own crookybehaviour of dodging from examinations.
guilt,"A child was admitted in hospital with Meningitis. I was asked to
do lumber puncture to obtain Celebral Spinal fluid for diagnostic
purposes. Since the condition was already bad, the child died as
soon as I finished the procedure.",,"a child was admitted in hospital with meningitis. i was asked todo lumber puncture to obtain celebral spinal fluid for diagnosticpurposes. since the condition was already bad, the child died assoon as i finished the procedure."
joy,When I had an anticipatory honey-moon with my fiancTe.,,when i had an anticipatory honey-moon with my fiancte.
fear,"When it was found that I had gone out of the school premises
without permisssion and at the wrong time.",,when it was found that i had gone out of the school premiseswithout permisssion and at the wrong time.
anger,"When a classmate hit me on my occipital region when I was busy
studying and concentrating on my classnotes.",,when a classmate hit me on my occipital region when i was busystudying and concentrating on my classnotes.
sadness,When my father died.,,when my father died.
disgust,When somebody made me touch human faeces.,,when somebody made me touch human faeces.
shame,Soiled my short trousers with faeces.,,soiled my short trousers with faeces.
guilt,"When a crawling child got burnt because of my negligence to keep
the child away from the fire.",,when a crawling child got burnt because of my negligence to keepthe child away from the fire.
joy,"When I heard my name being announced on the radio that I had been
successful in an interview for admittance for a medical Assistant
training course. I was really happy and I enjoyed myself by
dancing to music from the Radio cassette.",,when i heard my name being announced on the radio that i had beensuccessful in an interview for admittance for a medical assistanttraining course. i was really happy and i enjoyed myself bydancing to music from the radio cassette.
fear,"One time I was injured when I was playing football at School in
Blantyre. I was brought to the hospital while my leg was totally
swollen. The x-rays confirmed there was no fracture but
collection of blood n the muscles. I feared when they started to
incise the swollen part with surgical blade.",,one time i was injured when i was playing football at school inblantyre. i was brought to the hospital while my leg was totallyswollen. the x-rays confirmed there was no fracture butcollection of blood n the muscles. i feared when they started toincise the swollen part with surgical blade.
anger,"One day I was really angry when all my food was eaten by a dog.
My anger was against my mother because she was careless. She
didn't keep the food in a hidden and proper place.",,one day i was really angry when all my food was eaten by a dog.my anger was against my mother because she was careless. shedidn't keep the food in a hidden and proper place.
sadness,"One day I came across a certain boy who was intruding my
friendship as lovers with my girlfriend and I was very sad
because I didn't expect that girl to disappoint me I regarded her
as being very faithful.",,one day i came across a certain boy who was intruding myfriendship as lovers with my girlfriend and i was very sadbecause i did not expect that girl to disappoint me i regarded heras being very faithful.
disgust,"One time at the hospital I passed near the intensive care room.
The offensive smell that came out disgusted me in such a way that
I didn't even dare to enter the room.",,one time at the hospital i passed near the intensive care room.the offensive smell that came out disgusted me in such a way thati did not even dare to enter the room.
shame,"At one occasion I was ashamed of being refused after a proposal
for a friendship with a certain girl. I was ashamed because she
refused publically in the presence of my fellow friends.",,at one occasion i was ashamed of being refused after a proposalfor a friendship with a certain girl. i was ashamed because sherefused publically in the presence of my fellow friends.
guilt,"I once stole my father's money and denied having done it. Instead
father threatened my young brother and he was beaten. He was
innocent and I felt guilty.",,i once stole my father is money and denied having done it. insteadfather threatened my young brother and he was beaten. he wasinnocent and i felt guilty.
joy,"When I was selected to start Form I at Chilumba Secondary School
out of the 100 pupils I was among the 4 who were successful.
Family History showed that I had done better than all my brothers
who had passed after repeating for several times.",,when i was selected to start form i at chilumba secondary schoolout of the 100 pupils i was among the 4 who were successful.family history showed that i had done better than all my brotherswho had passed after repeating for several times.
fear,"We went fishing some 5 or 8 kilometers off the shore of Lake
Malawi. Before we could settle down the lake became very rough to
the point of threatening our lives.",,we went fishing some 5 or 8 kilometers off the shore of lakemalawi. before we could settle down the lake became very rough tothe point of threatening our lives.
anger,"I was angered by a classmate who poured soup on to my clothes. He
was trying to use a short-cut method in getting his supper.
Coming behind my back, he wasn't noticed by me and as I was
retreating from a hungry congested people I knocked his plate
with my head. He didn't accept being wrong but blamed me for
pouring his soup.",,"i was angered by a classmate who poured soup on to my clothes. hewas trying to use a short-cut method in getting his supper.coming behind my back, he was not noticed by me and as i wasretreating from a hungry congested people i knocked his platewith my head. he did not accept being wrong but blamed me forpouring his soup."
sadness,"I was sad when my MCE grades were out. I had gone for a football
match a mile away from home. The mail found me there. I was
disappointed and didn't play the other half of the match.",,i was sad when my mce grades were out. i had gone for a footballmatch a mile away from home. the mail found me there. i wasdisappointed and did not play the other half of the match.
disgust,"I was dancing Malipenga (traditional dance). I exaggerated the
steps I was supposed to make in the negative way. This happened in
front of spectators. It was bad for our Boma (group) because I
was on the front line where ability is displayed and it is this
ability that counts when choosing the winning side.",,i was dancing malipenga traditional dance confusion . i exaggerated thesteps i was supposed to make in the negative way. this happened infront of spectators. it was bad for our boma group confusion because iwas on the front line where ability is displayed and it is thisability that counts when choosing the winning side.
shame,"News was spread that I had been found doing sexual intercourse
with a small girl. At first this annoyed me but later on I became
ashamed because many people seemed to believe it.",,news was spread that i had been found doing sexual intercoursewith a small girl. at first this annoyed me but later on i becameashamed because many people seemed to believe it.
guilt,"I argued with my father on matters concerning marriage.
Traditionally speaking, I was not supposed to, so I felt guilty
of violating my traditions which I must hold in esteem.",,"i argued with my father on matters concerning marriage.traditionally speaking, i was not supposed to, so i felt guiltyof violating my traditions which i must hold in esteem."
joy,"I passed my MCE Examination. at first I was worried but when I
heard my name I had joy in my heart and I arranged for a trip to
attend a wedding ceremony.",,i passed my mce examination. at first i was worried but when iheard my name i had joy in my heart and i arranged for a trip toattend a wedding ceremony.
fear,"I was studying in class at night. I was in Form II by then. There
were rumours about an earthquake. That night dogs were chasing
one another and passed through the window outside the classroom.
Those who saw the dogs thought it was a lion and were terrified.
Trying to run away the desks were dragged and there was a shaking
movement. I thought it was an earthquake and jumped out of the
window.",,i was studying in class at night. i was in form ii by then. therewere rumours about an earthquake. that night dogs were chasingone another and passed through the window outside the classroom.those who saw the dogs thought it was a lion and were terrified.trying to run away the desks were dragged and there was a shakingmovement. i thought it was an earthquake and jumped out of thewindow.
anger,Someone told a lie that I had stolen his money.,,someone told a lie that i had stolen his money.
sadness,"My Uncle was beaten by his troublesome son. He fell unconscious
and gained consciousness after some time. That time I was at
school; this news reached me through someone.",,my uncle was beaten by his troublesome son. he fell unconsciousand gained consciousness after some time. that time i was atschool; this news reached me through someone.
disgust,"I felt disgust when I received visitors at an odd hour. I was
seriously preparing for Examinations, so I did not appreciate
their coming.",,"i felt disgust when i received visitors at an odd hour. i wasseriously preparing for examinations, so i did not appreciatetheir coming."
shame,"I answered a certain question from Dr. Maqgda wrongly. She asked
something about Femur and my answer was saying something
concerning the brain. So I was very ashamed amongst my friends.",,i answered a certain question from dr. maqgda wrongly. she askedsomething about femur and my answer was saying somethingconcerning the brain. so i was very ashamed amongst my friends.
guilt,"I wrote a bad letter to someone concerning our relationship which
we created ourselves.",,i wrote a bad letter to someone concerning our relationship whichwe created ourselves.
joy,"I met a certain lady at Mchesi and I proposed a word of love to
her and at the same time she accepted my proposal.",,i met a certain lady at mchesi and i proposed a word of love toher and at the same time she accepted my proposal.
fear,"My father gave me money for school fees and I didn't pay school
fees instead I spent it on beer and did not tell him about this.",,my father gave me money for school fees and i did not pay schoolfees instead i spent it on beer and did not tell him about this.
anger,"There was a cup final match between Limbe Leaf Wanderers and
Silver Strikers and someone promised to give me some money for
admission fee to watch this game. Unfortunately he did not give
me.",,there was a cup final match between limbe leaf wanderers andsilver strikers and someone promised to give me some money foradmission fee to watch this game. unfortunately he did not giveme.
sadness,"I had received bad news informing me that grandmother and
grandfather had passed away. The first one to die was my
grandmother and after two days grandfather died too.",,i had received bad news informing me that grandmother andgrandfather had passed away. the first one to die was mygrandmother and after two days grandfather died too.
disgust,"It happened that one of my best friends just took my shirt
without my knowledge, I hadn't put it on for many days and I was
short of clothes.",,"it happened that one of my best friends just took my shirtwithout my knowledge, i had not put it on for many days and i wasshort of clothes."
shame,"I had high-heeled shoes one time, but a certain girl who saw the
shoes told me that they were out of fashion and I looked as an
old man when I was in those shoes.",,"i had high-heeled shoes one time, but a certain girl who saw theshoes told me that they were out of fashion and i looked as anold man when i was in those shoes."
guilt,"I happened to have met one of my teachers in town during working
hours. The badness was I didn't ask for permission to go out and
I was guilty-conscious.",,i happened to have met one of my teachers in town during workinghours. the badness was i did not ask for permission to go out andi was guilty-conscious.
joy,Passing a very difficult examination which I didn't expect - MCE.,,passing a very difficult examination which i did not expect mce.
fear,"As we were going to Area 10 a dog chased me. I was afraid it
might bite me.",,as we were going to area 10 a dog chased me. i was afraid itmight bite me.
anger,Brother took my money to use for his own purposes.,,brother took my money to use for his own purposes.
sadness,"After hearing the news about the death of my sister, I felt very
sad.",,"after hearing the news about the death of my sister, i felt verysad."
disgust,"After buying a ticket, I lost it before I reached my destination
and the bus Inspector dropped me at a place I didn't know.",,"after buying a ticket, i lost it before i reached my destinationand the bus inspector dropped me at a place i did not know."
shame,"I was very much ashamed after a friend beat me at school and I
was defeated.",,i was very much ashamed after a friend beat me at school and iwas defeated.
guilt,"I hit my cousin badly after she threw away my dresses in a
pit-latrine that the little girl fainted.",,i hit my cousin badly after she threw away my dresses in apit-latrine that the little girl fainted.
joy,When I was selected to a University College of Nursing.,,when i was selected to a university college of nursing.
fear,"When one of my relatives went out at night leaving me and my
friend alone, I cheated my parents that she didn't go out, after
they had heard that she was out, I was afraid that she might have
beaten me.",,"when one of my relatives went out at night leaving me and myfriend alone, i cheated my parents that she did not go out, afterthey had heard that she was out, i was afraid that she might havebeaten me."
anger,"When someone took my writing materials yet I was to write
Examinations in a few minutes.",,when someone took my writing materials yet i was to writeexaminations in a few minutes.
sadness,When I failed my Standard 8 Examination for the first time.,,when i failed my standard 8 examination for the first time.
disgust,"When a boy whom I refused to be my lover told all his friends
that I was his girl he has refused me because I was not faithful
to him.",,when a boy whom i refused to be my lover told all his friendsthat i was his girl he has refused me because i was not faithfulto him.
shame,"When someone pointed out that I was proud, yet I didn't dress up
properly. This was when I and my friend went for a dnce one
Saturday.",,"when someone pointed out that i was proud, yet i did not dress upproperly. this was when i and my friend went for a dnce onesaturday."
guilt,"After I had cheated my parents that I had lost my textbooks so
they had to send me money.",,after i had cheated my parents that i had lost my textbooks sothey had to send me money.
joy,"I felt joy when I heard my name being called on the radio as one
of the students who had passed the interview of Nursing and was
selected to start Nursing.",,i felt joy when i heard my name being called on the radio as oneof the students who had passed the interview of nursing and wasselected to start nursing.
fear,"I felt fear when one night my aunt and Uncle left me alone at
their house to look after the baby when they went to a party.",,i felt fear when one night my aunt and uncle left me alone attheir house to look after the baby when they went to a party.
anger,"I felt angry at one time when I was chatting with friends and
suddenly another friend joined us and started opposing any
comment I added to our chatting.",,i felt angry at one time when i was chatting with friends andsuddenly another friend joined us and started opposing anycomment i added to our chatting.
sadness,"I felt sad when a thief stole all the clothes from my friend's
cupboard at school (boarding).",,i felt sad when a thief stole all the clothes from my friend iscupboard at school boarding confusion .
disgust,"I felt disgusted when I was not given money for lunch at school
by my father as a punishment for beating my little brother.",,i felt disgusted when i was not given money for lunch at schoolby my father as a punishment for beating my little brother.
shame,"I felt shame when I was asked by my cousin that I promised to buy
her a birthday present but I didn't buy it for her in front of
friends.",,i felt shame when i was asked by my cousin that i promised to buyher a birthday present but i did not buy it for her in front offriends.
guilt,"I felt guilt when my friends were punished to slash grass at the
gound because of making noise in class. I was in the group of
noise-makers but I denied having done any noise.",,i felt guilt when my friends were punished to slash grass at thegound because of making noise in class. i was in the group ofnoise-makers but i denied having done any noise.
joy,When I passed my MSCE Exams and was selected to go to college.,,when i passed my msce exams and was selected to go to college.
fear,"I was with my boyfriend forgetting that I had left the house
unlocked. Unfortunatly a thief came and stole all the kitchen
utensils. Thereafter I was afraid of the consequences.",,i was with my boyfriend forgetting that i had left the houseunlocked. unfortunatly a thief came and stole all the kitchenutensils. thereafter i was afraid of the consequences.
anger,"My best friend started moving out with my boyfriend. When I heard
this my heart sank because I didn't expect that my own good
friend could do such a thing, so I got angry.",,"my best friend started moving out with my boyfriend. when i heardthis my heart sank because i did not expect that my own goodfriend could do such a thing, so i got angry."
sadness,"I was sad when I heard that my cousin died because of being
bewitched by her husband's second wife.",,i was sad when i heard that my cousin died because of beingbewitched by her husband is second wife.
disgust,"My friend promised to take me out for a movie but he didn't turn
up.",,my friend promised to take me out for a movie but he did not turnup.
shame,"I met a woman who was looking for our house. She stopped me but I
ran away. When I arrived at home I found the same woman and she
told my parents what had happened so I felt ashamed.",,i met a woman who was looking for our house. she stopped me but iran away. when i arrived at home i found the same woman and shetold my parents what had happened so i felt ashamed.
guilt,"I went to my boyfrien's house. There I found clothes of a certain
girl. Without asking whose clothes they were I started tearing
them only to realise that they were his sister's and so I felt
guilty.",,i went to my boyfrien is house. there i found clothes of a certaingirl. without asking whose clothes they were i started tearingthem only to realise that they were his sister is and so i feltguilty.
joy,When I was selected to come here.,,when i was selected to come here.
fear,"Somebody told her friend that she would hit me wherever we would
meet.",,somebody told her friend that she would hit me wherever we wouldmeet.
anger,"This was when my boyfriend told me that I was double-crossing him
with a certain boy.",,this was when my boyfriend told me that i was double-crossing himwith a certain boy.
sadness,When I heard that my friend had started drinking beer.,,when i heard that my friend had started drinking beer.
disgust,"I went to a party and there were some cakes which weren't good
and had a bad smell.",,i went to a party and there were some cakes which were not goodand had a bad smell.
shame,"One day I was supposed to go to a movie with my boyfriend. In the
morning I went to see my Auntie and I didn't come back up to
evening.",,one day i was supposed to go to a movie with my boyfriend. in themorning i went to see my auntie and i did not come back up toevening.
guilt,"I slapped my sister's daughter and after several hours, she had a
high temperature and she ended up being admitted in hospital.",,"i slapped my sister is daughter and after several hours, she had ahigh temperature and she ended up being admitted in hospital."
joy,"When the church choir came one Sunday after being away for some
weeks.",,when the church choir came one sunday after being away for someweeks.
fear,"When I came home late one day. I was afraid I would be shouted at
by my parents.",,when i came home late one day. i was afraid i would be shouted atby my parents.
anger,When a little brother of mine damaged a cassette.,,when a little brother of mine damaged a cassette.
sadness,"I was watching T.V with my parents and some pornographic scenes
came on, I felt uncomfortable and tried to distract my parents
attention by talking to them.",,"i was watching t.v with my parents and some pornographic scenescame on, i felt uncomfortable and tried to distract my parentsattention by talking to them."
disgust,"I saw a program on T.V where they had to saw a skull for an
operation.",,i saw a program on t.v where they had to saw a skull for anoperation.
shame,"When I decided not to out any longer with a girl whom I liked
quite a lot.  This made me feel low for a some time.",,when i decided not to out any longer with a girl whom i likedquite a lot. this made me feel low for a some time.
joy,When I had my first boyfriend.,,when i had my first boyfriend.
fear,"I and my cousin went to a filmshow at night. We went without
making it known to my mother. While we were there at interval, I
came across my mother just close to where we sat.",,"i and my cousin went to a filmshow at night. we went withoutmaking it known to my mother. while we were there at interval, icame across my mother just close to where we sat."
anger,"During the Xmas holiday, I and my best friend at Secondary School
had planned to meet at a Cultural afternoon at the Mt. Soche
Hotel after missing each other for such a long time. When I asked
my mother for permission, she told me not to go for no good
reason. I felt very angry with her.",,"during the xmas holiday, i and my best friend at secondary schoolhad planned to meet at a cultural afternoon at the mt. sochehotel after missing each other for such a long time. when i askedmy mother for permission, she told me not to go for no goodreason. i felt very angry with her."
sadness,"When I was transferred from Chichiri Secondary School to St.
Mary's Sec. School. I was happy at Chichiri as a day scholer and
had made a lot of friends. I was going to a boarding and that
meant parting with my friends as well as my boyfriend for the
first time.",,when i was transferred from chichiri secondary school to st.mary is sec. school. i was happy at chichiri as a day scholer andhad made a lot of friends. i was going to a boarding and thatmeant parting with my friends as well as my boyfriend for thefirst time.
disgust,"I felt disgusted when my cousin decided that she would stop
going to school saying she wanted to get married. She was only 14
years by then and she didn't understand what she was thinking.",,i felt disgusted when my cousin decided that she would stopgoing to school saying she wanted to get married. she was only 14years by then and she did not understand what she was thinking.
