ori_sentiment,text,other,tweet_text
anger,"My elder brother often criticizes my mother's cooking.  Once he
did it very impolitely and lost his temper.  This made all of us
very sad.  I was very angry and I scolded him.  He asked me not
to interfere with what was his buisness.",,My elder brother often criticizes my mother is cooking. Once hedid it very impolitely and lost his temper. This made all of usvery sad. I was very angry and I scolded him. He asked me notto interfere with what was his buisness.
sadness,"When my grandfather died I was extremely sad.  However my family
members did not have any special feelings, they said that he was
already 80 years old.",,"When my grandfather died I was extremely sad. However my familymembers did not have any special feelings, they said that he wasalready 80 years old."
disgust,"I was an instructior in a youth organization.  Whenever we, the
instructors would have a meeting the advisor would be present.
He did not understand our worknig conditions but talked a lot
and had a lot of outdated ideas.  Whenever we disagreed with him
he was very discontent and said that we had a prejudice against
him.  Why did he have to treat us as his subordinates ?",,"I was an instructior in a youth organization. Whenever we, theinstructors would have a meeting the advisor would be present.He did not understand our worknig conditions but talked a lotand had a lot of outdated ideas. Whenever we disagreed with himhe was very discontent and said that we had a prejudice againsthim. Why did he have to treat us as his subordinates ?"
shame,"When we received  our academic result I learnt that my  results
were bad as I had not done my best.  The results of my
accquaintances were good and when they asked me about my results
I really did not want to answer.",,When we received our academic result I learnt that my resultswere bad as I had not done my best. The results of myaccquaintances were good and when they asked me about my resultsI really did not want to answer.
guilt,"When I was fighting with my elder brother I unintentionally hurt
him in the eye with a wooden bar.  I felt guilty and feared that
he would be blind, fortunately he recovered after 15 days.",,"When I was fighting with my elder brother I unintentionally hurthim in the eye with a wooden bar. I felt guilty and feared thathe would be blind, fortunately he recovered after 15 days."
joy,I finished my homework, an important task.,I finished my homework
fear,"Fear of the turn that the examination paper would take as I
lacked confidence.",,Fear of the turn that the examination paper would take as Ilacked confidence.
anger,"Mr C took my drawing pens, without having asked for my permission
first, and lost them.  He did not tell me about it till I asked
him and then did not try to find them.",,"Mr C took my drawing pens, without having asked for my permissionfirst, and lost them. He did not tell me about it till I askedhim and then did not try to find them."
sadness,"When I learnt that I had to repeat the first year, I found the
solution immediately but was blocked by many difficulties.",,"When I learnt that I had to repeat the first year, I found thesolution immediately but was blocked by many difficulties."
disgust,"My girlfriend lost her temper without any reason and she did not
consider or respect my feelings.",,My girlfriend lost her temper without any reason and she did notconsider or respect my feelings.
shame,"After I had given the wrong answer to my students they pointed
it out to me and I had to correct myself.",,After I had given the wrong answer to my students they pointedit out to me and I had to correct myself.
guilt,I prayed unfaithfully.,,I prayed unfaithfully.
joy,"I am happpy when I get good results in the field of academics or
athletics.  ",,I am happpy when I get good results in the field of academics orathletics.
fear,"One day a fierce looking man came to our house  and said that my
father should apologize to him, however I was alone at home.",,"One day a fierce looking man came to our house and said that myfather should apologize to him, however I was alone at home."
anger,"My cassmate laughed at me when I was being scolded by the
teacher.",,My cassmate laughed at me when I was being scolded by theteacher.
sadness,"I knew a girl so lovely that everyone would like her.  But she
refused to accept my Christmas present and I tried to forget
her.",,I knew a girl so lovely that everyone would like her. But sherefused to accept my Christmas present and I tried to forgether.
disgust,"I hate the behaviour of my so called friends, they use bad
language, spit, boast and treat the youngsters badly.",,"I hate the behaviour of my so called friends, they use badlanguage, spit, boast and treat the youngsters badly."
shame,"When I was young my mother told the neighbour that I had wet the
bed.  I felt ashamed thinking that the neighbour's children would
get to know about it.",,When I was young my mother told the neighbour that I had wet thebed. I felt ashamed thinking that the neighbour is children wouldget to know about it.
guilt,"One day while we were strolling along the road one of my
friends suggested that we go and watch a blue film.  I was
curious so I went along but I felt quite guilty later.",,One day while we were strolling along the road one of myfriends suggested that we go and watch a blue film. I wascurious so I went along but I felt quite guilty later.
joy,"The day the results of the university entrance exam was
published, I found my canditate number and I was very excited.",,"The day the results of the university entrance exam waspublished, I found my canditate number and I was very excited."
fear,"One night we were having a barbecue on the beach and I needed to
go to my car, which was far away from the beach.  It was very
dark as there were no street lamps.  I ran in the dark, very
scared, I ran as fast as possible.",,"One night we were having a barbecue on the beach and I needed togo to my car, which was far away from the beach. It was verydark as there were no street lamps. I ran in the dark, veryscared, I ran as fast as possible."
sadness,"I separated with the one I liked most.  She refused all my dates
and told me that she had dated another one.  My heart seemed to
cease beating.  I was silent for some time and then I whispered
goodbye and left without turning back.",,I separated with the one I liked most. She refused all my datesand told me that she had dated another one. My heart seemed tocease beating. I was silent for some time and then I whisperedgoodbye and left without turning back.
disgust,"When I was a teacher in an evening school, a girl raised a lot of
questions and expressed her opinions.  She, very often, took a
stand which was different from mine and she thought that it
was better than mine.  Her opinions were helpful academically, but
she did not take into consideration my position in public.  Also
she seemed to be very talkative and so she disgusted me.",,"When I was a teacher in an evening school, a girl raised a lot ofquestions and expressed her opinions. She, very often, took astand which was different from mine and she thought that itwas better than mine. Her opinions were helpful academically, butshe did not take into consideration my position in public. Alsoshe seemed to be very talkative and so she disgusted me."
shame,"I had lunch in a restaurant with a friend and I paid the bill.
The change was that of a two dollar and a ten cent coin.  As I
was talking with my friend I took the two dollar coin and forgot
to leave a tip.",,I had lunch in a restaurant with a friend and I paid the bill.The change was that of a two dollar and a ten cent coin. As Iwas talking with my friend I took the two dollar coin and forgotto leave a tip.
guilt,"I was cold to my sister without meaning it, just because I was
upset and frustated.",,"I was cold to my sister without meaning it, just because I wasupset and frustated."
joy,When I learnt that I had been admitted to the university.,,When I learnt that I had been admitted to the university.
fear,"After the interview for admission to the university and before
the admission list was disclosed.  I was scared that I would not
be admitted and my fear lasted for quite some time.  My fear
disappeared only after the list was disclosed.",,After the interview for admission to the university and beforethe admission list was disclosed. I was scared that I would notbe admitted and my fear lasted for quite some time. My feardisappeared only after the list was disclosed.
anger,"When I was studying in the library - preparing for a test, two
people sitting next to me talked to each other for 20 minutes.
There were no other seats so I could not go elsewhere and I did
not want to interrupt them, so I could only be angry in my heart.",,"When I was studying in the library preparing for a test, twopeople sitting next to me talked to each other for 20 minutes.There were no other seats so I could not go elsewhere and I didnot want to interrupt them, so I could only be angry in my heart."
sadness,"I had been separated from my girlfriend for about a year.  On her
birthday I put a present in her mailbox.  I had spent two days
choosing a suitable present for her.  I waited for a few days and
there was no reply from her; at last I received a thank-you card
in my mailbox.  On the card there was only my name, the words thank-you
and her signature.  I was very sad then.",,"I had been separated from my girlfriend for about a year. On herbirthday I put a present in her mailbox. I had spent two dayschoosing a suitable present for her. I waited for a few days andthere was no reply from her; at last I received a thank-you cardin my mailbox. On the card there was only my name, the words thank-youand her signature. I was very sad then."
disgust,"When I was travelling to school by bus, I went past a place
where a sewer had been repaired.  There was a bad strong smell
which suffocated me and I wanted to leave the place immediately.",,"When I was travelling to school by bus, I went past a placewhere a sewer had been repaired. There was a bad strong smellwhich suffocated me and I wanted to leave the place immediately."
shame,"I received the results of the test paper of my major subject and
I found that my result was not as good as a classmate who had
recently changed his major subject.    I felt very ashamed.",,I received the results of the test paper of my major subject andI found that my result was not as good as a classmate who hadrecently changed his major subject. I felt very ashamed.
guilt,"I had promised myself that I would do one good deed every day.
One night I saw a beggar whose muscles had been atrophyed.  I
walked passed him thinking that he was feigning.  Later I
realized that he had not been pretending and I had a feeling of
guilt as I had not kept my promise.",,I had promised myself that I would do one good deed every day.One night I saw a beggar whose muscles had been atrophyed. Iwalked passed him thinking that he was feigning. Later Irealized that he had not been pretending and I had a feeling ofguilt as I had not kept my promise.
joy,"Talkiing about the past happy hours with two friends at night in
a camp a few months ago.  We shared our feelings, notions and
every hidden anxiety.  I thought that they cared for me and I
was very happy and satified.",,"Talkiing about the past happy hours with two friends at night ina camp a few months ago. We shared our feelings, notions andevery hidden anxiety. I thought that they cared for me and Iwas very happy and satified."
fear,"I remember that my form 2 teacher was very fierce and dogmatic.
My feet would tremble whenever I saw her but I had to face the fact that
I had to go for her class. ",,I remember that my form 2 teacher was very fierce and dogmatic.My feet would tremble whenever I saw her but I had to face the fact thatI had to go for her class.
anger,"One night I could not practise my violin as my family was
watching T.V with the lights off, so I wanted to listen to some
tapes.  It was dark so I asked my brother to bring me a torch,
however he scolded me.  I was so angry that I slammed my violin
on the floor.",,"One night I could not practise my violin as my family waswatching T.V with the lights off, so I wanted to listen to sometapes. It was dark so I asked my brother to bring me a torch,however he scolded me. I was so angry that I slammed my violinon the floor."
sadness,"My mother suffers from a mental illness.  One night she was not
feeling well and was sent to the hospital.  I was scared that
she would die, and all night I was very sad and did not dare to
close my eyes.",,"My mother suffers from a mental illness. One night she was notfeeling well and was sent to the hospital. I was scared thatshe would die, and all night I was very sad and did not dare toclose my eyes."
disgust,"At the crowded conditions of living.  I always quarrel with my
elder brother as he puts the T.V volume at a deafening level and
I can not practise my piano lessons.  Thus I feel that my home is
disgusting.",,At the crowded conditions of living. I always quarrel with myelder brother as he puts the T.V volume at a deafening level andI can not practise my piano lessons. Thus I feel that my home isdisgusting.
shame,"I lost my temper at my mother while she was teaching me.  I felt
ashamed and sorry at having hurt my loving mother.",,I lost my temper at my mother while she was teaching me. I feltashamed and sorry at having hurt my loving mother.
guilt,"I felt guilty at not having practised the piano.  I waste my
teacher's time and guidance.",,I felt guilty at not having practised the piano. I waste myteacher is time and guidance.
joy,"I watched a football match with my old friend.  The performance
of the team was very good and the team members were full of
spirit.  The match was excellent and every time a goal was scored
I felt excited.",,I watched a football match with my old friend. The performanceof the team was very good and the team members were full ofspirit. The match was excellent and every time a goal was scoredI felt excited.
fear,"When I got the midterm exam results, the results were below
average and were near the lowest.  I was scared of the final
exam.",,"When I got the midterm exam results, the results were belowaverage and were near the lowest. I was scared of the finalexam."
anger,"When I came back to my hostel, my bed was full of newspapers and
dirty clothes.  My room-mate asked me to wash the clothes for him
as he had no time (this was his responsibility).  The food we
shared had been eaten up by him (I ate little).",,"When I came back to my hostel, my bed was full of newspapers anddirty clothes. My room-mate asked me to wash the clothes for himas he had no time this was his responsibility. The food weshared had been eaten up by him I ate little."
sadness,"My sister was impolite to my father when the family was having
lunch together at a restaurant.  She thought that our parents had
been prejudiced against her, this was an extreme thought.",,"My sister was impolite to my father when the family was havinglunch together at a restaurant. She thought that our parents hadbeen prejudiced against her, this was an extreme thought."
disgust,"When I was giving private tutorials to my student; he would not
concentrate and was lazy.  He had not done the home work that I
had assigned and his academic level was very low.  It was a
nuisance.",,When I was giving private tutorials to my student; he would notconcentrate and was lazy. He had not done the home work that Ihad assigned and his academic level was very low. It was anuisance.
shame,"During a meeting I said something wrong and the others laughed at
me.",,During a meeting I said something wrong and the others laughed atme.
guilt,"I entered the hostel this year.  My mother was ill and could not
move and needed people to look after her.  Every week I left home
to go back to school, I felt guilty.",,"I entered the hostel this year. My mother was ill and could notmove and needed people to look after her. Every week I left hometo go back to school, I felt guilty."
joy,I received a letter from a friend whom I was missing,,I received a letter from a friend whom I was missing
fear,"I feared that I would not be able to hand in the book-report on
time as I had started working very late.  The book was difficult
to read and my teacher did not accept my work as it was handed in
late.",,I feared that I would not be able to hand in the book-report ontime as I had started working very late. The book was difficultto read and my teacher did not accept my work as it was handed inlate.
anger,"My classmate always borrowed my notes and would not return it to
me on time.  When I had a test she was selfish and irresponsible
and so delayed my studies.",,My classmate always borrowed my notes and would not return it tome on time. When I had a test she was selfish and irresponsibleand so delayed my studies.
sadness,When I found that my coldness had hurt somebody's sincerity.,,When I found that my coldness had hurt somebody is sincerity.
disgust,When I was studying and someone disturbed me.,,When I was studying and someone disturbed me.
shame,"My teacher said that being university studets we did not have
any self-initiative or self-control.",,My teacher said that being university studets we did not haveany self-initiative or self-control.
guilt,I took french leave to do my homework.,,I took french leave to do my homework.
joy,"I realized that a fellow member had grown spiritually.  I was the
leader of a spiritual group and had prayed for him.  He did not
want to burn the incense but his mother forced him to do it.
Finally his mother told him that he could discontinue if he got
good results at school.",,I realized that a fellow member had grown spiritually. I was theleader of a spiritual group and had prayed for him. He did notwant to burn the incense but his mother forced him to do it.Finally his mother told him that he could discontinue if he gotgood results at school.
fear,Looking for the toilet in a dark place.,,Looking for the toilet in a dark place.
anger,"I gave tutorial to a student and I found that he was lazy, he did
not pay attention to what I taught.  He did some easy questions
wrong deliberately.",,"I gave tutorial to a student and I found that he was lazy, he didnot pay attention to what I taught. He did some easy questionswrong deliberately."
sadness,I saw a lot of starving people in a T.V news report.,,I saw a lot of starving people in a T.V news report.
disgust,"Our neighbour came and gossiped, about others, with my parents.",,"Our neighbour came and gossiped, about others, with my parents."
shame,"I promised a friend that I would return a book to it's owner for
him , but I forgot to do it.",,"I promised a friend that I would return a book to it is owner forhim , but I forgot to do it."
guilt,Saw a blue film in a cinema.,,Saw a blue film in a cinema.
joy,"When I saw the certificate results, I did not feel very happy as I
did not realize that I had got all the credits until my
classmates pointed it out to me.  My parents and my relatives
praised me and I realized that my results were good i.e 2A, 5B,
2C.  I felt satisfied with the results and was happy.",,"When I saw the certificate results, I did not feel very happy as Idid not realize that I had got all the credits until myclassmates pointed it out to me. My parents and my relativespraised me and I realized that my results were good i.e 2A, 5B,2C. I felt satisfied with the results and was happy."
fear,"An hour before receiving the certificate results I was very
frightened.  When I saw others crying I felt very tense and as
time went by my fear grew.",,An hour before receiving the certificate results I was veryfrightened. When I saw others crying I felt very tense and astime went by my fear grew.
anger,"My classmate used her personal relations to get a seat for a
subject that I wanted also.  I had taken the pains to help him
apply and I did not get selected.  I did not like this as he had
not told me the facts earlier, he need not have lied to me.",,"My classmate used her personal relations to get a seat for asubject that I wanted also. I had taken the pains to help himapply and I did not get selected. I did not like this as he hadnot told me the facts earlier, he need not have lied to me."
sadness,"When my mother went through an operation, it was not very serious
but I was sad and could not sleep before the operation.",,"When my mother went through an operation, it was not very seriousbut I was sad and could not sleep before the operation."
disgust,"During a recent meeting, Mr. A showed his excitement and
overindulged in the notes delivered.  Though his curiosity could
not be blamed, his way of accquiring knowledge was an extreme
behaviour e.g he always tried to know what I was reading and
gained everything he could.",,"During a recent meeting, Mr. A showed his excitement andoverindulged in the notes delivered. Though his curiosity couldnot be blamed, his way of accquiring knowledge was an extremebehaviour e.g he always tried to know what I was reading andgained everything he could."
shame,"When I was doing my homework at home, some relatives came and
advised me to help my mother do the house-work.",,"When I was doing my homework at home, some relatives came andadvised me to help my mother do the house-work."
guilt,"While quarreling with my brother I broke the glass door of the
cupboard and a china doll.  We were scolded by my father for
breaking the door but we did not tell him about the door.",,While quarreling with my brother I broke the glass door of thecupboard and a china doll. We were scolded by my father forbreaking the door but we did not tell him about the door.
joy,When I was admitted to the Chinese universiity.,,When I was admitted to the Chinese universiity.
fear,An inter-college basket-ball match.,,An inter-college basket-ball match.
anger,Something was stolen.,,Something was stolen.
sadness,When I learnt that my close friend was going to immigrate.,,When I learnt that my close friend was going to immigrate.
disgust,When the summer holiday job was almost over.,,When the summer holiday job was almost over.
shame,During a meeting.,,During a meeting.
guilt,Failed to keep an appointment.,,Failed to keep an appointment.
joy,When I told my girlfriend a joke openly and frankly.,,When I told my girlfriend a joke openly and frankly.
fear,Once while crossing a road I was overcome with fear.,,Once while crossing a road I was overcome with fear.
anger,"My intimate girlfriend told me that her father was opposed to our
relationship  and had insulted my integrity.",,My intimate girlfriend told me that her father was opposed to ourrelationship and had insulted my integrity.
sadness,When my studies are too demanding and I cannot cope with it.,,When my studies are too demanding and I can not cope with it.
disgust,The behaviour of people spitting everywhere.,,The behaviour of people spitting everywhere.
shame,I could not finish my homework on time.,,I could not finish my homework on time.
guilt,After masturbation.,,After masturbation.
joy,When I finished the work that I had planned to do - my homework.,,When I finished the work that I had planned to do my homework.
fear,"I was not prepared for the exam but I wanted to sleep the night
before the exam.",,I was not prepared for the exam but I wanted to sleep the nightbefore the exam.
anger,Someone played a trick on me.,,Someone played a trick on me.
sadness,"When the thing that made my friends and relatives sad happened to
them.",,When the thing that made my friends and relatives sad happened tothem.
disgust,"It was a narrow and dirty passage which was located near the
market and I had to stand there to wait for people.",,It was a narrow and dirty passage which was located near themarket and I had to stand there to wait for people.
shame,"I had something wrong, saying wrong things and being impolite to
someone, and this had embarrassed the this person.  And I
still meet the person.",,"I had something wrong, saying wrong things and being impolite tosomeone, and this had embarrassed the this person. And Istill meet the person."
guilt,I said something which was against my conscience.,,I said something which was against my conscience.
joy,"Several good friends made me a surprise visit and this made me
happy.  They are my closest friends and we had not seen each
other for a long time.",,Several good friends made me a surprise visit and this made mehappy. They are my closest friends and we had not seen eachother for a long time.
fear,"The hero was chased by a terrible vampire in a suspense and
horror film shown on T.V.",,The hero was chased by a terrible vampire in a suspense andhorror film shown on T.V.
anger,"I worked with several classmates on a project.  I was very
anxious about the project while my partners showed no concern
and when we had meetings on the project my classmates  did not
pay any attention.  Some of them read books while the others
argued on irrelevant questions.  The meeting would go on for two
hours without the main theme being discussed.  We wasted time and
could not reach a compromise.  My classmates avoided doing the
work and the responsibilities, they seemed to value other
projects more than this one.",,"I worked with several classmates on a project. I was veryanxious about the project while my partners showed no concernand when we had meetings on the project my classmates did notpay any attention. Some of them read books while the othersargued on irrelevant questions. The meeting would go on for twohours without the main theme being discussed. We wasted time andcould not reach a compromise. My classmates avoided doing thework and the responsibilities, they seemed to value otherprojects more than this one."
sadness,"One of my good friends had to migrate to America.  Our friendship
had developed quite well and it was a pity as our friendship would
fade.",,One of my good friends had to migrate to America. Our friendshiphad developed quite well and it was a pity as our friendship wouldfade.
disgust,"In a study group, a person always liked to argue on some
unimportant, irrelevant and minor points.  He tried to persuade
others in an unfriendly way.  He was obstinate and would not accept
other's point of view.",,"In a study group, a person always liked to argue on someunimportant, irrelevant and minor points. He tried to persuadeothers in an unfriendly way. He was obstinate and would not acceptother is point of view."
shame,"Once my presentation was the worst among my classmates as I had
not prepared it well and had not seen it as important.  My
presentation was so confused that it clearly showed my poor
preparation.",,Once my presentation was the worst among my classmates as I hadnot prepared it well and had not seen it as important. Mypresentation was so confused that it clearly showed my poorpreparation.
guilt,"I joked with an unfamiliar friend in an obstinate tone.  I was
afraid of his misunderstanding me and being hurt and angry at me.
 I felt sorry over my conduct and thought that I had to find an
opportunity to apologize.",,I joked with an unfamiliar friend in an obstinate tone. I wasafraid of his misunderstanding me and being hurt and angry at me. I felt sorry over my conduct and thought that I had to find anopportunity to apologize.
joy,"I remember my religious experience.  During  a gospel camp, a few
friends of mine decided to believe in God.  The joy that I felt
at that time was more than words can express.  I blessed them and
praised God in my heart.",,"I remember my religious experience. During a gospel camp, a fewfriends of mine decided to believe in God. The joy that I feltat that time was more than words can express. I blessed them andpraised God in my heart."
fear,"My friend and I had offended our classmate unintenionally.  We
wanted to apologize to her so we decided to visit her.  We knew that she
was stubborn so we were frightened.  When we rang her door bell,
our fear was at it's climax",,"My friend and I had offended our classmate unintenionally. Wewanted to apologize to her so we decided to visit her. We knew that shewas stubborn so we were frightened. When we rang her door bell,our fear was at it is climax"
anger,"My girlfriend disliked it when I played majong (a game of gambling).
I expressed my regrets and when I went to see her she neglected my
existance.  I was very angry and left in displeasure.",,My girlfriend disliked it when I played majong a game of gambling.I expressed my regrets and when I went to see her she neglected myexistance. I was very angry and left in displeasure.
sadness,"When I said good-bye to my girlfriend.  I had spent two years on
developing this relationship and it was unsuccessful, I felt very
sad.",,"When I said good-bye to my girlfriend. I had spent two years ondeveloping this relationship and it was unsuccessful, I felt verysad."
disgust,"My classmate got a ""B"" for his homework while I only got a ""C"".
When we got the results he acted as if he did not merit this
grade.  I found that his humility was hypocritical and I found it
disgusting.",,"My classmate got a ""B"" for his homework while I only got a ""C"".When we got the results he acted as if he did not merit thisgrade. I found that his humility was hypocritical and I found itdisgusting."
shame,"Once in primary five, I had forgotten to take a book to class and
the teacher punished me by asking me to stand at the back of the
class.  I thought about the way my mother would react if she saw
me being punished.  My mother was very good to me and though she
did not see me punished, I felt sorry for her.",,"Once in primary five, I had forgotten to take a book to class andthe teacher punished me by asking me to stand at the back of theclass. I thought about the way my mother would react if she sawme being punished. My mother was very good to me and though shedid not see me punished, I felt sorry for her."
guilt,"I had fixed a meeting with my classmates and I missed it as I was
tired.  Besides everyone at the meeting was a stranger to me and
I did not want to make friends with them.  Whatever the reasons - I
felt guilty.",,I had fixed a meeting with my classmates and I missed it as I wastired. Besides everyone at the meeting was a stranger to me andI did not want to make friends with them. Whatever the reasons Ifelt guilty.
joy,"I learnt from the newspaper that I had been accepted at the
Chinese university of H.K.  It was 7 o'clock in the morning.
Later I told my family and relatives about it and had tea with
them very joyfully.",,I learnt from the newspaper that I had been accepted at theChinese university of H.K. It was 7 o'clock in the morning.Later I told my family and relatives about it and had tea withthem very joyfully.
fear,"I was camping in an old broken hut which had no lights.  I had
brought along a lamp which was not working very well.  The door
made strange sounds and I was sure that strange things were
happening.  The most terrifying bit was that there were many
wardrobes in the hut and everytime that I looked in the glass of
the wardrobe I felt that there were ""objects"" behind me.   The
whole night was spent in fear and restlessness.",,"I was camping in an old broken hut which had no lights. I hadbrought along a lamp which was not working very well. The doormade strange sounds and I was sure that strange things werehappening. The most terrifying bit was that there were manywardrobes in the hut and everytime that I looked in the glass ofthe wardrobe I felt that there were ""objects"" behind me. Thewhole night was spent in fear and restlessness."
anger,"During a football match, the other team was rude and they hurt my
team members and me.  The coach was prejudiced against us and
punished us unreasonably.  Later we fought with each other and
the match had to be cut short.",,"During a football match, the other team was rude and they hurt myteam members and me. The coach was prejudiced against us andpunished us unreasonably. Later we fought with each other andthe match had to be cut short."
sadness,"I heard of the death of a closefriend of mine.  I had gone camping
with him shortly before his death and the whole thing seemed very
sudden to me. ",,I heard of the death of a closefriend of mine. I had gone campingwith him shortly before his death and the whole thing seemed verysudden to me.
disgust,"A  group of youngsters dressed in fads talked foul language on a
bus.  They also insulted the  pedestrians on the road and were
impolite to the passengers of the bus.",,A group of youngsters dressed in fads talked foul language on abus. They also insulted the pedestrians on the road and wereimpolite to the passengers of the bus.
shame,"In a Christian gathering's lucky draw I mistook a girl's name for
mine (a boy's name).  I realized my mistake only when I went up
to the stage for the prize.  I did not know what to do as
everyone was looking at me.  I blushed and went back to my seat.",,In a Christian gathering is lucky draw I mistook a girl is name formine a boy is name. I realized my mistake only when I went upto the stage for the prize. I did not know what to do aseveryone was looking at me. I blushed and went back to my seat.
guilt,"While playing basketball I broke a team member's spectacles.  His
face was injured by the  pieces of glass.  It was not serious but
I felt guilty and blamed myself for being too careless and
vigorous in my game.",,While playing basketball I broke a team member is spectacles. Hisface was injured by the pieces of glass. It was not serious butI felt guilty and blamed myself for being too careless andvigorous in my game.
joy,"After a busy day I went back to my hostel.  I closed the door and
had a drink, then I read my favourite book on the bed.  Suddenly
I felt peace and joy.",,"After a busy day I went back to my hostel. I closed the door andhad a drink, then I read my favourite book on the bed. SuddenlyI felt peace and joy."
fear,"When I went home and there was nobody, I waited till 2 A.M and
still nobody.  I was suddenly scared and anxious as this had never
happened before.  In addition my mother was very weak and I
feared that she had met with an accident.  Therefore I was anxious
all night.",,"When I went home and there was nobody, I waited till 2 A.M andstill nobody. I was suddenly scared and anxious as this had neverhappened before. In addition my mother was very weak and Ifeared that she had met with an accident. Therefore I was anxiousall night."
anger,"Yesterday I read in the newspaper that a 30 year old woman had
abused her 2 month old son and had caused his death.  I was very
angry after reading this as this is not a human act and to abuse
so fragile a life is not a forgivable sin.",,Yesterday I read in the newspaper that a 30 year old woman hadabused her 2 month old son and had caused his death. I was veryangry after reading this as this is not a human act and to abuseso fragile a life is not a forgivable sin.
sadness,"I had a schoolmate who went to the hospital as her brain was
bleeding.  She fell unconscious for three days and when I went
to see her I saw the miserable state the family was in.  Moreover
I could not do nothing for her.  I was very sad.  Finally, she
died.",,"I had a schoolmate who went to the hospital as her brain wasbleeding. She fell unconscious for three days and when I wentto see her I saw the miserable state the family was in. MoreoverI could not do nothing for her. I was very sad. Finally, shedied."
disgust,"A tiresome person held me up all day long.  I was very busy then
(I can not remember what the problem was).  He continously tried
to make me talk to him and disturbed me.",,A tiresome person held me up all day long. I was very busy thenI can not remember what the problem was. He continously triedto make me talk to him and disturbed me.
shame,"One day, when I was sitting on the bus, there was an old woman
standing beside me.  I was very tired and sleepy and did not
think of giving her my seat.  A 50 year old woman who was sitting
beside me got up and gave her seat to the old woman and said,
"" Old woman, please take my seat, the youngstters these days are
not used to giving their seats to others.""  When I heard these
words I was very ashamed of myself and wanted to get off the bus
at once.  ",,"One day, when I was sitting on the bus, there was an old womanstanding beside me. I was very tired and sleepy and did notthink of giving her my seat. A 50 year old woman who was sittingbeside me got up and gave her seat to the old woman and said,"" Old woman, please take my seat, the youngstters these days arenot used to giving their seats to others."" When I heard thesewords I was very ashamed of myself and wanted to get off the busat once."
guilt,"After an exam I was in a very bad mood as I had done it very
badly.  At home, my mother took so long to ask me how things had
gone that I lost my temper.  I overreacted and made my mother cry.
She still prepared lunch for me and did not scold me .  Suddenly,
I thought that it was my fault and I started crying.
",,"After an exam I was in a very bad mood as I had done it verybadly. At home, my mother took so long to ask me how things hadgone that I lost my temper. I overreacted and made my mother cry.She still prepared lunch for me and did not scold me . Suddenly,I thought that it was my fault and I started crying."
joy,"I was appreciated by others, especially my family members and my
friends.",,"I was appreciated by others, especially my family members and myfriends."
fear,"Whenever I am alone in a dark room, walk alone on the street,
sleep alone in the room at night or see something which is only
partly visible.  This emotion was very strong when as an 8 year
old child I saw something horrible.  ",,"Whenever I am alone in a dark room, walk alone on the street,sleep alone in the room at night or see something which is onlypartly visible. This emotion was very strong when as an 8 yearold child I saw something horrible."
anger,"[ Whenever I put myself in other's shoes and try to make the
person happy, comfort him or make friends and I am misunderstood
and rejected, especially when this person is a family member or a friend.]",,"Whenever I put myself in other is shoes and try to make theperson happy, comfort him or make friends and I am misunderstoodand rejected, especially when this person is a family member or a friend."
sadness,"There was a conflict of interest between me and a close friend of
mine.  He only thought about his own interest and not about our
friendship.  This behaviour hurt his friends.  Another incident
is when a friend isolated himself without giving any reasons.",,There was a conflict of interest between me and a close friend ofmine. He only thought about his own interest and not about ourfriendship. This behaviour hurt his friends. Another incidentis when a friend isolated himself without giving any reasons.
disgust,When I saw a lot of rubbish and animal waste on the floor.,,When I saw a lot of rubbish and animal waste on the floor.
shame,"When I was emotionally unstable I said things which may have hurt
others or made them feel unhappy.  When I calmed down I realized
that I had been selfish and had not taken into consideration the
feelings of others.  Then I felt ashamed as someone pointed out my
behaviour to me.",,When I was emotionally unstable I said things which may have hurtothers or made them feel unhappy. When I calmed down I realizedthat I had been selfish and had not taken into consideration thefeelings of others. Then I felt ashamed as someone pointed out mybehaviour to me.
guilt,"[ When I break someone's things out of carelessness, or do something
to make others feel unhappy  or hurt the self-esteem / self-confidence
of others, especially if they happen to be friends or family members.]",,"When I break someone is things out of carelessness, or do somethingto make others feel unhappy or hurt the self-esteem / self-confidenceof others, especially if they happen to be friends or family members."
joy,"When I received the letter informing that I had been accepted to
be a Chinese university student, I was excited as I had longed
for it.",,"When I received the letter informing that I had been accepted tobe a Chinese university student, I was excited as I had longedfor it."
fear,"One day when I was a little boy, my friends asked me to play
with them outside and to catch some boys.  However our parents
did not know that we were out and when I got home it was very
late and I feared being scolded by my parents.",,"One day when I was a little boy, my friends asked me to playwith them outside and to catch some boys. However our parentsdid not know that we were out and when I got home it was verylate and I feared being scolded by my parents."
anger,"When I learnt that a friend of mine had talked about me to
another friend and had said wrong things about my abilities and
attitudes.  I was very angry.",,When I learnt that a friend of mine had talked about me toanother friend and had said wrong things about my abilities andattitudes. I was very angry.
sadness,"About two years ago my girlfriend suggested that we separate.
This really gave me a shock as I had never thought that she would
say such things.  The reason she gave me was that we were not
suited for each other.",,About two years ago my girlfriend suggested that we separate.This really gave me a shock as I had never thought that she wouldsay such things. The reason she gave me was that we were notsuited for each other.
disgust,"Once while studying for my exam I found so many complicated words
that it disgusted me.",,Once while studying for my exam I found so many complicated wordsthat it disgusted me.
shame,"When I was young I felt ashamed when our relatives visited us and
I hid myself.",,When I was young I felt ashamed when our relatives visited us andI hid myself.
